,id,date_published,link,caption_original,caption_cleaned,hashtags,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special,Reactions_SUM,category,language,average_sentiment_score,account_name,words_matched_list,sentiment
64,370233926766473_391338824655983,2017-12-08 21:55:00,https://www.facebook.com/EnvironnementetChangementclimatique/videos/391338824655983/,#CanadaEnChine – Mission commerciale de la ministre McKenna sur #TechnologiesPropres : l’entreprise 🇨🇦 Saltworks Technologies purifie l’eau utilisée dans les grandes usines pour qu’elle puisse être réutilisée! http://ow.ly/4mKX30h71qc #ActionClimatique,– Mission commerciale de la ministre McKenna sur : l’entreprise 🇨🇦 Saltworks Technologies purifie l’eau utilisée dans les grandes usines pour qu’elle puisse être réutilisée! c,"['#CanadaEnChine', '#TechnologiesPropres', '#ActionClimatique']",0,0,1,0,0,0,0,0,0,0,1,Environmental,fr,0.0,EnvironnementetChangementclimatique_facebook,"['technologie', 'eau', 'or', 'mer']",neutral
65,370233926766473_377494376040428,2017-11-06 16:26:47,https://www.facebook.com/EnvironnementetChangementclimatique/photos/a.377494369373762.1073741828.370233926766473/377494132707119/?type=3,"Aujourd’hui marque le premier jour de COP23 BONN, la  Conférence mondiale sur le changement climatique (UNFCCC) en Allemagne. 

À CdP23, notre délégation canadienne fera progresser l’action climatique et l’Accord de Paris. Restez à l’affût des mises à jour que nous partageons quant au rôle du Canada à cet événement mondial! http://ow.ly/1U9930goHB4","Aujourd’hui marque le premier jour de COP23 BONN, la Conférence mondiale sur le changement climatique (UNFCCC) en Allemagne. À CdP23, notre délégation canadienne fera progresser l’action climatique et l’Accord de Paris. Restez à l’affût des mises à jour que nous partageons quant au rôle du Canada à cet événement mondial!",[],0,0,1,0,0,0,0,0,0,0,1,Environmental,fr,0.0,EnvironnementetChangementclimatique_facebook,"['cop23', 'changement climatique', 'climat', 'or']",neutral
66,370233926766473_391589684630897,2017-12-09 08:10:04,https://www.facebook.com/EnvironnementetChangementclimatique/photos/a.377494369373762.1073741828.370233926766473/391589684630897/?type=3,#CanadaEnChine – Mission commerciale de la ministre McKenna sur #TechnologiesPropres : l’entreprise 🇨🇦 Solstice Canada Corp. se spécialise en nettoyage du sol. http://ow.ly/eEyx30h7gRT #ActionClimatique,– Mission commerciale de la ministre McKenna sur : l’entreprise 🇨🇦 Solstice Canada Corp. se spécialise en nettoyage du sol.,"['#CanadaEnChine', '#TechnologiesPropres', '#ActionClimatique']",0,0,1,0,0,0,0,0,0,0,1,Environmental,fr,0.0,EnvironnementetChangementclimatique_facebook,"['or', 'ice', 'mer']",neutral
67,370233926766473_392062451250287,2017-12-10 08:29:01,https://www.facebook.com/EnvironnementetChangementclimatique/photos/a.377494369373762.1073741828.370233926766473/392062451250287/?type=3,"Saviez-vous que la ministre de l’Environnement et du Changement climatique du Canada, Catherine McKenna, est la vice-présidente directrice internationale du #ConseilChinois? Ce groupe compte plus de 60 experts chinois et mondiaux reconnus qui fournissent des conseils stratégiques sur l’environnement et le développement en Chine. http://ow.ly/aRKo30h7YS1","Saviez-vous que la ministre de l’Environnement et du Changement climatique du Canada, Catherine McKenna, est la vice-présidente directrice internationale du ? Ce groupe compte plus de eerts chinois et mondiaux reconnus qui fournissent des conseils stratégiques sur l’environnement et le développement en Chine. 1",['#ConseilChinois'],0,0,1,0,0,0,0,0,0,0,1,Environmental,fr,0.0,EnvironnementetChangementclimatique_facebook,"['environnement', 'changement climatique', 'ice', 'climat']",neutral
68,370233926766473_397144730742059,2017-12-21 16:01:47,https://www.facebook.com/EnvironnementetChangementclimatique/photos/a.377494369373762.1073741828.370233926766473/397144730742059/?type=3,"Aujourd’hui, les gouvernements du Canada et de l’Alberta ont convenu de renouveler leur engagement visant à fournir des renseignements clairs et scientifiquement rigoureux sur les effets environnementaux de l’exploitation des sables bitumineux dans le nord-est de l’Alberta.

L’entente reconnaît que les peuples autochtones sont des partenaires importants dans le travail de conservation et de protection de notre environnement et que les connaissances traditionnelles et scientifiques sont essentielles au processus décisionnel en matière d’environnement. http://ow.ly/SoFT30hnH3p Alberta Environment","Aujourd’hui, les gouvernements du Canada et de l’Alberta ont convenu de renouveler leur engagement visant à fournir des renseignements clairs et scientifiquement rigoureux sur les effets environnementaux de l’eloitation des sables bitumineux dans le nord-est de l’Alberta. L’entente reconnaît que les peuples autochtones sont des partenaires importants dans le travail de conservation et de protection de notre environnement et que les connaissances traditionnelles et scientifiques sont essentielles au processus décisionnel en matière d’environnement. Alberta Environment",[],0,0,1,0,0,0,0,0,0,0,1,Environmental,fr,0.0,EnvironnementetChangementclimatique_facebook,"['environnement', 'conservation', 'or', 'air']",neutral
69,370233926766473_397132520743280,2017-12-21 15:11:45,https://www.facebook.com/EnvironnementetChangementclimatique/videos/397132520743280/,Le Canada prend des mesures rigoureuses pour lutter contre les changements climatiques. La tarification de la pollution au carbone est le moyen le plus efficace de réduire la pollution et de favoriser l’innovation. Elle n’est qu’un des exemples de notre leadership en matière d’action climatique mondiale.,Le Canada prend des mesures rigoureuses pour lutter contre les changements climatiques. La tarification de la pollution au carbone est le moyen le plus efficace de réduire la pollution et de favoriser l’innovation. Elle n’est qu’un des exemples de notre leadership en matière d’action climatique mondiale.,[],0,0,1,0,0,0,0,0,0,0,1,Economical,fr,0.0,EnvironnementetChangementclimatique_facebook,"['mondiale', 'mondial', 'innovation']",neutral
70,370233926766473_397049027418296,2017-12-21 11:15:05,https://www.facebook.com/EnvironnementetChangementclimatique/photos/a.377494369373762.1073741828.370233926766473/397049027418296/?type=3,"Que ce soit les feux de forêt de la Colombie-Britannique ou les tempêtes de verglas du Canada atlantique, les météorologues d’Environnement et Changement climatique Canada ont sélectionné les dix événements météorologiques de l’ensemble du pays qui ont marqué l’année 2017. 

Les événements météorologiques extrêmes comme ceux-ci démontrent les effets des changements climatiques et nous rappellent l’importance d’agir maintenant dans notre pays ainsi qu’à l’étranger. http://ow.ly/m0zs30hn821 #Top10Météo","Que ce soit les feux de forêt de la Colombie-Britannique ou les tempêtes de verglas du Canada atlantique, les météorologues d’Environnement et Changement climatique Canada ont sélectionné les dix événements météorologiques de l’ensemble du pays qui ont marqué l’année . Les événements météorologiques extrêmes comme ceux-ci démontrent les effets des changements climatiques et nous rappellent l’importance d’agir maintenant dans notre pays ainsi qu’à l’étranger. 821 étéo",['#Top10M'],0,0,1,0,0,0,0,0,0,0,1,Environmental,fr,0.0,EnvironnementetChangementclimatique_facebook,"['environnement', 'changement climatique', 'climat', 'or']",neutral
71,370233926766473_391639264625939,2017-12-09 10:17:48,https://www.facebook.com/EnvironnementetChangementclimatique/photos/a.377494369373762.1073741828.370233926766473/391639264625939/?type=3,#CanadaenChine – #WoodlandBiofuels 🇨🇦 se spécialise en carburant propre et #renouvelable au moyen de la biomasse des déchets pour produire de l’éthanol à faible coût. ow.ly/eHlX30h2jmF #ActionClimatique,– 🇨🇦 se spécialise en carburant propre et au moyen de la biomasse des déchets pour produire de l’éthanol à faible coût.,"['#CanadaenChine', '#WoodlandBiofuels', '#renouvelable', '#ActionClimatique']",0,0,1,0,0,0,0,0,0,0,1,Environmental,fr,0.0,EnvironnementetChangementclimatique_facebook,"['propre', 'biomasse', 'biomass']",neutral
72,370233926766473_393959964393869,2017-12-14 16:08:17,https://www.facebook.com/CanadaG7/videos/1963703833902381/,,,[],1,0,0,0,1,0,0,0,0,0,1,unknown,tl,0.0,EnvironnementetChangementclimatique_facebook,,neutral
73,370233926766473_393461734443692,2017-12-13 12:00:55,https://www.facebook.com/EnvironnementetChangementclimatique/photos/a.377494369373762.1073741828.370233926766473/393461734443692/?type=3,"Vous êtes un enseignant ou un parent? Invitez vos enfants à jouer au Remue-méninges science climat!
Jetez un coup d’œil au certificat que vos enfants obtiendront après avoir répondu au questionnaire.
http://ow.ly/aur030hbpWW",Vous êtes un enseignant ou un parent? Invitez vos enfants à jouer au Remue-méninges science climat! Jetez un coup d’œil au certificat que vos enfants obtiendront après avoir répondu au questionnaire.,[],1,0,0,1,0,0,0,0,0,0,1,Environmental,fr,0.0,EnvironnementetChangementclimatique_facebook,"['climat', 'air']",neutral
74,370233926766473_393059494483916,2017-12-12 14:05:03,https://www.facebook.com/EnvironnementetChangementclimatique/photos/a.377494369373762.1073741828.370233926766473/393059494483916/?type=3,"#EnCeJour en 2015, le Canada, avec 194 autres pays, a franchi un jalon historique en adoptant l’Accord de Paris. Nous prenons des mesures pour limiter le réchauffement moyen des températures mondiales bien en deçà de 2 degrés Celsius. 
http://ow.ly/Bp0e30hbhAE","en , le Canada, avec autres pays, a franchi un jalon historique en adoptant l’Accord de Paris. Nous prenons des mesures pour limiter le réchauffement moyen des températures mondiales bien en deçà de degrés Celsius.",['#EnCeJour'],0,0,1,0,0,0,0,0,0,0,1,Economical,fr,0.0,EnvironnementetChangementclimatique_facebook,"['mondiale', 'mondial']",neutral
75,370233926766473_393041477819051,2017-12-12 13:05:05,https://www.facebook.com/EnvironnementetChangementclimatique/photos/a.377494369373762.1073741828.370233926766473/393041477819051/?type=3,"Ballard Power System, une entreprise canadienne, produira des moteurs à pile à combustible pour les tramways en France.
Il s’agira du premier circuit de tram-bus à hydrogène en France et les seules émissions produites sont de la vapeur d’eau!
Renseignez-vous : http://ow.ly/lEum30hbh99","Ballard Power System, une entreprise canadienne, produira des moteurs à pile à combustible pour les tramways en France. Il s’agira du premier circuit de tram-bus à hydrogène en France et les seules émissions produites sont de la vapeur d’eau! Renseignez-vous : 99",[],0,0,1,0,0,0,0,0,0,0,1,Environmental,fr,0.0,EnvironnementetChangementclimatique_facebook,['eau'],neutral
76,370233926766473_392981277825071,2017-12-12 10:10:10,https://www.facebook.com/EnvironnementetChangementclimatique/photos/a.377494369373762.1073741828.370233926766473/392981277825071/?type=3,L’entreprise canadienne Innergex produit de l’énergie propre en France. Elle compte 13 parcs éoliens plus deux autres en construction qui ensemble produiront assez d’énergie pour alimenter 160 000 maisons en Europe. Apprenez-en plus : http://ow.ly/pnfh30haXm7,L’entreprise canadienne Innergex produit de l’énergie propre en France. Elle compte parcs éoliens plus deux autres en construction qui ensemble produiront assez d’énergie pour alimenter maisons en Europe. Apprenez-en plus :,[],1,0,0,1,0,0,0,0,0,0,1,Environmental,fr,0.0,EnvironnementetChangementclimatique_facebook,"['propre', 'parc']",neutral
77,370233926766473_392693231187209,2017-12-11 17:07:12,https://www.facebook.com/EnvironnementetChangementclimatique/videos/392693231187209/,La ministre McKenna a conclu la mission commerciale du #CanadaEnChine sur les technologies propres et a participé aux réunions du #ConseilChinois.,La ministre McKenna a conclu la mission commerciale du sur les technologies propres et a participé aux réunions du .,"['#CanadaEnChine', '#ConseilChinois']",0,0,1,0,0,0,0,0,0,0,1,Economical,fr,0.0,EnvironnementetChangementclimatique_facebook,"['technologies', 'ministre', 'technologie']",neutral
78,370233926766473_397084057414793,2017-12-21 17:00:00,https://www.facebook.com/EnvironnementetChangementclimatique/videos/397084057414793/,"Vous n’avez pas été sage cette année? Le Père Noël n’offrira pas de bas de Noël rempli de charbon, grâce à l’Alliance : Énergiser au-delà du charbon entre le Canada et le Royaume-Uni. 

Le Canada et ses partenaires du monde entier ont uni leurs forces pour éliminer progressivement les centrales électriques traditionnelles alimentées au charbon, afin de créer un avenir écologique et durable pour tous.

Renseignez-vous sur cet accord historique : http://ow.ly/O6BT30hnsza","Vous n’avez pas été sage cette année? Le Père Noël n’offrira pas de bas de Noël rempli de charbon, grâce à l’Alliance : Énergiser au-delà du charbon entre le Canada et le Royaume-Uni. Le Canada et ses partenaires du monde entier ont uni leurs forces pour éliminer progressivement les centrales électriques traditionnelles alimentées au charbon, afin de créer un avenir écologique et durable pour tous. Renseignez-vous sur cet accord historique :",[],0,0,1,0,0,0,0,0,0,0,1,Environmental,fr,0.0,EnvironnementetChangementclimatique_facebook,"['durable', 'or', 'air']",neutral
79,370233926766473_397091750747357,2017-12-22 10:30:00,https://www.facebook.com/EnvironnementetChangementclimatique/videos/397091750747357/,"Pour les Fêtes, magasinez de façon judicieuse et durable!  

Invitez un ami futé qui magasine avec des sacs réutilisables, qui évite les produits suremballés trop emballés ou qui sait dénicher des objets réutilisables!","Pour les Fêtes, magasinez de façon judicieuse et durable! Invitez un ami futé qui magasine avec des sacs réutilisables, qui évite les produits suremballés trop emballés ou qui sait dénicher des objets réutilisables!",[],1,0,0,1,0,0,0,0,0,0,1,Environmental,fr,0.0,EnvironnementetChangementclimatique_facebook,"['durable', 'gas']",neutral
80,370233926766473_391819197941279,2017-12-09 18:20:45,https://www.facebook.com/EnvironnementetChangementclimatique/photos/a.377494369373762.1073741828.370233926766473/391819107941288/?type=3,"Nous travaillons ensemble pour protéger l’environnement, faire croître notre économie et garantir de l’air pur aux citoyens de la Chine et du Canada – la ministre McKenna a discuté de collaboration accrue avec le ministre Li Ganjie, à Beijing.","Nous travaillons ensemble pour protéger l’environnement, faire croître notre économie et garantir de l’air pur aux citoyens de la Chine et du Canada – la ministre McKenna a discuté de collaboration accrue avec le ministre Li Ganjie, à Beijing.",[],0,0,1,0,0,0,0,0,0,0,1,Environmental,fr,0.0,EnvironnementetChangementclimatique_facebook,"['environnement', 'or', 'air']",neutral
81,370233926766473_391828564607009,2017-12-09 19:09:17,https://www.facebook.com/EnvironnementetChangementclimatique/videos/391828564607009/,#CanadaEnChine – Mission commerciale de la ministre McKenna sur #TechnologiesPropres : l’entreprise 🇨🇦 Quadrogen transforme les eaux usées des stations de traitement et des décharges en énergie et en combustibles propres. http://ow.ly14en30h7El6 #ActionClimatique,– Mission commerciale de la ministre McKenna sur : l’entreprise 🇨🇦 Quadrogen transforme les eaux usées des stations de traitement et des décharges en énergie et en combustibles propres.,"['#CanadaEnChine', '#TechnologiesPropres', '#ActionClimatique']",0,0,1,0,0,0,0,0,0,0,1,Environmental,fr,0.0,EnvironnementetChangementclimatique_facebook,"['propre', 'eau', 'or', 'mer']",neutral
82,370233926766473_391652864624579,2017-12-09 10:45:06,https://www.facebook.com/EnvironnementetChangementclimatique/photos/a.377494369373762.1073741828.370233926766473/391652864624579/?type=3,"#CanadaenChine – Hydrogenics 🇨🇦 ce spécialise dans le développement d'infrastructures pour les piles à hydrogène pour les véhicules, tels que les autobus avec zéro émission. ow.ly/VKoU30h2j53 #ActionClimatique","– Hydrogenics 🇨🇦 ce spécialise dans le développement d'infrastructures pour les piles à hydrogène pour les véhicules, tels que les autobus avec zéro émission.","['#CanadaenChine', '#ActionClimatique']",0,0,1,0,0,0,0,0,0,0,1,Economical,fr,0.0,EnvironnementetChangementclimatique_facebook,['infrastructure'],neutral
83,370233926766473_381538455636020,2017-11-16 11:55:18,https://www.facebook.com/EnvironnementetChangementclimatique/photos/a.377494369373762.1073741828.370233926766473/381538415636024/?type=3,"Ce soir à 17 h (HNE)/23 h (HEC), regardez EN DIRECT l’Ambassadeur du Canada auprès de l’Allemagne et envoyé spécial auprès de l’Union européenne et de l’Europe, Stéphane Dion, prononcer la déclaration nationale du Canada à la COP23, qui réitère nos engagements dans la lutte contre les changements climatiques et l’action climatique mondiale.","Ce soir à h (HNE)/23 h (HEC), regardez EN DIRECT l’Ambassadeur du Canada auprès de l’Allemagne et envoyé spécial auprès de l’Union européenne et de l’Europe, Stéphane Dion, prononcer la déclaration nationale du Canada à la COP23, qui réitère nos engagements dans la lutte contre les changements climatiques et l’action climatique mondiale.",[],0,0,0,0,0,0,0,0,0,0,0,Social,fr,0.0,EnvironnementetChangementclimatique_facebook,"['engagement', 'changement', 'change']",neutral
84,370233926766473_379052039217995,2017-11-10 15:17:27,https://www.facebook.com/EnvironnementetChangementclimatique/videos/379052039217995/,,,[],0,0,0,0,0,0,0,0,0,0,0,unknown,tl,0.0,EnvironnementetChangementclimatique_facebook,,neutral
85,370233926766473_397114780745054,2017-12-23 14:00:00,https://www.facebook.com/EnvironnementetChangementclimatique/videos/397114780745054/,"En cette saison des Fêtes, partez à la recherche de cadeaux rétro uniques pour vos proches! 

Réduisez votre empreinte carbonique en achetant des jouets, des livres, des skis et des vêtements usagés pour recycler de vieux objets et leur redonner vie.","En cette saison des Fêtes, partez à la recherche de cadeaux rétro uniques pour vos proches! Réduisez votre empreinte carbonique en achetant des jouets, des livres, des skis et des vêtements usagés pour recycler de vieux objets et leur redonner vie.",[],0,0,0,0,0,0,0,0,0,0,0,Environmental,fr,0.0,EnvironnementetChangementclimatique_facebook,"['recycle', 'carbon', 'eau', 'recycler']",neutral
86,370233926766473_381432845646581,2017-11-16 06:46:32,,"En raison de difficultés techniques, il nous est impossible de diffuser en direct l'événement Énergiser au-delà du charbon.","En raison de difficultés techniques, il nous est impossible de diffuser en direct l'événement Énergiser au-delà du charbon.",[],0,0,0,0,0,0,0,0,0,0,0,unknown,fr,0.0,EnvironnementetChangementclimatique_facebook,,neutral
87,370233926766473_381440402312492,2017-11-16 07:14:12,https://www.facebook.com/EnvironnementetChangementclimatique/photos/a.377494369373762.1073741828.370233926766473/381440402312492/?type=3,Le Canada s'engage dans l’Alliance : #ÉnergiserAuDelàDuCharbon pour éliminer progressivement l'électricité à partir du charbon traditionel ce qui assurera une planète saine aux générations futures. Découvrez ce que le Canada fait au pays et à l'étranger: http://ow.ly/oQWu30gCkCX,Le Canada s'engage dans l’Alliance : ÉnergiserAuDelàDuCharbon pour éliminer progressivement l'électricité à partir du charbon traditionel ce qui assurera une planète saine aux générations futures. Découvrez ce que le Canada fait au pays et à l'étranger:,['#'],0,0,0,0,0,0,0,0,0,0,0,Social,fr,0.0,EnvironnementetChangementclimatique_facebook,"['future', 'futur']",neutral
88,370233926766473_381452778977921,2017-11-16 08:00:14,https://www.facebook.com/EnvironnementetChangementclimatique/photos/a.377494369373762.1073741828.370233926766473/381452678977931/?type=3,"Aujourd’hui : le Canada, le Royaume-Uni et plus de 20 gouvernements se sont unis pour accélérer une croissance économique propre grâce à l’élimination progressive de l’électricité à partir du charbon traditionnel. L’Alliance : Énergiser au-delà du charbon créera une planète saine et durable pour les générations futures! http://ow.ly/JyLy30gCnVR","Aujourd’hui : le Canada, le Royaume-Uni et plus de gouvernements se sont unis pour accélérer une croissance économique propre grâce à l’élimination progressive de l’électricité à partir du charbon traditionnel. L’Alliance : Énergiser au-delà du charbon créera une planète saine et durable pour les générations futures!",[],0,0,0,0,0,0,0,0,0,0,0,Social,fr,0.0,EnvironnementetChangementclimatique_facebook,"['future', 'futur']",neutral
89,370233926766473_379616422494890,2017-11-11 22:00:00,https://www.facebook.com/EnvironnementetChangementclimatique/photos/a.377494369373762.1073741828.370233926766473/379616285828237/?type=3,"C’est la Journée du transport à la COP23. Ici même au Canada, le gouvernement s’est engagé à investir dans des projets de transport actif, ce qui permettra à nos collectivités de demeurer saines et propres. http://ow.ly/9hPC30gw8Sg","C’est la Journée du transport à la COP23. Ici même au Canada, le gouvernement s’est engagé à investir dans des projets de transport actif, ce qui permettra à nos collectivités de demeurer saines et propres.",[],0,0,0,0,0,0,0,0,0,0,0,Economical,fr,0.0,EnvironnementetChangementclimatique_facebook,"['invest', 'investir', 'transport']",neutral
90,370233926766473_381177322338800,2017-11-15 15:43:39,https://www.facebook.com/EnvironnementetChangementclimatique/videos/381177322338800/,"Regardez les faits saillants du jour à la COP23 présentés par la ministre de l’Environnement et du Changement climatique, Catherine McKenna : les impacts des changements climatiques sur les sexes et les peuples autochtones.","Regardez les faits saillants du jour à la COP23 présentés par la ministre de l’Environnement et du Changement climatique, Catherine McKenna : les impacts des changements climatiques sur les sexes et les peuples autochtones.",[],0,0,0,0,0,0,0,0,0,0,0,Environmental,fr,0.0,EnvironnementetChangementclimatique_facebook,"['environnement', 'cop23', 'changement climatique', 'climat']",neutral
91,370233926766473_398468697276329,2017-12-24 15:25:04,https://www.facebook.com/EnvironnementetChangementclimatique/photos/a.377494369373762.1073741828.370233926766473/398468697276329/?type=3,Vous cherchez des activités pour occuper vos enfants durant les Fêtes? Invitez-les à jouer et à explorer le site Web #ClimatJeunes http://ow.ly/2j9Y30hnMor,Vous cherchez des activités pour occuper vos enfants durant les Fêtes? Invitez-les à jouer et à elorer le site Web,['#ClimatJeunes'],0,0,0,0,0,0,0,0,0,0,0,Social,fr,0.0,EnvironnementetChangementclimatique_facebook,['enfants'],neutral
92,370233926766473_378543595935506,2017-11-09 10:35:41,https://www.facebook.com/EnvironnementetChangementclimatique/photos/a.377494369373762.1073741828.370233926766473/378543542602178/?type=3,"Enerkem, une entreprise canadienne de développement durable qui produit des combustibles propres et des produits chimiques verts à partir de déchets, participera à la CdP23.

Utilisant une technologie propre, l’entreprise transforme les déchets en combustibles propres à la toute première installation commerciale au monde de transformation de déchets en biocarburants, à Edmonton, en Alberta. Enerkem élabore également d’autres projets prometteurs de bioraffinerie ici au Canada, ainsi qu’aux États-Unis et en Europe.","Enerkem, une entreprise canadienne de développement durable qui produit des combustibles propres et des produits chimiques verts à partir de déchets, participera à la CdP23. Utilisant une technologie propre, l’entreprise transforme les déchets en combustibles propres à la toute première installation commerciale au monde de transformation de déchets en biocarburants, à Edmonton, en Alberta. Enerkem élabore également d’autres projets prometteurs de bioraffinerie ici au Canada, ainsi qu’aux États-Unis et en Europe.",[],0,0,0,0,0,0,0,0,0,0,0,Environmental,fr,0.0,EnvironnementetChangementclimatique_facebook,"['vert', 'durable', 'biocarburants', 'mer', 'propre', 'technologie', 'or']",neutral
93,370233926766473_378160889307110,2017-11-08 11:33:08,https://www.facebook.com/EnvironnementetChangementclimatique/videos/378160889307110/,"Le ministre Carr fait une annonce au sujet de la réunion ministérielle sur l'énergie propre et de la 4e réunion ministérielle de Mission Innovation de 2019
http://ow.ly/6zWX30grxZv",Le ministre Carr fait une annonce au sujet de la réunion ministérielle sur l'énergie propre et de la e réunion ministérielle de Mission Innovation de,[],0,0,0,0,0,0,0,0,0,0,0,Economical,fr,0.0,EnvironnementetChangementclimatique_facebook,"['ministre', 'innovation']",neutral
94,370233926766473_377885139334685,2017-11-07 17:04:29,https://www.facebook.com/EnvironnementetChangementclimatique/photos/a.377494369373762.1073741828.370233926766473/377885036001362/?type=3,"Les pratiques durables font partie des priorités à la COP23, notamment pour les organisateurs de cette réunion internationale. 

Que ce soit pour les emballages de nourriture ou les matériaux utilisés pour construire les locaux temporaires, lisez ce que fait la COP23 pour réduire les déchets : http://ow.ly/r1s130gqsHL","Les pratiques durables font partie des priorités à la COP23, notamment pour les organisateurs de cette réunion internationale. Que ce soit pour les emballages de nourriture ou les matériaux utilisés pour construire les locaux temporaires, lisez ce que fait la COP23 pour réduire les déchets :",[],0,0,0,0,0,0,0,0,0,0,0,Environmental,fr,0.0,EnvironnementetChangementclimatique_facebook,"['cop23', 'or', 'durable', 'air']",neutral
95,370233926766473_381581972298335,2017-11-16 14:16:19,https://www.facebook.com/EnvironnementetressourcesnaturellesauCanada/posts/10159616420660029,,,[],0,0,0,0,0,0,0,0,0,0,0,unknown,tl,0.0,EnvironnementetChangementclimatique_facebook,,neutral
96,370233926766473_397103864079479,2017-12-22 14:00:00,https://www.facebook.com/EnvironnementetChangementclimatique/videos/397103864079479/,"Amusez-vous et faites des économies en emballant vos cadeaux avec des matières réutilisables comme des bandes dessinées, de veilles cartes ou des revues. Vous pouvez également découper de vielles cartes de Noël pour faire des étiquettes de cadeaux ou des décorations à suspendre.","Amusez-vous et faites des économies en emballant vos cadeaux avec des matières réutilisables comme des bandes dessinées, de veilles cartes ou des revues. Vous pouvez également découper de vielles cartes de Noël pour faire des étiquettes de cadeaux ou des décorations à suspendre.",[],0,0,0,0,0,0,0,0,0,0,0,Environmental,fr,0.0,EnvironnementetChangementclimatique_facebook,"['eau', 'or', 'air']",neutral
97,370233926766473_381258608997338,2017-11-15 21:40:10,https://www.facebook.com/EnvironnementetChangementclimatique/photos/a.377494369373762.1073741828.370233926766473/381258502330682/?type=3,"Regardez en direct la rencontre de la nouvelle Alliance : Energiser au-dela du charbon qui s’engage à éliminer progressivement l’electricite du charbon traditionnel le 16 novembre à 5 h 45 (HNE).
Cette alliance s’engage à assurer la transition vers une économie à faibles émissions de carbone et une croissance économique propre. http://ow.ly/4yEb30gBVcC",Regardez en direct la rencontre de la nouvelle Alliance : Energiser au-dela du charbon qui s’engage à éliminer progressivement l’electricite du charbon traditionnel le novembre à h (HNE). Cette alliance s’engage à assurer la transition vers une économie à faibles émissions de carbone et une croissance économique propre. cC,[],0,0,0,0,0,0,0,0,0,0,0,Environmental,fr,0.0,EnvironnementetChangementclimatique_facebook,"['carbon', 'propre']",neutral
98,370233926766473_379415352514997,2017-11-11 10:20:00,https://www.facebook.com/EnvironnementetChangementclimatique/photos/a.377494369373762.1073741828.370233926766473/379415165848349/?type=3,"Pour lutter efficacement contre les changements climatiques, les gouvernements et la communauté financière doivent soutenir massivement l’action climatique à une vitesse sans précédent.","Pour lutter efficacement contre les changements climatiques, les gouvernements et la communauté financière doivent soutenir massivement l’action climatique à une vitesse sans précédent.",[],0,0,0,0,0,0,0,0,0,0,0,Social,fr,0.0,EnvironnementetChangementclimatique_facebook,"['changement', 'change']",neutral
99,370233926766473_379979412458591,2017-11-12 16:38:08,https://www.facebook.com/EnvironnementetChangementclimatique/photos/a.377494369373762.1073741828.370233926766473/379979359125263/?type=3,"C’est aujourd’hui la Journée des forêts à la COP 23. Saviez-vous que les forêts absorbent et stockent du carbone? Ces « puits de carbone » éliminent du carbone de l’atmosphère. 

Le Cadre pancanadien prévoit que le gouvernement du Canada soutiendra les efforts visant à accroître la capacité de stockage du carbone de nos forêts, milieux humides et sols agricoles. http://ow.ly/de0I30gwH0W","C’est aujourd’hui la Journée des forêts à la COP . Saviez-vous que les forêts absorbent et stockent du carbone? Ces « puits de carbone » éliminent du carbone de l’atmosphère. Le Cadre pancanadien prévoit que le gouvernement du Canada soutiendra les efforts visant à accroître la capacité de stockage du carbone de nos forêts, milieux humides et sols agricoles.",[],0,0,0,0,0,0,0,0,0,0,0,Environmental,fr,0.0,EnvironnementetChangementclimatique_facebook,"['carbon', 'or', 'milieux humides']",neutral
100,370233926766473_381147469008452,2017-11-15 13:39:33,https://www.facebook.com/EnvironnementetChangementclimatique/photos/a.377494369373762.1073741828.370233926766473/381147422341790/?type=3,"Le gouvernement du Canada continue de respecter son engagement de verser 2,65 G$ pour aider les pays en voie de développement à lutter contre les changements climatiques. Le gouvernement offre 1,6 million de dollars pour aider le Chili, la Colombie, le Mexique et le Pérou, qui forment l’Alliance du Pacifique, à renforcer leurs mesures des gaz à effet de serre, leurs rapports et leurs vérifications dans ce domaine. Grâce à un suivi renforcé de la réduction des émissions, ils amélioreront l’accès à l’investissement dans la croissance propre. L’environnement et l’économie vont vraiment de pair.

Pour en savoir davantage : http://ow.ly/nZlj30gBnAL","Le gouvernement du Canada continue de respecter son engagement de verser ,65 G$ pour aider les pays en voie de développement à lutter contre les changements climatiques. Le gouvernement offre ,6 million de dollars pour aider le Chili, la Colombie, le Mexique et le Pérou, qui forment l’Alliance du Pacifique, à renforcer leurs mesures des gaz à effet de serre, leurs rapports et leurs vérifications dans ce domaine. Grâce à un suivi renforcé de la réduction des émissions, ils amélioreront l’accès à l’investissement dans la croissance propre. L’environnement et l’économie vont vraiment de pair. Pour en savoir davantage :",[],0,0,0,0,0,0,0,0,0,0,0,Environmental,fr,0.0,EnvironnementetChangementclimatique_facebook,"['environnement', 'gaz', 'climat', 'air', 'propre', 'or']",neutral
