Unnamed: 0,id,date_published,link,caption_original,caption_cleaned,hashtags,num_shares,num_likes,Reactions_SUM,category,language,average_sentiment_score,sentiment,account_name,lemmatized_text,matched_keywords,category
10,740568919614849024,2016-06-08 15:39:24,['https://t.co/TsQBZAsZ\xe2\x80\xa6'],RT @MPO_DFO: Min LeBlanc annonce la nouvelle Alliance de recherche océanique au Canada (AROC)  #JournéeMondialeOcéans https://t.co/TsQBZAsZ…,RT Min LeBlanc annonce la nouvelle Alliance de recherche anique au Canada AROC ans https co,['#Journ'],25,0,25,unknown,fr,0.0,Neutral,MPO_Centre_tweeter,"['journ', 'min', 'leblanc', 'annonce', 'nouvelle', 'alliance', 'recherche', 'anique', 'canada', 'aroc', 'https']",[],unknown
11,712387672984174592,2016-03-22 21:17:11,['https://t.co/HAeJVLaLUf'],RT @FinancesCanada: Le #Budget2016 réinvestit massivement dans l'infrastructure d'un océan à l'autre. https://t.co/HAeJVLaLUf,RT FinancesCanada Le Budget2016 investit massivement dans infrastructure un autre https co HAeJVLaLUf,['#Budget2016'],24,0,24,Economical,fr,0.0,Neutral,MPO_Centre_tweeter,"['budget2016', 'ficescanada', 'budget2016', 'investit', 'massivement', 'infrastructure', 'autre', 'https', 'haejvlaluf']",['infrastructure'],Economical
12,876150644163448832,2017-06-17 18:52:46,[],"RT @environmentca: Looking for something to do today? Visit the Canada Centre for Inland Waters Open House in Burlington, #ON! #ServCDNs #N…",RT environmentca Looking something today Visit Canada Centre Inland Waters Open House Burlington ServCDNs,"['#ON', '#ServCDNs', '#N']",22,0,22,unknown,en,0.0,Neutral,MPO_Centre_tweeter,"['servcdns', 'environmentca', 'looking', 'something', 'today', 'visit', 'canada', 'centre', 'inland', 'waters', 'open', 'house', 'burlington', 'servcdns']",[],unknown
13,781936911581601793,2016-09-30 19:21:02,['https://t.co/zarHYNqEKy'],RT @IJCsharedwaters: It only happens once every 3 yrs #GreatLakesForum Register to comment on state of the lakes https://t.co/zarHYNqEKy ht…,RT IJCsharedwaters happens every yrs GreatLakesForum Register comment state lakes https co zarHYNqEKy,['#GreatLakesForum'],20,0,20,unknown,en,0.0,Neutral,MPO_Centre_tweeter,"['greatlakesforum', 'ijcsharedwaters', 'happens', 'every', 'yrs', 'greatlakesforum', 'register', 'comment', 'state', 'lakes', 'https', 'zarhynqeky']",[],unknown
14,842452638893539329,2017-03-16 19:08:55,['https://t.co/9TZ2\xe2\x80\xa6'],"RT @MPO_Science: Chaque année, nos scientifiques réalisent des projets de recherche sur &amp; sous l’eau. Apprenez-en plus :  https://t.co/9TZ2…",RT Chaque nos scientifiques alisent des projets de recherche sur amp sous eau Apprenez en plus https co,[],18,0,18,Environmental,fr,0.0,Neutral,MPO_Centre_tweeter,"['chaque', 'scientifique', 'alisent', 'projet', 'recherche', 'amp', 'sou', 'eau', 'apprenez', 'plus', 'https']",['eau'],Environmental
15,840230933055836162,2017-03-10 16:00:39,['https://t\xe2\x80\xa6'],"RT @GCC_CCG: Ceci pourrait être votre lieu de travail! Ne manquez pas le bateau, regardez les possibilités d’emplois à la GCC ici https://t…",RT Ceci pourrait votre lieu de travail Ne manquez pas le bateau regardez les emplois la GCC ici https,[],17,0,17,Economical,fr,0.0,Neutral,MPO_Centre_tweeter,"['ceci', 'pourrait', 'lieu', 'travail', 'manquez', 'bateau', 'regardez', 'les', 'emploi', 'gcc', 'ici', 'https']",['emploi'],Economical
16,796380584536866820,2016-11-09 15:55:02,[],"RT @VeteransFR_CA: Pour défendre la liberté &amp; la démocratie, des Cdns ont servi dans les airs, sur terre et en mer #Nelesoubliezpas https:/…",RT Pour fendre la amp la mocratie des Cdns ont servi dans les airs sur terre et en mer Nelesoubliezpas https,['#Nelesoubliezpas'],17,0,17,Environmental,fr,0.0,Neutral,MPO_Centre_tweeter,"['nelesoubliezpas', 'fendre', 'amp', 'mocratie', 'cdns', 'servi', 'les', 'air', 'terre', 'mer', 'nelesoubliezpas', 'https']","['air', 'terre', 'mer']",Environmental
17,925046744576090113,2017-10-30 17:08:25,['https://t.co/\xe2\x80\xa6'],RT @MPO_DFO: Le Canada a atteint son objectif de #ConservationMarine visant à protéger 5% de ses #océans avant la fin 2017 🇨🇦 https://t.co/…,RT Le Canada atteint son objectif de ConservationMarine visant ger de ses ans avant la fin 2017 https co,"['#ConservationMarine', '#oc']",16,0,16,unknown,fr,0.0,Neutral,MPO_Centre_tweeter,"['conservationmarine', 'canada', 'atteint', 'objectif', 'conservationmarine', 'visant', 'ger', 'avant', 'fin', '2017', 'https']",[],unknown
18,795765251849523202,2016-11-07 23:09:55,['https://t.co/mRyaFE1fnN'],"RT @PMcanadien: Le PM Trudeau et le min. Garneau annoncent un Plan national de protection des océans de 1,5G$: https://t.co/mRyaFE1fnN http…",RT PMcanadien Le PM Trudeau et le min Garneau annoncent un Plan national de protection des ans de 5G https co mRyaFE1fnN,[],16,0,16,unknown,fr,0.0,Neutral,MPO_Centre_tweeter,"['pmcanadien', 'trudeau', 'min', 'garneau', 'annoncent', 'plan', 'national', 'protection', 'https', 'mryafe1fnn']",[],unknown
19,833001834201673729,2017-02-18 17:14:48,['https://t.co/zPtIVBq\xe2\x80\xa6'],RT @MPO_DFO: Joyeuse Journée mondiale des #baleines! Voici l’occasion de tout connaître sur ces créatures stupéfiantes https://t.co/zPtIVBq…,RT Joyeuse mondiale des baleines Voici occasion de tout tre sur ces atures fiantes https co,['#baleines'],15,0,15,Economical,fr,0.0,Neutral,MPO_Centre_tweeter,"['baleine', 'joyeuse', 'mondiale', 'baleine', 'voici', 'occasion', 'tout', 'tre', 'atures', 'fiantes', 'https']",['mondiale'],Economical
20,737346628168896514,2016-05-30 18:15:10,[],"RT @Transports_gc: Sur l’eau ou sur la route, les conséquences de l’#alcool au volant sont les mêmes! @MADDCanada #SécuritéNautique https:/…",RT Sur eau ou sur la route les quences de alcool au volant sont les MADDCanada Nautique https,"['#alcool', '#S']",15,0,15,Environmental,fr,0.0,Neutral,MPO_Centre_tweeter,"['alcool', 'eau', 'route', 'les', 'quences', 'alcool', 'volant', 'les', 'maddcanada', 'nautique', 'https']",['eau'],Environmental
21,712397233942085633,2016-03-22 21:55:10,['https://t.co/HoPMqNnkJ'],RT @FinancesCanada: Investir pour faire bénéficier les Autochtones de la prospérité du Canada. #Budget2016 https://t.co/HoPMqNnkJ1,RT FinancesCanada Investir pour faire ficier les Autochtones de la du Canada Budget2016 https co HoPMqNnkJ1,['#Budget2016'],15,0,15,Social,fr,0.0,Neutral,MPO_Centre_tweeter,"['budget2016', 'ficescanada', 'investir', 'faire', 'ficier', 'les', 'autochtone', 'canada', 'budget2016', 'https', 'hopmqnnkj1']",['autochtone'],Social
22,886987373791256576,2017-07-17 16:34:03,['https://t.\xe2\x80\xa6'],RT @Transports_gc: Semaine nationale de #PréventionDeLaNoyade! Suivez-nous pour des conseils sur la sécurité nautique cet #été : https://t.…,RT Semaine nationale de ventionDeLaNoyade Suivez nous pour des conseils sur la nautique cet https,"['#Pr', '#']",15,0,15,unknown,fr,0.0,Neutral,MPO_Centre_tweeter,"['semaine', 'nationale', 'ventiondelanoyade', 'suivez', 'conseil', 'nautique', 'cet', 'https']",[],unknown
23,700468286107078656,2016-02-18 23:53:48,['https://t.co/3HoQxdwEXl'],RT @MPO_GCC_Quebec: 40 postes d'Agent(e) des #pêches vous attendent! Postulez ici https://t.co/3HoQxdwEXl avant le 4 mars! #emplois https:/…,RT 40 postes Agent des vous attendent Postulez ici https co 3HoQxdwEXl avant le mars emplois https,"['#p', '#emplois']",14,0,14,Economical,fr,0.0,Neutral,MPO_Centre_tweeter,"['emploi', 'poste', 'agent', 'attendent', 'postulez', 'ici', 'https', '3hoqxdwexl', 'avant', 'mars', 'emploi', 'https']","['emploi', 'emploi']",Economical
24,789873189153275904,2016-10-22 16:56:58,['https://t.co/kzCsH59EnF'],Le NGCC Île Saint-Ours (Sorel-Tracy) fait du balisage sur la rivière des Outaouais #Aidesàlanavigation #GCCFière https://t.co/kzCsH59EnF,Le NGCC le Saint Sorel Tracy fait du balisage sur la des Outaouais lanavigation https co kzCsH59EnF,"['#Aides', '#GCCFi']",7,7,14,unknown,fr,0.0,Neutral,MPO_Centre_tweeter,"['aide', 'gccfi', 'ngcc', 'saint', 'sorel', 'tracy', 'fait', 'balisage', 'outaouais', 'lanavigation', 'https', 'kzcsh59enf']",[],unknown
25,725767576215797761,2016-04-28 19:24:08,['https://t.co/IjDd5eKq'],"RT @MPO_DFO: Le Canada et l'Union européenne https://t.co/IjDd5eKqu8 ensemble pour lutter contre la pêche illicite, non déclarée et non rég…",RT Le Canada et Union enne https co IjDd5eKqu8 ensemble pour lutter contre la illicite non et non,[],14,0,14,unknown,fr,0.0,Neutral,MPO_Centre_tweeter,"['canada', 'union', 'enne', 'https', 'ijdd5ekqu8', 'ensemble', 'lutter', 'contre', 'illicite', 'non', 'non']",[],unknown
26,712386411241021441,2016-03-22 21:12:10,[],RT @FinancesCanada: Il y a d'excellentes raisons d'envisager l'avenir du Canada avec confiance. #Budget2016,RT FinancesCanada Il excellentes raisons envisager avenir du Canada avec confiance Budget2016,['#Budget2016'],13,0,13,Social,fr,0.0,Neutral,MPO_Centre_tweeter,"['budget2016', 'ficescanada', 'excellentes', 'raison', 'envisager', 'avenir', 'canada', 'confiance', 'budget2016']",['avenir'],Social
27,782938458302087168,2016-10-03 13:40:49,['https://t.co/O4TVle3zO'],RT @Femmes_Canada: Des femmes de tous les horizons ont façonné notre histoire — lisez et partagez https://t.co/O4TVle3zOC #GrâceàElle https…,RT Des femmes de tous les horizons ont notre histoire lisez et partagez https co O4TVle3zOC Elle,['#Gr'],13,0,13,Social,fr,0.0,Neutral,MPO_Centre_tweeter,"['femme', 'tous', 'les', 'horizon', 'histoire', 'lisez', 'partagez', 'https', 'o4tvle3zoc']",['femme'],Social
28,744964695443005440,2016-06-20 18:46:38,[],RT @salledepresseGC: Le gouvernement lance un examen des processus environnementaux/réglementaires pour rétablir la confiance du public htt…,RT salledepresseGC Le gouvernement lance un examen des processus environnementaux glementaires pour tablir la confiance du public,[],13,0,13,unknown,fr,0.0,Neutral,MPO_Centre_tweeter,"['salledepressegc', 'gouvernement', 'lance', 'examen', 'processus', 'environnementaux', 'glementaires', 'tablir', 'confiance', 'public']",[],unknown
29,733746902148251648,2016-05-20 19:51:08,"['https://t.co/hUWKlkVJF5', 'https://t.co/SQMgrBXhtV']",RT @MPO_DFO: Les emplois sont affichés! Répandez la nouvelle! https://t.co/hUWKlkVJF5 #PlusScience https://t.co/SQMgrBXhtV,RT Les emplois sont pandez la nouvelle https co hUWKlkVJF5 PlusScience https co SQMgrBXhtV,['#PlusScience'],13,0,13,Economical,fr,0.0,Neutral,MPO_Centre_tweeter,"['plusscience', 'les', 'emploi', 'pandez', 'nouvelle', 'https', 'huwklkvjf5', 'plusscience', 'https', 'sqmgrbxhtv']",['emploi'],Economical
30,884524189956308992,2017-07-10 21:26:15,"['https://t.co/OJT3P4n0mm', 'https://t.co/KmWYAwJUVT']",RT @MPO_DFO: Nous sommes maintenant sur Facebook! Plongez dans notre contenu 🌊🐳 https://t.co/OJT3P4n0mm https://t.co/KmWYAwJUVT,RT Nous sommes maintenant sur Facebook Plongez dans notre contenu https co OJT3P4n0mm https co KmWYAwJUVT,[],12,0,12,unknown,fr,0.0,Neutral,MPO_Centre_tweeter,"['maintet', 'facebook', 'plongez', 'contenu', 'https', 'ojt3p4n0mm', 'https', 'kmwyawjuvt']",[],unknown
31,905908835726086145,2017-09-07 21:41:12,['https://t.co/\xe2\x80\xa6'],RT @MPO_DFO: À ne pas manquer! Venez nous voir sur FB direct du @museedelanature avec @canada_c3 ce soir 18h #ParlonsBaleines https://t.co/…,RT ne pas manquer Venez nous voir sur FB direct du museedelanature avec ce soir 18h ParlonsBaleines https co,['#ParlonsBaleines'],12,0,12,unknown,fr,0.1,Neutral,MPO_Centre_tweeter,"['parlonsbaleines', 'manquer', 'venez', 'voir', 'direct', 'museedelanature', 'soir', '18h', 'parlonsbaleines', 'https']",[],unknown
32,933497185450250240,2017-11-23 00:47:27,[],"RT @JRCCTrentCCCOS: Un Griffon CH-146 et
Hercules CC-130 de l’@ARC_RCAF du 424e Escadron ont évacués un patient d’un
navire du lac Ontario,…",RT JRCCTrentCCCOS Un Griffon CH 146 et Hercules CC 130 de du 424e Escadron ont un patient un navire du lac Ontario,[],12,0,12,unknown,fr,0.0,Neutral,MPO_Centre_tweeter,"['jrcctrentcccos', 'griffon', '146', 'hercule', '130', '424e', 'escadron', 'patient', 'navire', 'lac', 'ontario']",[],unknown
33,804447702377463808,2016-12-01 22:10:52,[],RT @MPO_Science: #LSV Décembre est le Mois de la science dans l'Arctique. Célébrons ensemble la recherche dans le Nord du Canada avec le #S…,RT LSV cembre est le Mois de la science dans Arctique brons ensemble la recherche dans le Nord du Canada avec le,"['#LSV', '#S']",12,0,12,Social,fr,0.0,Neutral,MPO_Centre_tweeter,"['lsv', 'lsv', 'cembre', 'mois', 'science', 'arctique', 'brons', 'ensemble', 'recherche', 'nord', 'canada']",['nord'],Social
34,758019031895080960,2016-07-26 19:19:55,['https://t.co/KsFNHSk\xe2\x80\xa6'],RT @salledepresseGC: Le #GC finance les chercheurs CAN étudiant les effets des contaminants dans la mer et l'eau douce https://t.co/KsFNHSk…,RT salledepresseGC Le GC finance les chercheurs tudiant les effets des contaminants dans la mer et eau douce https co,['#GC'],12,0,12,Environmental,fr,0.0,Neutral,MPO_Centre_tweeter,"['salledepressegc', 'fice', 'les', 'chercheur', 'tudiant', 'les', 'effet', 'contamits', 'mer', 'eau', 'douce', 'https']","['mer', 'eau']",Environmental
35,725034826395451392,2016-04-26 18:52:27,['https://t.c\xe2\x80\xa6'],RT @MPO_DFO: SVQ l’exportation du #homard constitue la plus importante @AuCanada avec plus de 2 G$ en 2015! #SEG16 #FruitsDeMer https://t.c…,RT SVQ exportation du homard constitue la plus importante AuCanada avec plus de en 2015 SEG16 FruitsDeMer https,"['#homard', '#SEG16', '#FruitsDeMer']",12,0,12,unknown,fr,0.0,Neutral,MPO_Centre_tweeter,"['homard', 'seg16', 'fruitsdemer', 'svq', 'exportation', 'homard', 'constitue', 'plus', 'importante', 'aucanada', 'plus', '2015', 'seg16', 'fruitsdemer', 'https']",[],unknown
36,836948565092085761,2017-03-01 14:37:42,['https://t.co/CbThx\xe2\x80\xa6'],RT @MPO_DFO: La conservation marine et l’application de la loi vous intéressent? Postulez pour devenir agent des pêches! https://t.co/CbThx…,RT La conservation marine et application de la loi vous ressent Postulez pour devenir agent des https co,[],12,0,12,Environmental,fr,0.0,Neutral,MPO_Centre_tweeter,"['conservation', 'marine', 'application', 'loi', 'ressent', 'postulez', 'devenir', 'agent', 'https']","['conservation', 'marine']",Environmental
37,832008676504379396,2017-02-15 23:28:21,[],"RT @ParcsCanada: Ce fut toute une course, mais nous y voici : Joyeux #JourDuDrapeau Canada! Célébrons les 52 ans du #DrapeauCanadien  au @P…",RT ParcsCanada Ce fut toute une course mais nous voici Joyeux JourDuDrapeau Canada brons les 52 ans du DrapeauCanadien au,"['#JourDuDrapeau', '#DrapeauCanadien']",12,0,12,unknown,fr,0.0,Neutral,MPO_Centre_tweeter,"['jourdudrapeau', 'drapeaucanadien', 'parcscanada', 'toute', 'course', 'voici', 'joyeux', 'jourdudrapeau', 'canada', 'brons', 'les', 'drapeaucanadien']",[],unknown
38,862662909192744964,2017-05-11 13:37:19,['https://\xe2\x80\xa6'],"RT @AuCanada: Pour #MotherOceanDay, nous célébrons la vie marine du Canada de l'Atlantique, au Pacifique, à l'Arctique! #Canada150 https://…",RT AuCanada Pour MotherOceanDay nous brons la vie marine du Canada de Atlantique au Pacifique Arctique Canada150 https,"['#MotherOceanDay', '#Canada150']",11,0,11,Environmental,fr,0.0,Neutral,MPO_Centre_tweeter,"['motheroceanday', 'canada150', 'aucanada', 'motheroceanday', 'brons', 'vie', 'marine', 'canada', 'atlantique', 'pacifique', 'arctique', 'canada150', 'https']",['marine'],Environmental
39,824627639533047809,2017-01-26 14:38:44,['https://t.co/PU8HTpMnXh'],RT @GCC_CCG: #EnCeJour la #GCC a été créée en 1962. #GCCFière de célébrer son 55e anniversaire. #GCC55 #Canada150 https://t.co/PU8HTpMnXh,RT EnCeJour la GCC en 1962 de brer son 55e anniversaire GCC55 Canada150 https co PU8HTpMnXh,"['#EnCeJour', '#GCC', '#GCCFi', '#GCC55', '#Canada150']",11,0,11,unknown,fr,0.0,Neutral,MPO_Centre_tweeter,"['encejour', 'gcc', 'gccfi', 'gcc55', 'canada150', 'encejour', 'gcc', '1962', 'brer', '55e', 'anniversaire', 'gcc55', 'canada150', 'https', 'pu8htpmnxh']",[],unknown
40,715664635161141248,2016-03-31 22:18:40,"['https://t.co/j5wKuJa7ns', 'https://t.co/4Sde\xe2\x80\xa6']",RT @MPO_GCC_Quebec: Mise à l'eau des navires de recherche et sauvetage ce matin à Mont-Joli. https://t.co/j5wKuJa7ns #GCC https://t.co/4Sde…,RT Mise eau des navires de recherche et sauvetage ce matin Mont Joli https co j5wKuJa7ns GCC https co,['#GCC'],11,0,11,Environmental,fr,0.0,Neutral,MPO_Centre_tweeter,"['gcc', 'mise', 'eau', 'navire', 'recherche', 'sauvetage', 'matin', 'mont', 'joli', 'https', 'j5wkuja7ns', 'gcc', 'https']",['eau'],Environmental
41,728681286517280768,2016-05-06 20:22:11,"['https://t.co/051sapH2nW', 'https://t.\xe2\x80\xa6']",RT @MPO_DFO: Nous avons prévu un événement intéressant! Encerclez la date dans votre calendrier! #OdySci https://t.co/051sapH2nW https://t.…,RT Nous avons vu un nement ressant Encerclez la date dans votre calendrier OdySci https co 051sapH2nW https,['#OdySci'],11,0,11,unknown,fr,0.0,Neutral,MPO_Centre_tweeter,"['odysci', 'nement', 'ressant', 'encerclez', 'date', 'calendrier', 'odysci', 'https', '051saph2nw', 'https']",[],unknown
42,768224162494181376,2016-08-23 23:11:27,[],RT @CanadaPE: L’expédition du levé #OcéanArctique2016 est une collab. av #Suède + #Danemark pr accroître nos connaissances scient. coll. ds…,RT CanadaPE dition du anArctique2016 est une collab av de Danemark pr tre nos connaissances scient coll,"['#Oc', '#Su', '#Danemark']",11,0,11,unknown,fr,0.0,Neutral,MPO_Centre_tweeter,"['danemark', 'canadape', 'dition', 'anarctique2016', 'collab', 'danemark', 'tre', 'connaissance', 'scient', 'coll']",[],unknown
43,768224194903601156,2016-08-23 23:11:35,['https://t.co/zyS19Adtkb'],RT @CanadaPE: Suivez le levé #OcéanArctique2016 du Canada en regardant où se trouve le LSSL https://t.co/zyS19Adtkb #CanArctique,RT CanadaPE Suivez le anArctique2016 du Canada en regardant se trouve le LSSL https co zyS19Adtkb CanArctique,"['#Oc', '#CanArctique']",11,0,11,unknown,fr,0.0,Neutral,MPO_Centre_tweeter,"['canarctique', 'canadape', 'suivez', 'anarctique2016', 'canada', 'regardant', 'trouve', 'lssl', 'https', 'zys19adtkb', 'canarctique']",[],unknown
44,806557417966333952,2016-12-07 17:54:08,['https://t.\xe2\x80\xa6'],RT @GCC_CCG: #SVQ les mouvements circulaires de nos aéroglisseurs créent des vagues qui cassent la glace d’un mètre d’épaisseur? https://t.…,RT SVQ les mouvements circulaires de nos roglisseurs ent des vagues qui cassent la glace un tre paisseur https,['#SVQ'],11,0,11,unknown,fr,0.0,Neutral,MPO_Centre_tweeter,"['svq', 'svq', 'les', 'mouvement', 'circulaire', 'roglisseurs', 'ent', 'vague', 'cassent', 'glace', 'tre', 'paisseur', 'https']",[],unknown
45,795315125540581377,2016-11-06 17:21:16,[],"RT @AuCanada: Auj. en 1867, la Chambre des communes du Cda se réunissait pour la 1re fois. Notre 150e anniversaire sera en 2017. Êtes-vous…",RT AuCanada Auj en 1867 la Chambre des communes du Cda se unissait pour la 1re fois Notre 150e anniversaire sera en 2017 tes,[],11,0,11,unknown,fr,0.0,Neutral,MPO_Centre_tweeter,"['aucanada', 'auj', '1867', 'chambre', 'commune', 'cda', 'unissait', '1re', 'fois', '150e', 'anniversaire', '2017']",[],unknown
46,706223124040306688,2016-03-05 21:01:28,[],RT @MPO_DFO: 76000 Canadiens gagnent leur vie grâce à la #pêche ou aux activités connexes #PêcheEnBref,RT 76000 Canadiens gagnent leur vie ce la ou aux connexes,"['#p', '#P']",10,0,10,unknown,fr,0.0,Neutral,MPO_Centre_tweeter,"['76000', 'canadien', 'gagnent', 'vie', 'connexes']",[],unknown
47,773893114893332480,2016-09-08 14:37:51,['https://t.co/UlbxY1vh6g'],"Mise à l’eau du Investigator de Parcs Canada par le NGCC #SirWilfridLaurier. #MissionErebusTerror 2016, #Arctique. https://t.co/UlbxY1vh6g",Mise eau du Investigator de Parcs Canada par le NGCC SirWilfridLaurier MissionErebusTerror 2016 Arctique https co UlbxY1vh6g,"['#SirWilfridLaurier', '#MissionErebusTerror', '#Arctique']",5,5,10,Environmental,fr,0.0,Neutral,MPO_Centre_tweeter,"['sirwilfridlaurier', 'missionerebusterror', 'arctique', 'mise', 'eau', 'investigator', 'parc', 'canada', 'ngcc', 'sirwilfridlaurier', 'missionerebusterror', '2016', 'arctique', 'https', 'ulbxy1vh6g']","['eau', 'parc']",Environmental
48,902642813908783105,2017-08-29 21:23:11,['https://\xe2\x80\xa6'],RT @Transports_gc: Portez toujours un #GiletDeSauvetage ou un #VFI à bord. Il vous sera d’un grand secours si vous tombez à l’eau! https://…,RT Portez toujours un GiletDeSauvetage ou un VFI bord Il vous sera un grand secours si vous tombez eau https,"['#GiletDeSauvetage', '#VFI']",10,0,10,Environmental,fr,0.625,Positive,MPO_Centre_tweeter,"['giletdesauvetage', 'vfi', 'portez', 'toujours', 'giletdesauvetage', 'vfi', 'bord', 'grand', 'secours', 'tombez', 'eau', 'https']",['eau'],Environmental
