,shortcode,mediaid,caption,url,is_video,comments,typename,owner_username,tagged_users,date,owner_id,caption_mentions,id,caption_hashtags,likes,video_url
134,BXTYluUgDZX,1.57271E+18,"Que nous faut-il face au ? Réponse : une équipe de nos plus brillants « bollés » de l’énergie propre au Canada! Par exemple, Anamika, qui se dit elle-même une « bollés des GES » et dont nous avons présenté un portrait à énÉnergie. À l’emploi de Cenovus Energy, elle travaille à mettre au point des moyens de production pétrolière qui soient à la fois efficaces et capables d’en atténuer les effets climatiques. « Nous vivons, nous a-t-elle dit, à une époque où les populations sont soucieuses d’un avenir énergétique propre et réclament des réponses de la part des producteurs d’énergie. Aussi, si nous souhaitons que notre industrie demeure viable, nous devons participer à la création de cet avenir énergétique. » Êtes-vous curieux de savoir à quoi s’occupent nos « bollés » de l’énergie propre ? Rendez-vous à énÉnergie",https://instagram.fyvr3-1.fna.fbcdn.net/vp/3e57b61299e2b9510ec054c11fe6aa74/5AF329D5/t51.2885-15/e35/20482322_158371304732953_327309119641878528_n.jpg,FALSE,0,GraphImage,ressourcesnaturellescanada,[],2017-08-02T12:18:45,4210755410,[],2017-08-02_12-18-45,"[""changementclimatique"",""génénergie"",""génénergie""]",3,
135,BXYYczygoqL,1.57412E+18,"Nicolas Piette-Lauziere et Zoik Brault, tous deux assistants à la recherche, ont cartographié sur place une zone de faille aux abords du parc national des Hautes-Terres-du-Cap-Breton. On les voit arborant avec fierté le t-shirt commémoratif . Ils ont consacré le mois dernier à ce travail sur l’île du Cap-Breton. La roche d’un côté et de l’autre de la faille n’a pas connu la même évolution géologique. En étudiant en laboratoire les échantillons collectés, Nicolas espère découvrir à quel moment et pourquoi la faille s’est formée, et déterminer comment elle a pu livrer passage à un magma issu des profondeurs de la croute terrestre et qui, une fois à la surface, s’est transformé en granite.",https://instagram.fyvr3-1.fna.fbcdn.net/vp/bcedff5d77a2864bacd71aa934a0e4a8/5AFEEBC6/t51.2885-15/e35/20582685_1870313193296847_933431001990823936_n.jpg,FALSE,0,GraphImage,ressourcesnaturellescanada,[],2017-08-04T10:53:44,4210755410,[],2017-08-04_10-53-44,"[""cgc175""]",4,
136,BXlAsLHAfbe,1.57767E+18,« Le potentiel d’eloitation des ressources dans le Nord nous donne l’occasion d’innover et de développer de nouvelles technologies. » Écoutez ce que David avait à dire à énÉnergie au sujet de notre avenir énergétique énÉnergie Énergétique ÉnergiePropre,https://instagram.fyvr3-1.fna.fbcdn.net/vp/2a13af48c6e21f3bbd214bb9b4be7ec8/5A6479F4/t51.2885-15/e15/20635522_347135442382251_5599941500562571264_n.jpg,TRUE,0,GraphVideo,ressourcesnaturellescanada,[],2017-08-09T08:36:14,4210755410,[],2017-08-09_08-36-14,"[""génénergie"",""génénergie"",""votreavenirénergétique"",""énergiepropre""]",1,https://instagram.fyvr3-1.fna.fbcdn.net/vp/d3e47448380d011d0122a053cf3dba2d/5A63DDA4/t50.2886-16/20772255_1856252274686987_8114657724387557376_n.mp4
137,BXyKpxpgwxA,1.58137E+18,"Le ministre Carr accueille ses homologues Canadiens à la avec ministre Doucet à St. Andrews, Nouveau-Brunswick",https://instagram.fyvr3-1.fna.fbcdn.net/vp/d175db5728673fcad5a500e48ed05a0e/5AFC2390/t51.2885-15/e35/20759462_1599523520059412_815451836667396096_n.jpg,FALSE,0,GraphImage,ressourcesnaturellescanada,[],2017-08-14T11:13:25,4210755410,[],2017-08-14_11-13-25,"[""cmem2017""]",2,
138,BXyLMf8gYs9,1.58138E+18,« Il faut tout prendre en considération. » Kayla nous livre sa pensée sur notre avenir énergétique énÉnergie Énergétique ÉnergiePropre,https://instagram.fyvr3-1.fna.fbcdn.net/vp/bc95be3dc739e0c65deb033149d4a658/5A63659A/t51.2885-15/e15/20766404_112160636116217_8712204811904221184_n.jpg,TRUE,0,GraphVideo,ressourcesnaturellescanada,[],2017-08-14T11:18:10,4210755410,[],2017-08-14_11-18-10,"[""génénergie"",""votreavenirénergétique"",""énergiepropre""]",2,https://instagram.fyvr3-1.fna.fbcdn.net/vp/de63244f8a0a20b0493c24169112b4ce/5A63852B/t50.2886-16/20903745_1633655570041385_4479679923706920960_n.mp4
139,BXyL2GDAvlj,1.58138E+18,La SP Rudd participe à un débat d’eerts sur les moyens de hausser le taux d’emploi des femmes dans les,https://instagram.fyvr3-1.fna.fbcdn.net/vp/a14a78c63843032793de7e719a572fd8/5AF1E8B0/t51.2885-15/e35/20836997_130576324226809_6388834672515743744_n.jpg,FALSE,0,GraphImage,ressourcesnaturellescanada,[],2017-08-14T11:23:51,4210755410,[],2017-08-14_11-23-51,"[""ressourcesnaturelles"",""cmem2017""]",1,
140,BX0JqbXAR5Y,1.58193E+18,Le min Carr entend les organisations au sujet des priorités concernant les,https://instagram.fyvr3-1.fna.fbcdn.net/vp/5ff3db1a96f9cd224bcd13e99a89042b/5AFB5085/t51.2885-15/e35/20837227_1920358348252350_4269340823872602112_n.jpg,FALSE,0,GraphImage,ressourcesnaturellescanada,[],2017-08-15T05:43:15,4210755410,[],2017-08-15_05-43-15,"[""autochtones"",""ressourcesnaturelles"",""cmem2017""]",1,
141,BX0J-DaAgIP,1.58193E+18,Le min Carr consulte les sur la et la façon dont ils contribueront à façonner l’avenir du Canada,https://instagram.fyvr3-1.fna.fbcdn.net/vp/e4d3bddab71fddd255929f350c3595f5/5AE2EC4A/t51.2885-15/e35/20838287_474543956271892_4269363741818093568_n.jpg,FALSE,0,GraphImage,ressourcesnaturellescanada,[],2017-08-15T05:45:56,4210755410,[],2017-08-15_05-45-56,"[""jeunes"",""croissancepropre"",""cmem2017""]",1,
142,BX0XSZfgwLZ,1.58199E+18,Le min Carr énonce dans un discours la vision fédérale de la transition vers une économie propre dans les,https://instagram.fyvr3-1.fna.fbcdn.net/vp/8efb115f9caee3b4a3589b748d4b599b/5AEFB700/t51.2885-15/e35/20766820_1779621845399928_1351127747031728128_n.jpg,FALSE,0,GraphImage,ressourcesnaturellescanada,[],2017-08-15T07:42:18,4210755410,[],2017-08-15_07-42-18,"[""ressourcesnaturelles"",""cmem2017""]",3,
143,BX0Z9-WAlQM,1.582E+18,"Les ministres Carr et Doucet remettent un prix à JoAnne Nelson, récipiendaire de la médaille de CPGeologists",https://instagram.fyvr3-1.fna.fbcdn.net/vp/b35324630f1702b2bc3cd9ecfb0d9f32/5AED4CE2/t51.2885-15/e35/20766197_165298854019220_5221093237225160704_n.jpg,FALSE,0,GraphImage,ressourcesnaturellescanada,[],2017-08-15T08:05:44,4210755410,[],2017-08-15_08-05-44,"[""cmem2017""]",2,
144,BX0dDGbgYF9,1.58202E+18,Les ministres canadiens de l’énergie et des mines collaborent sur le plan des priorités à la au,https://instagram.fyvr3-1.fna.fbcdn.net/vp/f78a5bcc0f72d28d11ce0f2154cf776c/5AEC9992/t51.2885-15/e35/20766953_333754340402171_3348996694606872576_n.jpg,FALSE,0,GraphImage,ressourcesnaturellescanada,[],2017-08-15T08:32:39,4210755410,[],2017-08-15_08-32-39,"[""cmem2017"",""nouveaubrunswick""]",2,
145,BX2uTAPg93c,1.58266E+18,Les min Carr et Doucet à bord d’un éhiculeÉlectrique d’Energie NB : vers un réseau national d’électricité et de carburants de remplacement,https://instagram.fyvr3-1.fna.fbcdn.net/vp/f78a52743b45c5284e3748c9d9bae24d/5AED158B/t51.2885-15/e35/20766920_476287999397062_1351756062092427264_n.jpg,FALSE,0,GraphImage,ressourcesnaturellescanada,[],2017-08-16T05:41:51,4210755410,[],2017-08-16_05-41-51,"[""véhiculeélectrique"",""cmem2017""]",3,
146,BX2uglmAIY9,1.58266E+18,Le min Carr et le min Doucet clôturent la,https://instagram.fyvr3-1.fna.fbcdn.net/vp/586898f6d0ecddc127da2921556c255e/5AF6DCBF/t51.2885-15/e35/20837783_537475006583593_4678743514618527744_n.jpg,FALSE,0,GraphImage,ressourcesnaturellescanada,[],2017-08-16T05:43:42,4210755410,[],2017-08-16_05-43-42,"[""cmem2017""]",1,
147,BYGsOs2nBSa,1.58715E+18,Un aspect important de notre avenir énergétique est de disposer de systèmes énergétiques qui résistent aux effets du changement climatique. Écoutez ce que Monica avait à dire à ce sujet. énÉnergie,https://instagram.fyvr3-1.fna.fbcdn.net/vp/a9705b6013477c1e89ea6e729750f0c6/5A63A4B6/t51.2885-15/e15/20905609_126771551295165_5113022728957329408_n.jpg,TRUE,0,GraphVideo,ressourcesnaturellescanada,[],2017-08-22T10:31:38,4210755410,[],2017-08-22_10-31-38,"[""génénergie""]",2,https://instagram.fyvr3-1.fna.fbcdn.net/vp/a4fc4dd9e882469bd422e4e8c4be8efa/5A63961C/t50.2886-16/21080152_141637339767449_1340832740487987200_n.mp4
148,BYMHltvgRwq,1.58868E+18,étro Une géologue contemple les sommets de la chaîne des Cassiars en C.-B. en .,https://instagram.fyvr3-1.fna.fbcdn.net/vp/a817c2b481925b26a9b825eb09f684fd/5ADF0DCF/t51.2885-15/e35/21041382_1950909765181987_3947532822897491968_n.jpg,FALSE,0,GraphImage,ressourcesnaturellescanada,[],2017-08-24T13:06:54,4210755410,[],2017-08-24_13-06-54,"[""jeudirétro""]",3,
149,BYZBpwrntYN,1.59231E+18,Occasions et défis liés à l’avenir énergétique du Canada: idées géniales échangées auj à l’atelier énÉnergie à Halifax avec Maritimes Energy,https://instagram.fyvr3-1.fna.fbcdn.net/vp/90017ec29f9f864355ab9f3e4efaef45/5AEB0AD1/t51.2885-15/e35/21224590_299655663842579_6634307893321531392_n.jpg,FALSE,0,GraphImage,ressourcesnaturellescanada,[],2017-08-29T13:25:09,4210755410,[],2017-08-29_13-25-09,"[""génénergie""]",2,
150,BYeNXl9HbfD,1.59377E+18,"étro Hélicoptère survolant le Bouclier canadien dans la circonscription de Keewatin (T.N.-O.), à l’ouest de la baie d’Hudson,",https://instagram.fyvr3-1.fna.fbcdn.net/vp/f9645e1a89690a1962cfe168a7cf43e6/5AE66ECD/t51.2885-15/e35/21224127_708454872682092_2554049912278876160_n.jpg,FALSE,0,GraphImage,ressourcesnaturellescanada,[],2017-08-31T13:43:44,4210755410,[],2017-08-31_13-43-44,"[""jeudirétro""]",4,
151,BYyjIt_HU2C,1.5995E+18,"Des membres de l’industrie, Canada West Fdn et CAPP OilGasCanada discutent de l’avenir des hydrocarbures à une table ronde énÉnergie à",https://instagram.fyvr3-1.fna.fbcdn.net/vp/34e7771c1ec94f4b667bec0caf04da5b/5AFC183B/t51.2885-15/e35/21435683_129718810986195_2252753339374632960_n.jpg,FALSE,0,GraphImage,ressourcesnaturellescanada,[],2017-09-08T11:18:45,4210755410,[],2017-09-08_11-18-45,"[""génénergie"",""calgary""]",3,
152,BY6cxFfHZfH,1.60172E+18,Un autre atelier énÉnergie réussi! Merci à csiTO pour son aide dans la de solutions énergétiques!,https://instagram.fyvr3-1.fna.fbcdn.net/vp/8f5f8e4d59f8a7827caf4e7965bcaf0b/5AEE4F07/t51.2885-15/e35/21568790_300996613715010_7964193608280571904_n.jpg,FALSE,0,GraphSidecar,ressourcesnaturellescanada,[],2017-09-11T12:57:01,4210755410,[],2017-09-11_12-57-01,"[""génénergie"",""productionparticipative""]",0,
153,BY_sFK5HFnr,1.60319E+18,Le SMA Glenn Mason du service canadien des forêts salue les membres d’un atelier énÉnergie sur le rôle de la bioénergie forestière dans notre avenir énergétique,https://instagram.fyvr3-1.fna.fbcdn.net/vp/19d2aca2f60d7abd573a7dc26c32c4c1/5AF8B7D4/t51.2885-15/e35/21576887_466159810422300_6666440987499298816_n.jpg,FALSE,0,GraphImage,ressourcesnaturellescanada,[],2017-09-13T13:47:02,4210755410,[],2017-09-13_13-47-02,"[""génénergie"",""ottawa""]",3,
154,BZCPbMmHqLV,1.60391E+18,Les participants à un atelier énÉnergie tenu aujourd’hui parlent de l’avenir de l’électricité et des au Canada,https://instagram.fyvr3-1.fna.fbcdn.net/vp/58013ed8c108c4657d7c9e18fd0fe53a/5AD89238/t51.2885-15/e35/21689961_1947275848880249_8512042091616927744_n.jpg,FALSE,0,GraphImage,ressourcesnaturellescanada,[],2017-09-14T13:34:22,4210755410,[],2017-09-14_13-34-22,"[""génénergie"",""électricité"",""renouvelables"",""ottawa""]",5,
155,BZCQuvInG1r,1.60392E+18,On demande aux participants : « Quels changements ont marqué le secteur de l’électricité et des renouvelables depuis ans? » énÉnergie,https://instagram.fyvr3-1.fna.fbcdn.net/vp/730d5b3b3e21ad105f5f06af917463bd/5AF77DD7/t51.2885-15/e35/21576488_192403404634187_4383661080786763776_n.jpg,FALSE,0,GraphImage,ressourcesnaturellescanada,[],2017-09-14T13:45:46,4210755410,[],2017-09-14_13-45-46,"[""génénergie""]",3,
156,BZRuhncndem,1.60827E+18,"Voyez comment inspire un secteur des transports plus écoénergétique, un étudiant à la fois: generationenergie.ca énÉnergie",https://instagram.fyvr3-1.fna.fbcdn.net/vp/29dd21365a762002a8e68d7035e18a69/5AFBD98A/t51.2885-15/e35/21910158_1968889023335833_8102428509386833920_n.jpg,FALSE,0,GraphImage,ressourcesnaturellescanada,[],2017-09-20T13:54:44,4210755410,"[""cna_news""]",2017-09-20_13-54-44,"[""écoénergétique"",""génénergie""]",1,
157,BZeVy9bnDiJ,1.61182E+18,Venez profiter de nos beaux arbres canadien à l’Arboretum d’ près de la Ferme eérimentale pendant la êts,https://instagram.fyvr3-1.fna.fbcdn.net/vp/853333a7bdbd2270ea9149d7280a3551/5AD9F382/t51.2885-15/e35/22069631_954954957992001_4738380896460079104_n.jpg,FALSE,0,GraphImage,ressourcesnaturellescanada,[],2017-09-25T11:28:46,4210755410,[],2017-09-25_11-28-46,"[""ottawa"",""semainenatforêts""]",6,
158,BZhRNJwH-JR,1.61265E+18,Le ministre Hehr invite tous les Canadiens à nous aider à concrétiser l’avenir énergétique du Canada! énÉnergie,https://instagram.fyvr3-1.fna.fbcdn.net/vp/c88b36cbbb1c8ea3d58ebc39370aec57/5A63FCA6/t51.2885-15/e15/22070809_125646658040607_4628518313087991808_n.jpg,TRUE,0,GraphVideo,ressourcesnaturellescanada,[],2017-09-26T14:46:23,4210755410,[],2017-09-26_14-46-23,"[""génénergie""]",2,https://instagram.fyvr3-1.fna.fbcdn.net/vp/8171802714f11f5d472b9fad10511a3d/5A63A3DD/t50.2886-16/22079986_496150750763293_7049729233408491520_n.mp4
159,BZjWboVH_i0,1.61323E+18,Contribuez à l’avancement du Canada en joignant ! Erimez vos idées durant notre dialogue national énÉnergie,https://instagram.fyvr3-1.fna.fbcdn.net/vp/8c8d8f2ff78029207efba5ab17f67f59/5A63728F/t51.2885-15/e15/21980532_154369068490388_2686874340003151872_n.jpg,TRUE,0,GraphVideo,ressourcesnaturellescanada,[],2017-09-27T10:10:32,4210755410,"[""mindessciences""]",2017-09-27_10-10-32,"[""génénergie""]",2,https://instagram.fyvr3-1.fna.fbcdn.net/vp/3db3344c77ee11684fdbd473164c89c7/5A647DC3/t50.2886-16/22071748_298685913946732_1213438500045586432_n.mp4
160,BZjrK8Mnwzm,1.61332E+18,Pour la Journée nationale de l'abre : le ministre Jim Carr plante un arbre à une cérémonie avec dans le cadre de la Semaine nationale des forêts,https://instagram.fyvr3-1.fna.fbcdn.net/vp/46ff2314c11baefc41ae7ca7e8dc5cd4/5AF699A0/t51.2885-15/e35/21985464_1114394015360390_7045176980391591936_n.jpg,FALSE,0,GraphImage,ressourcesnaturellescanada,"[""bytownmuseum"",""treecanada""]",2017-09-27T13:11:45,4210755410,"[""treecanada"",""bytownmuseum""]",2017-09-27_13-11-45,[],3,
161,BZjtpognrAG,1.61333E+18,a dit que les jeunes du CA changeront notre façon d’utiliser l’énergie! Voici ce qu’elle a dit d’autre énÉnergie,https://instagram.fyvr3-1.fna.fbcdn.net/vp/1591bf7f80e5c50fa4142a90bf0c0ecd/5A63EA34/t51.2885-15/e15/21981010_133745697366763_5703290899174260736_n.jpg,TRUE,0,GraphVideo,ressourcesnaturellescanada,[],2017-09-27T13:33:25,4210755410,"[""mindessciences""]",2017-09-27_13-33-25,"[""génénergie""]",0,https://instagram.fyvr3-1.fna.fbcdn.net/vp/865ff9fd1cd1baa1ee73cb495a884f63/5A637C86/t50.2886-16/22080663_123945078267485_6262544870028607488_n.mp4
162,BZl1aVkn1oI,1.61393E+18,La ministre McKenna encourage les Canadiens à participer à la conversation énÉnergie!,https://instagram.fyvr3-1.fna.fbcdn.net/vp/42f150e44d387f9c5e6864fe4ffa2bcc/5A640173/t51.2885-15/e15/22069866_2022120624688626_4364286539149082624_n.jpg,TRUE,0,GraphVideo,ressourcesnaturellescanada,[],2017-09-28T09:19:43,4210755410,[],2017-09-28_09-19-43,"[""génénergie""]",1,https://instagram.fyvr3-1.fna.fbcdn.net/vp/0b1be8fcba317888c9f17dfde55cbed8/5A63DA65/t50.2886-16/22071677_1550777434986262_343142705557143552_n.mp4
163,BZmW0AhnufU,1.61408E+18,La ministre McKenna avait beaucoup à dire au sujet de notre avenir énergétique! Voyez sa vidéo! énÉnergie,https://instagram.fyvr3-1.fna.fbcdn.net/vp/f026bb78307900d9d1bb23206213296e/5A6370EF/t51.2885-15/e15/22069537_1384722438314678_5937004426509156352_n.jpg,TRUE,0,GraphVideo,ressourcesnaturellescanada,[],2017-09-28T14:11:35,4210755410,[],2017-09-28_14-11-35,"[""génénergie""]",0,https://instagram.fyvr3-1.fna.fbcdn.net/vp/4cd591966f872d28e453a7f22c60b480/5A63F2C6/t50.2886-16/22114062_1533765199995196_8193554259275415552_n.mp4
164,BZmXoDzHoFY,1.61408E+18,Le ministre Jim Carr prend la parole au congrès annuel de la SFI (Sustainable Forestry Initiative) durant la Semaine nationale de l’arbre et des,https://instagram.fyvr3-1.fna.fbcdn.net/vp/b92f4fec311328521235a7bbe09eb967/5AFF0673/t51.2885-15/e35/22071379_122629768437416_5264806546780454912_n.jpg,FALSE,0,GraphImage,ressourcesnaturellescanada,[],2017-09-28T14:18:41,4210755410,[],2017-09-28_14-18-41,"[""forets""]",0,
165,BZonjKvHat7,1.61471E+18,Min Sohi imagine un avenir où les sources d’énergie seront diversifiées au Canada. Participez à la conversation! énÉnergie,https://instagram.fyvr3-1.fna.fbcdn.net/vp/a552199524054331b9601821773f0a5b/5A64563E/t51.2885-15/e15/22070786_367983233631279_3943742346755047424_n.jpg,TRUE,0,GraphVideo,ressourcesnaturellescanada,[],2017-09-29T11:16:19,4210755410,[],2017-09-29_11-16-19,"[""génénergie""]",1,https://instagram.fyvr3-1.fna.fbcdn.net/vp/c9a893b7d8217bcb80d54acfb6b522a0/5A6391A2/t50.2886-16/22182471_1863545150626481_923312209365303296_n.mp4
166,BZo-HU9HqhX,1.61481E+18,Faites partie de la génération qui dessine l’avenir énergétique du Canada avec Min Sohi! énÉnergie,https://instagram.fyvr3-1.fna.fbcdn.net/vp/a145c44a04a9c56a726b50f82b9bcc53/5A647C81/t51.2885-15/e15/22069711_2010623255837977_3812642696292466688_n.jpg,TRUE,0,GraphVideo,ressourcesnaturellescanada,[],2017-09-29T14:33:29,4210755410,[],2017-09-29_14-33-29,"[""génénergie""]",1,https://instagram.fyvr3-1.fna.fbcdn.net/vp/8149f9c860f94e2d2db33ee898f75a47/5A6454BC/t50.2886-16/22180626_285546441932074_2200665543671808000_n.mp4
167,BZwQcFSnMph,1.61686E+18,Comment soutenir la croissance des au Canada? Eez vos idées à avec la min Hajdu énÉnergie,https://instagram.fyvr3-1.fna.fbcdn.net/vp/468ecf73d2a4ea270a87c69f995d5020/5A637D0A/t51.2885-15/e15/22157508_1939284042993787_6328923018357637120_n.jpg,TRUE,0,GraphVideo,ressourcesnaturellescanada,[],2017-10-02T10:28:17,4210755410,[],2017-10-02_10-28-17,"[""techpropres"",""génénergie""]",1,https://instagram.fyvr3-1.fna.fbcdn.net/vp/250c25407863217d4da3a8da4feaf78c/5A63E9FB/t50.2886-16/22182818_1452982354738511_3583882477430636544_n.mp4
168,BZwtUqIHTLC,1.61699E+18,Comment l’avenir énergétique propre peut-il influer sur la population active? Joignez-vous à énÉnergie et Min Hajdu et eez vos idées à,https://instagram.fyvr3-1.fna.fbcdn.net/vp/d7c7ca3d7ce785a7df4e9198dd92f59f/5A637C07/t51.2885-15/e15/22071214_122679855100243_7195133650407522304_n.jpg,TRUE,0,GraphVideo,ressourcesnaturellescanada,[],2017-10-02T14:40:41,4210755410,[],2017-10-02_14-40-41,"[""génénergie""]",3,https://instagram.fyvr3-1.fna.fbcdn.net/vp/f354d9732ae76c6ac1ab232645bd09ef/5A63DB49/t50.2886-16/22182702_668958559960837_3461069455264579584_n.mp4
169,BZysbkAn9aG,1.61755E+18,Ayez votre mot à dire sur l’avenir énergétique du Canada! Participez en ligne avec le min Hehr au forum énÉnergie: generationenergie.ca,https://instagram.fyvr3-1.fna.fbcdn.net/vp/f0decd8067921c1d55af724d0fa8cf99/5A640152/t51.2885-15/e15/22277490_128997304489147_6353139809204043776_n.jpg,TRUE,0,GraphVideo,ressourcesnaturellescanada,[],2017-10-03T09:11:22,4210755410,[],2017-10-03_09-11-22,"[""génénergie""]",0,https://instagram.fyvr3-1.fna.fbcdn.net/vp/6c5faeec9b8c696622d8b1e3976470e7/5A639F9E/t50.2886-16/22252023_1646744072022657_6388901051235303424_n.mp4
170,BZzNn42ncGj,1.6177E+18,"À une semaine du forum énÉnergie, le min Carr invite les Canadiens à participer à la conversation virtuelleGenerationenergie.ca",https://instagram.fyvr3-1.fna.fbcdn.net/vp/9b80ef735d250d7317acdec7a296708a/5A645707/t51.2885-15/e15/22158712_218532572017873_8390769996342493184_n.jpg,TRUE,0,GraphVideo,ressourcesnaturellescanada,[],2017-10-03T14:01:24,4210755410,[],2017-10-03_14-01-24,"[""génénergie""]",0,https://instagram.fyvr3-1.fna.fbcdn.net/vp/f27991e9148a180f1d678e9fb96a0b90/5A636373/t50.2886-16/22285117_927615400729324_2277084775783071744_n.mp4
171,BZzbsIcnXYv,1.61776E+18,La semaine prochaine joignez-vs au forum énÉnergie. Nous dessinerons un avenir ÉnergiePropre! Generationenergie.ca,https://instagram.fyvr3-1.fna.fbcdn.net/vp/999637e1383a21ac6719e0e3584026a6/5A63918D/t51.2885-15/e15/20067227_531276153881175_4090426848691879936_n.jpg,TRUE,0,GraphVideo,ressourcesnaturellescanada,[],2017-10-03T16:04:19,4210755410,"[""mindessciences""]",2017-10-03_16-04-19,"[""génénergie"",""énergiepropre""]",2,https://instagram.fyvr3-1.fna.fbcdn.net/vp/d41a3a1cd105da59ee7c7a0693a93238/5A63A19E/t50.2886-16/22215840_137661563522364_1629667315459031040_n.mp4
172,BZ1LwYQn3MD,1.61825E+18,Participez à la conversation d’une génération! Le min Sohi vous invite au forum virtuel énÉnergie generationenergie.ca,https://instagram.fyvr3-1.fna.fbcdn.net/vp/449963a26d5ba5068e1302eaf8f4fd89/5A636D47/t51.2885-15/e15/22157791_134390570537107_4660567599568912384_n.jpg,TRUE,0,GraphVideo,ressourcesnaturellescanada,[],2017-10-04T08:23:34,4210755410,[],2017-10-04_08-23-34,"[""génénergie""]",1,https://instagram.fyvr3-1.fna.fbcdn.net/vp/f46e245482f7d075405f9522f45174b8/5A6460FA/t50.2886-16/22251568_121659988490981_4631346063721103360_n.mp4
173,BZ1vEarHiA1,1.61841E+18,Nous comptons les jours avant le forum énÉnergie! La min Hajdu vous invite à regarder la conférence virtuelle generationenergie.ca,https://instagram.fyvr3-1.fna.fbcdn.net/vp/7f85e02d34d9ce02735c14b9de10894c/5A645E4B/t51.2885-15/e15/22158951_120261481984978_6381089583760670720_n.jpg,TRUE,0,GraphVideo,ressourcesnaturellescanada,[],2017-10-04T13:32:09,4210755410,[],2017-10-04_13-32-09,"[""génénergie""]",1,https://instagram.fyvr3-1.fna.fbcdn.net/vp/de315c00994f289635d13f61a70b9a38/5A637C7F/t50.2886-16/22282435_281654255674307_8090605971954466816_n.mp4
174,BZ3rDpPHkmN,1.61895E+18,"Si vous aimez les , nous voulons vous entendre au forum énÉnergie en ligne les et octobre! generationenergie.ca",https://instagram.fyvr3-1.fna.fbcdn.net/vp/92e85b28b570e609d4f52d6b7bab0ec5/5A63EDDB/t51.2885-15/e35/22159358_356709498085554_3012506270620975104_n.jpg,TRUE,0,GraphVideo,ressourcesnaturellescanada,[],2017-10-05T07:35:34,4210755410,[],2017-10-05_07-35-34,"[""renouvelables"",""génénergie""]",1,https://instagram.fyvr3-1.fna.fbcdn.net/vp/847756814ed0874c7ea92c0f2ac52664/5A636571/t50.2886-16/22309222_390025668083477_8245942088508637184_n.mp4
175,BZ4OEznnia-,1.61911E+18,Participez à la conversation d’une génération avec le min Duclos. Confiez-nous votre vision de l’avenir énergétique du Canada! énÉnergie,https://instagram.fyvr3-1.fna.fbcdn.net/vp/085f049dac77eb9b5b28b554289e5c08/5A63A51C/t51.2885-15/e15/22159268_1942305596040321_7053255010716483584_n.jpg,TRUE,0,GraphVideo,ressourcesnaturellescanada,[],2017-10-05T12:41:33,4210755410,[],2017-10-05_12-41-33,"[""génénergie""]",1,https://instagram.fyvr3-1.fna.fbcdn.net/vp/d9cc3d38076e7b6d1bbbc0e9a22a2c5c/5A63A465/t50.2886-16/22282991_1686422578068642_2747942577314463744_n.mp4
176,BZ4Xo2DHILk,1.61915E+18,Le min Duclos a une vision de l’avenir énergétique du Canada. Et vous? Faites-nous part de vos idées au,https://instagram.fyvr3-1.fna.fbcdn.net/vp/865c6e14a74d55d1754abf52554b83d0/5A63A003/t51.2885-15/e15/22221351_136170587007611_9013784204109938688_n.jpg,TRUE,0,GraphVideo,ressourcesnaturellescanada,[],2017-10-05T14:05:07,4210755410,[],2017-10-05_14-05-07,[],2,https://instagram.fyvr3-1.fna.fbcdn.net/vp/8d26bd14c2c5a9b4f5affd446841cd33/5A645E9D/t50.2886-16/22252150_151928448743557_50499508206829568_n.mp4
177,BZ4d7lHnZxA,1.61918E+18,Comment le Canada peut-il favoriser un avenir sobre en carbone? La min Gould des Institutions démocratiques se joint au dialogue énÉnergie,https://instagram.fyvr3-1.fna.fbcdn.net/vp/e3ccf13b005955ed25111584e06dfb90/5A6463AD/t51.2885-15/e15/22159275_320895961711934_4642794728545320960_n.jpg,TRUE,0,GraphVideo,ressourcesnaturellescanada,[],2017-10-05T15:00:07,4210755410,[],2017-10-05_15-00-07,"[""génénergie""]",1,https://instagram.fyvr3-1.fna.fbcdn.net/vp/8e8bf24a24704d9a0946969219172c68/5A647775/t50.2886-16/22285095_120147475313627_8647853948268445696_n.mp4
178,BZ4gqbAHKMi,1.61919E+18,Joignez-vous au min Duclos pour discuter de l’avenir énergétique du Canada. Pour participer : generationenergie.ca énÉnergie,https://instagram.fyvr3-1.fna.fbcdn.net/vp/48113b4fb1c5290485a4c59e0a8e43b0/5A6474C8/t51.2885-15/e15/22280157_1719029265072307_944649143035363328_n.jpg,TRUE,0,GraphVideo,ressourcesnaturellescanada,[],2017-10-05T15:23:59,4210755410,[],2017-10-05_15-23-59,"[""génénergie""]",1,https://instagram.fyvr3-1.fna.fbcdn.net/vp/2ddd6956386d8bfaf1ab659228da210f/5A63824B/t50.2886-16/22251507_1664115580296258_3261822142831919104_n.mp4
179,BZ6EIIznObp,1.61963E+18,Le min O'Regan veut que vous nous disiez à quoi ressemble notre prochaine génération énergie énÉnergie,https://instagram.fyvr3-1.fna.fbcdn.net/vp/3e6c26e2481b61496db8ba0eddb7bd8c/5A64745F/t51.2885-15/e15/22280191_2014269822189798_3671784502176251904_n.jpg,TRUE,0,GraphVideo,ressourcesnaturellescanada,[],2017-10-06T05:53:07,4210755410,"[""ancienscombattantscanada""]",2017-10-06_05-53-07,"[""génénergie""]",1,https://instagram.fyvr3-1.fna.fbcdn.net/vp/ad98507f74ba98099e1df324192a517d/5A637E1D/t50.2886-16/22309626_1678434748893531_4376191582903205888_n.mp4
