,id,date_published,link,caption_original,caption_cleaned,hashtags,num_comments,num_shares,num_likes,Reactions_SUM,category,matched_keywords,language,average_sentiment_score,sentiment,account_name
2,872840905534976000,2017-06-08 15:41:03,['https://t.co/uJOA4bwBHf\xe2\x80\xa6'],RT @DFO_MPO: We are proud to announce St. Anns Bank in NS as Canada's newest Marine Protected Area! #WorldOceansDay https://t.co/uJOA4bwBHf…,RT proud announce St Anns Bank NS Canada newest Marine Protected Area WorldOceansDay https co,['#WorldOceansDay'],,126,0,126,Environmental,"['marine', '#worldoceansday']",en,1.0,Positive,DFO_MAR_tweeter
3,712386764393070592,2016-03-22 21:13:34,['https://t.co/lEOk21TTmi'],RT @FinanceCanada: #Budget2016 proposes measures to boost our capacity to innovate &amp; grow our economy. https://t.co/lEOk21TTmi,RT FinanceCanada Budget2016 proposes measures boost capacity innovate amp grow economy https co lEOk21TTmi,['#Budget2016'],,102,0,102,Economical,['#budget2016'],en,0.0,Neutral,DFO_MAR_tweeter
4,837697641173692418,2017-03-03 16:14:15,['https://t.co/hyPBeprFoH'],RT @DFO_MPO: Canada’s coasts are stunning in every season! Post your favourite coastal pic with #MyCoast 📷 https://t.co/hyPBeprFoH,RT coasts stunning every season Post favourite coastal pic MyCoast https co hyPBeprFoH,['#MyCoast'],,94,0,94,Environmental,"['coast', 'coastal', '#mycoast']",en,0.625,Positive,DFO_MAR_tweeter
0,793478400417656833,2016-11-01 15:42:47,['https://t.co/gbohCQNnkX'],"RT @VeteransENG_CA: This November, place a poppy on your profile picture to honour, thank and #RememberThem https://t.co/gbohCQNnkX https:/…",RT November place poppy profile picture honour thank RememberThem https co gbohCQNnkX https,['#RememberThem'],,2794,0,2794,unknown,[],en,0.0,Neutral,DFO_MPO_tweeter
1,863013068233723904,2017-05-12 12:48:44,['https://t.co/pBnIVA0kzB'],RT @DFO_Science: BREAKING: First-ever footage of #Narwhals using their tusks to feed in the #Arctic  #OdySci https://t.co/pBnIVA0kzB https:…,RT BREAKING First ever footage Narwhals using tusks feed Arctic OdySci https co pBnIVA0kzB https,"['#Narwhals', '#Arctic', '#OdySci']",,1768,0,1768,Environmental,"['#arctic', '#odysci']",en,0.0,Neutral,DFO_MPO_tweeter
2,896014706388979714,2017-08-11 14:25:27,"['https://t.co/datoA1lIW', 'https://t.co/AU0zxI1X0W']","To prevent more #RightWhale deaths, a temporary mandatory slow-down in the Gulf of St. Lawrence is now in effect https://t.co/datoA1lIW9 https://t.co/AU0zxI1X0W",prevent RightWhale deaths temporary mandatory slow Gulf St Lawrence effect https co datoA1lIW9 https co AU0zxI1X0W,['#RightWhale'],,347,856,1203,Environmental,['#rightwhale'],en,0.5,Positive,DFO_MPO_tweeter
3,795649269705437185,2016-11-07 15:29:03,[],"RT @CanadianPM: During Veterans’ Week, we pay tribute to more than 2.3M Canadians who have served in uniform throughout our history. #Remem…",RT CanadianPM Week pay tribute 3M Canadians served uniform throughout history,['#Remem'],,841,0,841,Social,['veterans'],en,0.5,Positive,DFO_MPO_tweeter
4,798983157273870337,2016-11-16 20:16:43,['https://t.co/t39QWletBr'],#GoC’s new #Arctic marine protected area was designated thanks to collaboration with Inuvialuit &amp; Indigenous traditional knowledge https://t.co/t39QWletBr,new Arctic marine protected area designated thanks collaboration Inuvialuit amp Indigenous traditional knowledge https co t39QWletBr,"['#GoC', '#Arctic']",,195,344,539,Social,"['#arctic', 'marine', 'collaboration', 'indigenous']",en,0.11212121212121212,Neutral,DFO_MPO_tweeter
0,863025753709064192,2017-05-12 13:39:08,['https://t.co/pBnIVA0kzB'],RT @DFO_Science: BREAKING: First-ever footage of #Narwhals using their tusks to feed in the #Arctic  #OdySci https://t.co/pBnIVA0kzB https:…,RT BREAKING First ever footage Narwhals using tusks feed Arctic OdySci https co pBnIVA0kzB https,"['#Narwhals', '#Arctic', '#OdySci']",,1768,0,1768,Environmental,"['#arctic', '#odysci']",en,0.0,Neutral,DFO_NL_tweeter
1,795748683069456384,2016-11-07 22:04:04,['https://t.co/\xe2\x80\xa6'],RT @Transport_gc: .@CanadianPM &amp; Min. #Garneau announce Canada’s #OceansProtectionPlan to improve #MarineSafety on #OurCoasts https://t.co/…,RT CanadianPM amp Min Garneau announce OceansProtectionPlan improve MarineSafety OurCoasts https co,"['#Garneau', '#OceansProtectionPlan', '#MarineSafety', '#OurCoasts']",,218,0,218,Environmental,"['#oceansprotectionplan', '#marinesafety', '#ourcoasts']",en,0.0,Neutral,DFO_NL_tweeter
2,863029776034013184,2017-05-12 13:55:07,"['https://t.co/A5pYcnTblJ', 'https://t.co/5a3JGydM1v']","RT @DFO_Science: The #Narwhal use their tusk to hit and stun fish, then eat them https://t.co/A5pYcnTblJ https://t.co/5a3JGydM1v",RT Narwhal use tusk hit stun fish eat https co A5pYcnTblJ https co 5a3JGydM1v,['#Narwhal'],,208,0,208,Environmental,['#narwhal'],en,0.0,Neutral,DFO_NL_tweeter
3,872811035299807232,2017-06-08 13:42:21,"['https://t.co/x7TZmQOv1I', 'https://t.co/KEBs7IJG8E']",RT @DFO_MPO: Happy #WorldOceansDay to all those who enjoy our oceans! 🌊 https://t.co/x7TZmQOv1I https://t.co/KEBs7IJG8E,RT Happy WorldOceansDay enjoy oceans https co x7TZmQOv1I https co KEBs7IJG8E,['#WorldOceansDay'],,157,0,157,Environmental,['#worldoceansday'],en,0.65,Positive,DFO_NL_tweeter
4,811554802249433088,2016-12-21 12:51:57,[],RT @CanadianPM: The $1.5B Oceans Protection Plan announced by PM Trudeau in November will make Canada a world-leader in marine safety. http…,RT CanadianPM 5B Oceans Protection Plan announced PM Trudeau November make Canada world leader marine safety,[],,133,0,133,Environmental,['marine'],en,0.0,Neutral,DFO_NL_tweeter
0,702550562156445697,2016-02-24 17:48:01,[],"RT @JustinTrudeau: On Pink Shirt Day, we stand up to bullying and vow to spread kindness. Please RT and tag a friend to #PinkItForward:
htt…",RT JustinTrudeau Pink Shirt Day stand bullying vow spread kindness Please RT tag friend PinkItForward,['#PinkItForward'],,3684,0,3684,Social,['friend'],en,-0.1,Neutral,DFO_Pacific_tweeter
1,863111120923623426,2017-05-12 19:18:21,['https://t.co/pBnIVA0kzB'],RT @DFO_Science: BREAKING: First-ever footage of #Narwhals using their tusks to feed in the #Arctic  #OdySci https://t.co/pBnIVA0kzB https:…,RT BREAKING First ever footage Narwhals using tusks feed Arctic OdySci https co pBnIVA0kzB https,"['#Narwhals', '#Arctic', '#OdySci']",,1768,0,1768,Environmental,"['#arctic', '#odysci']",en,0.0,Neutral,DFO_Pacific_tweeter
2,877549394299584514,2017-06-21 15:30:54,[],"RT @Canada: Celebrate heritage, diverse cultures and outstanding contributions of First Nations, Inuit and Métis peoples in 🇨🇦! #NationalAb…",RT Canada Celebrate heritage diverse cultures outstanding contributions First Nations Inuit tis peoples,['#NationalAb'],,555,0,555,Social,"['culture', 'inuit']",en,0.40625,Positive,DFO_Pacific_tweeter
3,745379638608863232,2016-06-21 22:15:28,[],"RT @JustinTrudeau: On National Aboriginal Day, we honour the unique heritage &amp; achievements of Indigenous Peoples in Canada. #NADCanada htt…",RT JustinTrudeau National Aboriginal Day honour unique heritage amp achievements Indigenous Peoples Canada NADCanada,['#NADCanada'],,448,0,448,Social,['indigenous'],en,0.375,Positive,DFO_Pacific_tweeter
4,727201321229627392,2016-05-02 18:21:20,['https://t.co/EFXBLNhpxR'],RT @CanadianPM: It’s Mental Health Week. We’re proud to #Getloud to promote awareness in Canada. https://t.co/EFXBLNhpxR,RT CanadianPM Mental Health Week proud Getloud promote awareness Canada https co EFXBLNhpxR,['#Getloud'],,384,0,384,Social,"['health', '#getloud']",en,0.35000000000000003,Positive,DFO_Pacific_tweeter
0,863012819863842816,2017-05-12 12:47:44,"['https://t.co/pBnIVA0kzB', 'https://t.co/CpCZh4Gf']",BREAKING: First-ever footage of #Narwhals using their tusks to feed in the #Arctic  #OdySci https://t.co/pBnIVA0kzB https://t.co/CpCZh4Gfd0,BREAKING First ever footage Narwhals using tusks feed Arctic OdySci https co pBnIVA0kzB https co CpCZh4Gfd0,"['#Narwhals', '#Arctic', '#OdySci']",,1768,2570,4338,Environmental,"['#arctic', '#odysci']",en,0.0,Neutral,DFO_Science_tweeter
1,863021809121320960,2017-05-12 13:23:28,"['https://t.co/A5pYcnTblJ', 'https://t.co/5a3JGydM1v']","The #Narwhal use their tusk to hit and stun fish, then eat them https://t.co/A5pYcnTblJ https://t.co/5a3JGydM1v",Narwhal use tusk hit stun fish eat https co A5pYcnTblJ https co 5a3JGydM1v,['#Narwhal'],,208,464,672,Environmental,['#narwhal'],en,0.0,Neutral,DFO_Science_tweeter
2,913071060534382593,2017-09-27 16:01:19,[],RT @ScienceMin: Dr. Nemer’s appointment as 🇨🇦’s #ChiefScienceAdvisor ensures that #science has a prominent place at the federal table https…,RT ScienceMin Dr appointment ChiefScienceAdvisor ensures science prominent place federal table,"['#ChiefScienceAdvisor', '#science']",,488,0,488,Social,"['#chiefscienceadvisor', 'federal']",fr,0.5,Positive,DFO_Science_tweeter
3,727206741855862785,2016-05-02 18:42:52,['https://t.co/EFXBLNhpxR'],RT @CanadianPM: It’s Mental Health Week. We’re proud to #Getloud to promote awareness in Canada. https://t.co/EFXBLNhpxR,RT CanadianPM Mental Health Week proud Getloud promote awareness Canada https co EFXBLNhpxR,['#Getloud'],,384,0,384,Social,"['health', '#getloud']",en,0.35000000000000003,Positive,DFO_Science_tweeter
4,697810177534357505,2016-02-11 15:51:25,['https://t.co/Ok3BhEoGer'],RT @ScienceMin: Today marks the 1st International #DayofWomeninScience! Celebrate the theme: #ParityinScience https://t.co/Ok3BhEoGer,RT ScienceMin Today marks 1st International DayofWomeninScience Celebrate theme ParityinScience https co Ok3BhEoGer,"['#DayofWomeninScience', '#ParityinScience']",,364,0,364,unknown,[],en,0.0,Neutral,DFO_Science_tweeter
0,899647862002339840,2017-08-21 15:02:19,['https://t.co/c\xe2\x80\xa6'],"RT @NASA: Experience #Eclipse2017 with us! We’ll have live coverage of unique views, NASA experts + more from noon – 4pm ET: https://t.co/c…",RT NASA Experience Eclipse2017 us live coverage unique views NASA experts noon 4pm ET https co,['#Eclipse2017'],,4639,0,4639,Environmental,['#eclipse2017'],fr,0.3371212121212121,Positive,ec_minister_tweeter
1,856928022330576896,2017-04-25 17:48:56,['https://t.co/biFLhMGrHF'],"#BREAKING: As part of the larger initiative to reintroduce #bison, the 1st bison calf was born in @BanffNP in + 140 years... on #EarthDay! https://t.co/biFLhMGrHF",BREAKING part larger initiative reintroduce bison 1st bison calf born BanffNP 140 years EarthDay https co biFLhMGrHF,"['#BREAKING', '#bison', '#EarthDay']",,860,2435,3295,Environmental,['#breaking'],en,0.0,Neutral,ec_minister_tweeter
2,929114788185169920,2017-11-10 22:33:22,[],"RT @CanadianPM: 117,000 poppies, one for each of Canada’s Fallen, cascade down Centre Block on Parliament Hill in Ottawa. #CanadaRemembers…",RT CanadianPM 117 000 poppies one Fallen cascade Centre Block Parliament Hill Ottawa,['#CanadaRemembers'],,2372,0,2372,unknown,[],en,-0.1555555555555556,Neutral,ec_minister_tweeter
3,863040077500493824,2017-05-12 14:36:03,['https://t.co/pBnIVA0kzB'],RT @DFO_Science: BREAKING: First-ever footage of #Narwhals using their tusks to feed in the #Arctic  #OdySci https://t.co/pBnIVA0kzB https:…,RT BREAKING First ever footage Narwhals using tusks feed Arctic OdySci https co pBnIVA0kzB https,"['#Narwhals', '#Arctic', '#OdySci']",,1768,0,1768,Environmental,"['#arctic', '#odysci']",en,0.0,Neutral,ec_minister_tweeter
4,930828162463928322,2017-11-15 16:01:42,[],"RT @UNFCCC: 12-year-old Timoci Naulusala from Fiji  gives speech at #COP23  

""The sea is swallowing villages, eating away at shorelines, w…",RT UNFCCC 12 year old Timoci Naulusala Fiji gives speech COP23 sea swallowing villages eating away shorelines,['#COP23'],,1292,0,1292,Economical,"['#cop23', '#cop23']",en,0.0,Neutral,ec_minister_tweeter
0,890653292417568768,2017-07-27 19:21:07,['https://t.co/DkcXghhofQ'],RT @UNEP: RT if you agree: #ClimateChange is a SOLVABLE problem https://t.co/DkcXghhofQ,RT UNEP RT agree ClimateChange SOLVABLE problem https co DkcXghhofQ,['#ClimateChange'],,947,0,947,Environmental,['#climatechange'],en,0.0,Neutral,ENERGYSTAR_CAN_tweeter
1,838754894022598656,2017-03-06 14:15:24,"['https://t.co/v57sCijUqJ', 'https://t.co/GKdHbfHTJa']",Not all light bulbs are created equal. ENERGY STAR LEDs perform better and last longer. https://t.co/v57sCijUqJ https://t.co/GKdHbfHTJa,light bulbs created equal ENERGY STAR LEDs perform better last longer https co v57sCijUqJ https co GKdHbfHTJa,[],,60,168,228,Economical,['energy'],en,0.225,Neutral,ENERGYSTAR_CAN_tweeter
2,872841956237336576,2017-06-08 15:45:13,"['https://t.co/x7TZmQOv1I', 'https://t.co/KEBs7IJG8E']",RT @DFO_MPO: Happy #WorldOceansDay to all those who enjoy our oceans! 🌊 https://t.co/x7TZmQOv1I https://t.co/KEBs7IJG8E,RT Happy WorldOceansDay enjoy oceans https co x7TZmQOv1I https co KEBs7IJG8E,['#WorldOceansDay'],,157,0,157,Environmental,['#worldoceansday'],en,0.65,Positive,ENERGYSTAR_CAN_tweeter
3,838756133670125570,2017-03-06 14:20:20,"['https://t.co/1kks3S1yjs', 'https://t.co/w5lgNmtclZ']",Save energy and help the planet with #ENERGYSTARCanada.  https://t.co/1kks3S1yjs https://t.co/w5lgNmtclZ,Save energy help planet ENERGYSTARCanada https co 1kks3S1yjs https co w5lgNmtclZ,['#ENERGYSTARCanada'],,34,112,146,Economical,"['energy', 'planet', '#energystarcanada', '#energystarcanada']",en,0.0,Neutral,ENERGYSTAR_CAN_tweeter
4,838752384885133313,2017-03-06 14:05:26,"['https://t.co/M263yJBHUq', 'https://t.co/AZe0PP9z0x']",ENERGY STAR products can help you save on your utility bills. Learn how. https://t.co/M263yJBHUq https://t.co/AZe0PP9z0x,ENERGY STAR products help save utility bills Learn https co M263yJBHUq https co AZe0PP9z0x,[],,24,88,112,Economical,['energy'],en,0.0,Neutral,ENERGYSTAR_CAN_tweeter
0,632493333805962_667462033642425,2017-12-21 08:38:18,https://www.facebook.com/EnvironmentandClimateChange/videos/667462033642425/,"Canadians had plenty of weather to talk about this year! Flooding caused significant damage in parts of Quebec and Ontario, while winter storms walloped Atlantic Canada. British Columbians faced the most destructive wildfire season in the province’s history, and record hot and dry conditions in the West also meant a year of distress for farmers and ranchers.

From a list of 100 significant weather events across Canada in 2017, Environment and Climate Change Canada’s experts have drawn up their choice of the Top 10 Weather Stories from across the country. To know more: http://ow.ly/AKbo30hn2st","Canadians had plenty of weather to talk about this year! Flooding caused significant damage in parts of Quebec and Ontario, while winter storms walloped Atlantic Canada. British Columbians faced the most destructive wildfire season in the province’s history, and record hot and dry conditions in the West also meant a year of distress for farmers and ranchers. From a list of significant weather events across Canada in , Environment and Climate Change Canada’s eerts have drawn up their choice of the Top Weather Stories from across the country. To know more:",[],1,47,6,56,Social,"['climate', 'change']",en,-0.6,negative,EnvironmentandClimateChange_facebook
1,632493333805962_651674615221167,2017-11-23 10:11:32,https://www.facebook.com/EnvironmentandClimateChange/videos/651674615221167/,"Happening now: Environment and Climate Change Minister, Catherine McKenna, delivers remarks at the Montreal Protocol meeting.","Happening now: Environment and Climate Change Minister, Catherine McKenna, delivers remarks at the Montreal Protocol meeting.",[],13,23,9,51,Economical,"['climate', 'change', 'minister']",en,-0.002696078431372556,negative,EnvironmentandClimateChange_facebook
2,632493333805962_664058260649469,2017-12-15 09:30:09,https://www.facebook.com/EnvironmentandClimateChange/videos/663786990676596/,Facebook Live: Minister McKenna announces an exciting new initiative to support a clean growth low carbon economy!,Facebook Live: Minister McKenna announces an exciting new initiative to support a clean growth low carbon economy!,[],17,14,16,50,Economical,"['minister', 'clean', 'growth', 'low_carbon']",en,0.08136363636363636,positive,EnvironmentandClimateChange_facebook
3,632493333805962_650044275384201,2017-11-20 10:12:23,https://www.facebook.com/EnvironmentandClimateChange/videos/650044275384201/,"Tune in now to see the Right Honourable Brian Mulroney and Minister of Environment and Climate Change, Catherine McKenna, speak at the opening of the international conference aimed at protecting the ozone layer and tackling climate change. 

LIVE from Montreal:","Tune in now to see the Right Honourable Brian Mulroney and Minister of Environment and Climate Change, Catherine McKenna, speak at the opening of the international conference aimed at protecting the ozone layer and tackling climate change. LIVE from Montreal:",[],15,16,15,48,Economical,"['right', 'minister', 'climate', 'change', 'climate', 'change']",en,0.0630952380952381,positive,EnvironmentandClimateChange_facebook
4,632493333805962_659802921075003,2017-12-07 18:25:00,https://www.facebook.com/EnvironmentandClimateChange/videos/659802921075003/,#CanadaInChina – Minister McKenna is leading a #CleanTech trade mission: Energy Saving Products Ltd. is a 🇨🇦 company specializing in air purifiers capable of maintaining high quality air standards in large areas. http://ow.ly/EtDk30h5rPt #ClimateAction,– Minister McKenna is leading a trade mission: Energy Saving Products Ltd. is a 🇨🇦 company specializing in air purifiers capable of maintaining high quality air standards in large areas.,"['#CanadaInChina', '#CleanTech', '#ClimateAction']",6,18,17,45,Environmental,"['minister', '#cleantech', '#cleantech', 'energy', 'air', 'air', '#climateaction']",en,0.4796875,positive,EnvironmentandClimateChange_facebook
0,318424514044_10154848488474045,2016-06-13 09:24:37,https://www.facebook.com/EnvironmentandNaturalResourcesinCanada/photos/a.10150107070389045.321637.318424514044/10153978724119045/?type=3,,,[],49,353,3005,3481,unknown,[],tl,0.3748281611799054,positive,EnvironmentandNaturalResourcesinCanada_facebook
1,318424514044_10155396901694045,2016-11-23 09:01:22,https://www.facebook.com/EnvironmentandNaturalResourcesinCanada/videos/10155396901694045/,,,[],695,129,214,1139,unknown,[],tl,0.09135171199699416,positive,EnvironmentandNaturalResourcesinCanada_facebook
2,318424514044_10154830856069045,2016-06-07 16:19:19,https://www.facebook.com/EnvironmentandNaturalResourcesinCanada/photos/a.10150107070389045.321637.318424514044/10154830855964045/?type=3,,,[],20,81,929,1097,unknown,[],tl,0.21251984126984128,positive,EnvironmentandNaturalResourcesinCanada_facebook
3,318424514044_10154700497599045,2016-04-20 13:54:24,https://www.facebook.com/EnvironmentandNaturalResourcesinCanada/photos/a.338211969044.199983.318424514044/10154700497599045/?type=3,The 2016-19 Federal Sustainable Development Strategy is out for public consultation until June 24.  We want to hear what you think about our plan for a healthy and sustainable Canada. http://ow.ly/10rvIV http://ow.ly/10rvDn,The -19 Federal Sustainable Development Strategy is out for public consultation until June . We want to hear what you think about our plan for a healthy and sustainable Canada.,[],47,142,612,820,Social,"['federal', 'sustainable', 'public', 'healthy', 'sustainable']",en,0.07730389466500577,positive,EnvironmentandNaturalResourcesinCanada_facebook
4,318424514044_10154771845659045,2016-05-17 07:34:48,https://www.facebook.com/EnvironmentandNaturalResourcesinCanada/photos/a.338211969044.199983.318424514044/10154771845659045/?type=3,Curious about sustainability? Check out the draft 2016-19 Federal Sustainable Development Strategy and see what the Government of Canada is doing to work towards a sustainable future. We’re curious about what you think of our plans to get there. http://ow.ly/10rvIV http://ow.ly/10rvDn,Curious about sustainability? Check out the draft -19 Federal Sustainable Development Strategy and see what the Government of Canada is doing to work towards a sustainable future. We’re curious about what you think of our plans to get there.,[],28,151,603,813,Environmental,"['federal', 'sustainable', 'government', 'government', 'sustainable', 'future']",en,0.12130285883526624,positive,EnvironmentandNaturalResourcesinCanada_facebook
0,899648169008664576,2017-08-21 15:03:32,['https://t.co/c\xe2\x80\xa6'],"RT @NASA: Experience #Eclipse2017 with us! We’ll have live coverage of unique views, NASA experts + more from noon – 4pm ET: https://t.co/c…",RT NASA Experience Eclipse2017 us live coverage unique views NASA experts noon 4pm ET https co,['#Eclipse2017'],,4639,0,4639,Environmental,['#eclipse2017'],fr,0.3371212121212121,Positive,environmentca_tweeter
1,929131971271385088,2017-11-10 23:41:39,[],"RT @CanadianPM: 117,000 poppies, one for each of Canada’s Fallen, cascade down Centre Block on Parliament Hill in Ottawa. #CanadaRemembers…",RT CanadianPM 117 000 poppies one Fallen cascade Centre Block Parliament Hill Ottawa,['#CanadaRemembers'],,2372,0,2372,unknown,[],en,-0.1555555555555556,Neutral,environmentca_tweeter
2,930827930275598337,2017-11-15 16:00:47,[],"RT @UNFCCC: 12-year-old Timoci Naulusala from Fiji  gives speech at #COP23  

""The sea is swallowing villages, eating away at shorelines, w…",RT UNFCCC 12 year old Timoci Naulusala Fiji gives speech COP23 sea swallowing villages eating away shorelines,['#COP23'],,1292,0,1292,Economical,"['#cop23', '#cop23']",en,0.0,Neutral,environmentca_tweeter
3,866721131188846593,2017-05-22 18:23:15,[],"RT @WildlifeDay: On #BiodiversityDay, let us celebrate all #species, big and small, as they all have a role to play. Protect #biodiversity…",RT WildlifeDay BiodiversityDay let us celebrate species big small role play Protect,"['#BiodiversityDay', '#species', '#biodiversity']",,1044,0,1044,Environmental,"['#biodiversityday', '#species']",en,-0.125,Neutral,environmentca_tweeter
4,871705724254130176,2017-06-05 12:30:14,['https://t.co\xe2\x80\xa6'],RT @UNEP: Show your children why we must connect #withnature &amp; protect it this #WorldEnvironmentDay by exploring the outdoors&gt; https://t.co…,RT UNEP Show children must connect withnature amp protect WorldEnvironmentDay exploring outdoors gt https,"['#withnature', '#WorldEnvironmentDay']",,1001,0,1001,Environmental,"['child', '#withnature', '#worldenvironmentday']",en,0.0,Neutral,environmentca_tweeter
0,315919208830119_357218368033536,2017-09-12 13:48:12,https://www.facebook.com/FisheriesOceansCanada/photos/a.331203093968397.1073741828.315919208830119/357218368033536/?type=3,"The Supreme Court of Canada has ruled that there is an Aboriginal right to fish for food, social and ceremonial purposes. However, the buying, selling, trading, bartering or the offer to buy, sell, trade or barter Indigenous fishery resources harvested for food, social and ceremonial purposes is not permitted. Fishery Officers investigate any known or suspected incidents of persons engaging in illegal sale of fish and have authority under the Fisheries Act to fine or prosecute offenders.","The Supreme Court of Canada has ruled that there is an Aboriginal right to fish for food, social and ceremonial purposes. However, the buying, selling, trading, bartering or the offer to buy, sell, trade or barter Indigenous fishery resources harvested for food, social and ceremonial purposes is not permitted. Fishery Officers investigate any known or suspected incidents of persons engaging in illegal sale of fish and have authority under the Fisheries Act to fine or prosecute offenders.",[],208,517,502,1262,Environmental,"['right', 'indigenous', 'fishery', 'resource', 'fishery']",en,0.1018345372910249,positive,FisheriesOceansCanada_facebook
1,315919208830119_341591366262903,2017-07-29 07:56:39,https://www.facebook.com/FisheriesOceansCanada/videos/341591366262903/,"We’re excited about our first confirmed 2017 sighting of a basking shark in BC waters! This big guy was spotted in Caamano Sound and measures approximately 17 feet!
Basking sharks are an endangered species under the Species At Risk Act, and have rarely been seen in North American Pacific waters over the last 15 years.
Thank you to Archie Dundas of the GitGa’at Guardians for the video of this basking shark.","We’re excited about our first confirmed sighting of a basking shark in BC waters! This big guy was spotted in Caamano Sound and measures approximately feet! Basking sharks are an endangered species under the Species At Risk Act, and have rarely been seen in North American Pacific waters over the last years. Thank you to Archie Dundas of the GitGa’at Guardians for the video of this basking shark.",[],39,293,235,622,Environmental,"['specie', 'water']",en,0.1904761904761905,positive,FisheriesOceansCanada_facebook
2,315919208830119_381649145590458,2017-11-22 14:05:02,https://www.facebook.com/FisheriesOceansCanada/photos/a.331203093968397.1073741828.315919208830119/381648898923816/?type=3,"Look how far this Bluefin tuna travelled last winter! Our fishery officers and biologists worked together to recover a tag off Shippagan, New Brunswick, that had been attached to a Bluefin tuna for over a year. It showed the tuna was originally tagged on October 17, 2016 off of Port Mouton, Nova Scotia. The tuna stayed in Canadian waters until December and then travelled 3,000 km to the southwest of the Azores before making its way back to Nova Scotia in April. More info on how tagging helps us better understand the species: http://ow.ly/4FV830gHA0j","Look how far this Bluefin tuna travelled last winter! Our fishery officers and biologists worked together to recover a tag off Shippagan, New Brunswick, that had been attached to a Bluefin tuna for over a year. It showed the tuna was originally tagged on October , off of Port Mouton, Nova Scotia. The tuna stayed in Canadian waters until December and then travelled ,000 km to the southwest of the Azores before making its way back to Nova Scotia in April. More info on how tagging helps us better understand the species:",[],13,127,223,375,Environmental,"['fishery', 'water', 'specie']",en,0.3072916666666667,positive,FisheriesOceansCanada_facebook
3,315919208830119_373190293103010,2017-10-28 15:00:14,https://www.facebook.com/FisheriesOceansCanada/photos/a.331203093968397.1073741828.315919208830119/373190293103010/?type=3,"Over 5% of Canada’s oceans are now protected! We just reached and surpassed our national marine conservation target of protecting 5% of our marine and coastal areas by 2017 with the establishment of new marine refuges off the coast of British Columbia and Quebec. 🌊
Over the past year we have made huge strides in ocean protection. Creating three new Marine Protected Areas, marine refuges, and identifying a new Area of Interest. We’re on track to meet our goal of protecting 10% of Canadian oceans by 2020. http://ow.ly/7ILY30gc6Mi","Over % of Canada’s oceans are now protected! We just reached and surpassed our national marine conservation target of protecting % of our marine and coastal areas by with the establishment of new marine refuges off the coast of British Columbia and Quebec. Over the past year we have made huge strides in ocean protection. Creating three new Marine Protected Areas, marine refuges, and identifying a new Area of Interest. We’re on track to meet our goal of protecting % of Canadian oceans by .",[],15,140,120,287,Environmental,"['ocean', 'marine', 'conservation', 'marine', 'coastal', 'marine', 'coast', 'ocean', 'marine', 'marine', 'ocean']",en,0.17917410714285714,positive,FisheriesOceansCanada_facebook
4,315919208830119_346145965807443,2017-08-11 09:37:18,https://www.facebook.com/FisheriesOceansCanada/photos/a.331203093968397.1073741828.315919208830119/346145965807443/?type=3,"Effective immediately, vessels travelling in the western Gulf of St. Lawrence are mandated to reduce their speed to a maximum of 10 knots. The Government of Canada implemented the temporary mandatory slow-down for vessels longer than 20 metres in an effort to minimize risks to right whales in the area.

 
Following the recent whale deaths in the Gulf of St. Lawrence, we are making every effort possible to prevent further incidents and continue to work on the recovery of the species. We are awaiting results from the necropsies, and we have closed snow crab fishing to prevent entanglements.  Other fixed gear fisheries such as rock and toad crab fisheries have either been restricted to fish in shallow water or have had a delayed opening. For more information on our actions to date: http://ow.ly/n5qc30el2Kw

Transport and Infrastructure in Canada","Effective immediately, vessels travelling in the western Gulf of St. Lawrence are mandated to reduce their speed to a maximum of knots. The Government of Canada implemented the temporary mandatory slow-down for vessels longer than metres in an effort to minimize risks to right whales in the area. Following the recent whale deaths in the Gulf of St. Lawrence, we are making every effort possible to prevent further incidents and continue to work on the recovery of the species. We are awaiting results from the necropsies, and we have closed snow crab fishing to prevent entanglements. Other fixed gear fisheries such as rock and toad crab fisheries have either been restricted to fish in shallow water or have had a delayed opening. For more information on our actions to date: Transport and Infrastructure in Canada",[],7,117,139,275,Environmental,"['government', 'government', 'right', 'specie', 'fishery', 'fishery', 'water', 'transport', 'infrastructure']",en,0.0,neutral,FisheriesOceansCanada_facebook
0,926473001155137536,2017-11-03 15:35:51,[],RT @VeteransENG_CA: RT to remember &amp; get a reminder on 11/11. Join our tribute and be added to a mosaic remembering Canada's Veterans #Cana…,RT RT remember amp get reminder 11 11 Join tribute added mosaic remembering Canada Veterans,['#Cana'],,24496,0,24496,Social,['veterans'],en,0.0,Neutral,GCIndigenous_tweeter
1,824300734929924097,2017-01-25 16:59:44,"['https://t.co/TDQFOgQZCP', 'https://t.\xe2\x80\xa6']",RT @Bell_LetsTalk: Wake up and smell the coffee…it’s #BellLetsTalk Day! Here’s how you can get involved: https://t.co/TDQFOgQZCP https://t.…,RT Wake smell BellLetsTalk Day get involved https co TDQFOgQZCP https,['#BellLetsTalk'],,4715,0,4715,unknown,[],en,0.0,Neutral,GCIndigenous_tweeter
