"shortcode","mediaid","caption","url","is_video","comments","typename","owner_username","tagged_users","date","owner_id","caption_mentions","id","caption_hashtags","likes","video_url"
"BQVcFN4hkR7",1447186359076144000,"On voit bien ici que je suis une jeune professeure! Les choses changent, mais mon amour de la science n’a pas faibli – DK #FemmesDeScience #SciRNCan #FemmesEnSTIM #FemmesEnTechno #FillesEtScience","https://instagram.fyvr3-1.fna.fbcdn.net/vp/3bbc8c47074134e361f6c7233f6052e8/5AFF7C7F/t51.2885-15/e35/16464759_1225004534221797_5153456637708599296_n.jpg",false,0,"GraphImage","ressourcesnaturellescanada","[]","2017-02-10T06:47:59",4210755410,"[]","2017-02-10_06-47-59","[""femmesdescience"",""scirncan"",""femmesenstim"",""femmesentechno"",""fillesetscience""]",2,
"BQVjm0IByRW",1447219454206747600,"La surveillance des volcans vous élève souvent à des sommets.  La volcanologue Melanie Kelman étudie des volcans canadiens (en CB et au TY) et se prépare à traiter l’activité volcanique. Sensass – DK – #FemmesDeScience  #SciRNCan #FemmesEnSTIM #FemmesEnTechno #FillesEtScience","https://instagram.fyvr3-1.fna.fbcdn.net/vp/38631d73be914c81a1a9fa5b387c65f3/5AFB5811/t51.2885-15/e35/16585312_742705379222147_1393919932130918400_n.jpg",false,0,"GraphImage","ressourcesnaturellescanada","[]","2017-02-10T07:53:44",4210755410,"[]","2017-02-10_07-53-44","[""femmesdescience"",""scirncan"",""femmesenstim"",""femmesentechno"",""fillesetscience""]",4,
"BQVmcjYhL5U",1447231943174569500,"Vérifiez cette bande côtière! La scientifique Lisa Nykolaishen utilise un GPS pour mesurer les mouvements de la croûte terrestre causés par des processus tectoniques qui créent des tremblements de terre près de Haida Gwaii, en C.-B. J’aimerais parfois revenir sur le terrain pour revoir ce spectacle! – DK  #FemmesDeScience #NRCanSci #STEMGirls #WomenInTech #FillesEtScience","https://instagram.fyvr3-1.fna.fbcdn.net/vp/eef1299b2b3f4efa1b2a7e4a79837787/5AF002B1/t51.2885-15/e35/16465820_1067295800042377_4128235703496605696_n.jpg",false,0,"GraphImage","ressourcesnaturellescanada","[]","2017-02-10T08:18:33",4210755410,"[]","2017-02-10_08-18-33","[""femmesdescience"",""nrcansci"",""stemgirls"",""womenintech"",""fillesetscience""]",4,
"BQVoanqBU8_",1447240606417244000,"Revenez à Indiana Jones! La scientifique Suzanne Paradis est partie seule à une recherche au trésor pour dissiper le mystère des gisements minéraux au Canada – DK #FemmesDeScience #SciRNCan #FemmesEnSTIM #FemmesEnTechno #FillesEtScience","https://instagram.fyvr3-1.fna.fbcdn.net/vp/43f7a84df9284a3a7f57b0e96957c350/5AF6CB59/t51.2885-15/e35/16585712_1823042314619036_1024417985781039104_n.jpg",false,0,"GraphImage","ressourcesnaturellescanada","[]","2017-02-10T08:35:46",4210755410,"[]","2017-02-10_08-35-46","[""femmesdescience"",""scirncan"",""femmesenstim"",""femmesentechno"",""fillesetscience""]",1,
"BQVpvPwBU7v",1447246421903626000,"Encore Suzanne Paradis. Je ne sais pas pour vous, mais pour moi, cette photo apporte un sérieux argument en faveur de la poursuite d’une carrière en géologie… – DK\n#FemmesDeScience #SciRNCan #FemmesEnSTIM #FemmesEnTechno #FillesEtScience","https://instagram.fyvr3-1.fna.fbcdn.net/vp/306ac0a743a352aa24c24a6718e0d6d4/5AE90164/t51.2885-15/e35/16583585_626364157554017_1929978124649365504_n.jpg",false,0,"GraphImage","ressourcesnaturellescanada","[]","2017-02-10T08:47:19",4210755410,"[]","2017-02-10_08-47-19","[""femmesdescience"",""scirncan"",""femmesenstim"",""femmesentechno"",""fillesetscience""]",3,
"BQVsOGWB_wZ",1447257338200718300,"#RetourÀVendredi Voici une photo de moi comme jeune géologue dans les Pyrénées en Espagne. J’ai eu la chance que mon travail me conduise en des endroits vraiment formidables! – DK #FemmesDeScience #SciRNCan #FemmesEnSTIM #FemmesEnTechno #FillesEtScience","https://instagram.fyvr3-1.fna.fbcdn.net/vp/2d7183ee1aabf4425e1a4adcc53a9a98/5AF782F3/t51.2885-15/e35/16465559_1732105450453077_6839212880273866752_n.jpg",false,0,"GraphImage","ressourcesnaturellescanada","[]","2017-02-10T09:09:00",4210755410,"[]","2017-02-10_09-09-00","[""retouràvendredi"",""femmesdescience"",""scirncan"",""femmesenstim"",""femmesentechno"",""fillesetscience""]",2,
"BQVuMHCBUq-",1447265997592808200,"Vicki Tshirhart montre quelques échantillons de roches locales à la communauté des Nunavumians! La connaissance traditionnelle des communautés nordiques joue un rôle important dans les recherches menées par des scientistes de RNCan – DK #FemmesDeScience","https://instagram.fyvr3-1.fna.fbcdn.net/vp/03c0a80c7b771a90402dc97ca9ed1638/5AF87C36/t51.2885-15/e35/16465436_1915883691972919_8236688968016461824_n.jpg",false,0,"GraphImage","ressourcesnaturellescanada","[]","2017-02-10T09:26:13",4210755410,"[]","2017-02-10_09-26-13","[""femmesdescience""]",3,
"BQVwLwGBeik",1447274769056917800,"À titre de chercheuse en feux de végétation, Lynn Johnson utilise son ressenti de la chaleur! Les feux de forêt bénéficient au processus de l’écosystème, mais cette recherche de Lynn aide à prévoir et à gérer les feux de forêt qui peuvent menacer les humains et leurs infrastructures – DK  #FemmesDeScience","https://instagram.fyvr3-1.fna.fbcdn.net/vp/fa8289c846bcff981544b4c3b623efb7/5AE38E8B/t51.2885-15/e35/16583207_408998279438673_9149464145135927296_n.jpg",false,0,"GraphImage","ressourcesnaturellescanada","[]","2017-02-10T09:43:38",4210755410,"[]","2017-02-10_09-43-38","[""femmesdescience""]",2,
"BQVzfMFhAEx",1447289298922766600,"C’est tout pour moi! Merci de votre intérêt! Si vous souhaitez en savoir davantage sur moi, allez à mon compte Twitter, DLEKirkwood –  #FemmesDeScience #SciRNCan #FemmesEnSTIM #FemmesEnTechno #FillesEtScience","https://instagram.fyvr3-1.fna.fbcdn.net/vp/d65c9f1f8c763ba7e72a862b6fc9bf78/5ADC8529/t51.2885-15/e35/16584891_190819821398712_2859426008329617408_n.jpg",false,0,"GraphImage","ressourcesnaturellescanada","[]","2017-02-10T10:12:30",4210755410,"[]","2017-02-10_10-12-30","[""femmesdescience"",""scirncan"",""femmesenstim"",""femmesentechno"",""fillesetscience""]",2,
"BQX9lHTBq-g",1447896636516118500,"C’est la Journée internationale des femmes et des filles de science! Joignez-vous à nous pour célébrer la #Journéeinternationaledelafemme alors que nous mettons en vedette quelques femmes de science de RNCan! \n#FemmesDeScience #SciRNCan #JIF #FemmesEnSTIM #FillesEtScience","https://instagram.fyvr3-1.fna.fbcdn.net/vp/2b324c7622dba0ace829fad96f6ac0ee/5ADC5DC7/t51.2885-15/e35/16583173_1088290851281671_3685269363750862848_n.jpg",false,1,"GraphImage","ressourcesnaturellescanada","[]","2017-02-11T06:19:11",4210755410,"[]","2017-02-11_06-19-11","[""journéeinternationaledelafemme"",""femmesdescience"",""scirncan"",""jif"",""femmesenstim"",""fillesetscience""]",4,
"BQdjXh7hVha",1449470203691096000,"Voici Emily Hope, économiste des ressources forestières à RNCan. Elle fait le pont entre la science traditionnelle et l’économie dans le secteur forestier au Canada #FemmesDeScience #SciRNCan #FemmesEnSTIM #FillesEtScience","https://instagram.fyvr3-1.fna.fbcdn.net/vp/dd691ffbc04dcd21e478b63d0ea63c59/5AE2C5EC/t51.2885-15/e35/16465515_1791270547861627_3327710291227049984_n.jpg",false,0,"GraphImage","ressourcesnaturellescanada","[]","2017-02-13T10:25:34",4210755410,"[]","2017-02-13_10-25-34","[""femmesdescience"",""scirncan"",""femmesenstim"",""fillesetscience""]",3,
"BQgJCvOBOA_",1450198850571919400,"Basée à Sidney, C.-B., la sismologue de RNCan Alison Bird déclare : « J’adore en apprendre sur la tectonique, les tremblements de terre et les risques associés dans l’Ouest canadien et je partage les connaissances acquises » #FemmesDeScience #SciRNCan #FemmesEnSTIM #FillesEtScience","https://instagram.fyvr3-1.fna.fbcdn.net/vp/5f28c0c96c1d3da338d422a945c22a51/5AF7A718/t51.2885-15/e35/16584051_1901164253464746_5984219530275061760_n.jpg",false,0,"GraphImage","ressourcesnaturellescanada","[]","2017-02-14T10:33:16",4210755410,"[]","2017-02-14_10-33-16","[""femmesdescience"",""scirncan"",""femmesenstim"",""fillesetscience""]",2,
"BQisLJEBQ_5",1450916309658570800,"La géoscientifique Malaika Ulm travaille à réduire les risques de catastrophes naturelles et à appuyer une culture de prise de décision basée sur la science #FemmesDeScience #Géosciences #SciRNCan #FemmesEnSTIM #FillesEtScience","https://instagram.fyvr3-1.fna.fbcdn.net/vp/41ad7f51d25b5b3a420df26985c491d6/5AEF0010/t51.2885-15/e35/16583924_399595733728494_3630163777996980224_n.jpg",false,0,"GraphImage","ressourcesnaturellescanada","[]","2017-02-15T10:18:44",4210755410,"[]","2017-02-15_10-18-44","[""femmesdescience"",""géosciences"",""scirncan"",""femmesenstim"",""fillesetscience""]",2,
"BQlD20Nhye_",1451583415949666300,"#Rappel, lorsque la scientifique principale Donna Kirkwood était la 1re femme à diriger la Commission géologique du Canada #FemmeDeScience #CGC175 #FemmesEnSTIM","https://instagram.fyvr3-1.fna.fbcdn.net/vp/590c896cc3a2f79c6db2d891155d6fc6/5AF5C4F2/t51.2885-15/e35/13687213_410118419335318_1315614114160050176_n.jpg",false,0,"GraphImage","ressourcesnaturellescanada","[]","2017-02-16T08:24:09",4210755410,"[]","2017-02-16_08-24-09","[""rappel"",""femmedescience"",""cgc175"",""femmesenstim""]",1,
"BQlUSJkB5de",1451655663045810000,"Le ministre des Ressources naturelles du Canada, l’honorable Jim Carr, visite le salon professionnel du congrès PaperWeek Canada avec Greg Hay, directeur exécutif, Association technique des pâtes et papiers du Canada et Pierre Lapointe, président directeur général, FPInnovations, à Montréal, le mercredi 15 février 2017. #ressourcesnaturelles #pâtes #papier #paperweekcanada #montréal #innovation 🌲🇨🇦","https://instagram.fyvr3-1.fna.fbcdn.net/vp/7d12be307aaeff90c7764b5bc4e2277f/5AE28BE1/t51.2885-15/e35/16465743_150347205477763_3598901046056845312_n.jpg",false,1,"GraphImage","ressourcesnaturellescanada","[]","2017-02-16T10:47:41",4210755410,"[]","2017-02-16_10-47-41","[""ressourcesnaturelles"",""pâtes"",""papier"",""paperweekcanada"",""montréal"",""innovation""]",3,
"BQlWv99gZ14",1451666508265659600,"Le ministre des Ressources naturelles du Canada, l’honorable Jim Carr, parle de la modernisation de l’industrie des produits forestiers au congrès PaperWeek Canada, à Montréal, le mercredi 15 février 2017. PaperWeek Canada est un congrès annuel et salon professionnel réunissant des leaders de l’industrie canadienne des pâtes et papiers.\n #ressourcesnaturelles #modernisation #foret #produit #paperweekcanada #papier #pâtes #industrie #montréal 🌲🇨🇦","https://instagram.fyvr3-1.fna.fbcdn.net/vp/41d249b26e51eeae5e875c455ab18148/5AE9CD99/t51.2885-15/e35/16789678_1086703291441887_8364568204755861504_n.jpg",false,0,"GraphImage","ressourcesnaturellescanada","[]","2017-02-16T11:09:14",4210755410,"[]","2017-02-16_11-09-14","[""ressourcesnaturelles"",""modernisation"",""foret"",""produit"",""paperweekcanada"",""papier"",""pâtes"",""industrie"",""montréal""]",3,
"BQlllo_gd40",1451731769253551600,"Vicki Tschirhart, Chercheur scientifique, mesure la gravité pour le Programme de géocartographie de l’énergie et des minéraux\n#FemmesDeScience #AutophotoScience #SciRNCan #FemmesEnSTIM #FillesEtScience","https://instagram.fyvr3-1.fna.fbcdn.net/vp/583f60c85e894290caca05e12df89c11/5AF8B38A/t51.2885-15/e35/16464524_233905317069869_7946341422095925248_n.jpg",false,0,"GraphImage","ressourcesnaturellescanada","[]","2017-02-16T13:18:54",4210755410,"[]","2017-02-16_13-18-54","[""femmesdescience"",""autophotoscience"",""scirncan"",""femmesenstim"",""fillesetscience""]",2,
"BQnlWSwgtwY",1452293664540908500,"La chercheuse M.-C. Williamson et une collègue près de leur camp sur l’île Axel-Heiberg\n#Cartespostales #FemmesDeScience #SciRNCan #FemmesEnSTIM #FillesEtScience","https://instagram.fyvr3-1.fna.fbcdn.net/vp/34418cd3e5fdeb3c90654c1d2a68670c/5AF4521E/t51.2885-15/e35/16585005_1848745618739520_3335570669789249536_n.jpg",false,0,"GraphImage","ressourcesnaturellescanada","[]","2017-02-17T07:55:17",4210755410,"[]","2017-02-17_07-55-17","[""cartespostales"",""femmesdescience"",""scirncan"",""femmesenstim"",""fillesetscience""]",0,
"BQvsO57g2Is",1454575742984872400,"La chercheuse scientifique Suzanne Paradis est l’Indiana Jones des temps modernes! Sa recherche contribue à percer les mystères des gîtes #minéraux\n#FemmesDeScience #SciRNCan #FemmesEnSTIM #FillesEtScience #IndianaJones","https://instagram.fyvr3-1.fna.fbcdn.net/vp/71a6735e67992446d74b1fed6cdacb89/5B26D33F/t51.2885-15/e35/16906815_387319678302926_1856836236052791296_n.jpg",false,0,"GraphImage","ressourcesnaturellescanada","[]","2017-02-20T11:29:22",4210755410,"[]","2017-02-20_11-29-22","[""minéraux"",""femmesdescience"",""scirncan"",""femmesenstim"",""fillesetscience"",""indianajones""]",2,
"BQvse3TAoPv",1454576839669482500,"Joanne Gamage McEvoy et Derek Smith utilisent la micro DRX pour obtenir des données minéralogiques. \n#FemmesDeScience #AutophotoScience #SciRNCan #FemmesEnSTIM #FillesEtScience","https://instagram.fyvr3-1.fna.fbcdn.net/vp/73253357444076454db5027b67abb3b3/5AF949DE/t51.2885-15/e35/16585557_269013970187613_657078753033191424_n.jpg",false,0,"GraphImage","ressourcesnaturellescanada","[]","2017-02-20T11:31:33",4210755410,"[]","2017-02-20_11-31-33","[""femmesdescience"",""autophotoscience"",""scirncan"",""femmesenstim"",""fillesetscience""]",3,
"BQySI5igpMz",1455305405969372000,"À titre de scientifique à la Commission géologique du Canada, Michelle Côté a visité de nombreux  coins de l’Arctique pour étudier les géorisques et le #ChangementClimatique.\n#FemmesDeScience #SciRNCan #FemmesEnSTIM #FillesEtScience #CGC175","https://instagram.fyvr3-1.fna.fbcdn.net/vp/3d0109cc85ca5616f0dcf336f4cb46cf/5AEFD864/t51.2885-15/e35/16788856_1835136500058396_1379833075055198208_n.jpg",false,0,"GraphImage","ressourcesnaturellescanada","[]","2017-02-21T11:39:05",4210755410,"[]","2017-02-21_11-39-05","[""changementclimatique"",""femmesdescience"",""scirncan"",""femmesenstim"",""fillesetscience"",""cgc175""]",2,
"BQ0Q7NVAAFc",1455863017051783400,"« Je suis scientifique parce que la vie est fascinante et que des contributions  tangibles et pratiques au monde sont à notre portée. » –  Carolyn Smyth, chercheuse scientifique à RNCan \nLa chercheuse Carolyne Smyth étudie comment le secteur forestier peut atténuer le #ChangementClimatique en modifiant les pratiques d’aménagement forestier et l’utilisation du bois. \n#FemmesDeScience #SciRNCan #FemmesEnSTIM #FillesEtScience","https://instagram.fyvr3-1.fna.fbcdn.net/vp/0fc2aaf5ad02ecc65ff00b4839ba8df2/5AE6C3DE/t51.2885-15/e35/16788624_178048339359216_5751386222127742976_n.jpg",false,0,"GraphImage","ressourcesnaturellescanada","[]","2017-02-22T06:06:57",4210755410,"[]","2017-02-22_06-06-57","[""changementclimatique"",""femmesdescience"",""scirncan"",""femmesenstim"",""fillesetscience""]",3,
"BQ22V7wA0OA",1456590531277833200,"Melanie Kelman, volcanologue à RNCan, étudie et surveille les volcans au Canada et se prépare à faire face à l’activité volcanique. \n#FemmesDeScience #Volcans #SciRNCan #FemmesEnSTIM #FillesEtScience","https://instagram.fyvr3-1.fna.fbcdn.net/vp/f5cf6d3bb2c53bc1100d3035d8c0fb48/5AE16659/t51.2885-15/e35/16790314_380161169017198_1822935002623508480_n.jpg",false,0,"GraphImage","ressourcesnaturellescanada","[]","2017-02-23T06:12:24",4210755410,"[]","2017-02-23_06-12-24","[""femmesdescience"",""volcans"",""scirncan"",""femmesenstim"",""fillesetscience""]",2,
"BQ3PlEKg2XO",1456701522267301400,"L’honorable Jim Carr, ministre des Ressources naturelles du Canada, prononce une allocution sur le rôle de l’énergie nucléaire dans l’économie sobre en carbone du Canada au cours du congrès et de la foire commerciale de l’Association nucléaire canadienne, à Ottawa, le 23 février 2017. #nucléaire #ressourcesnaturelles #énergienucléaire #economie #carbone","https://instagram.fyvr3-1.fna.fbcdn.net/vp/5335e71e82ac41e865549353b7af53d3/5AF437E4/t51.2885-15/e35/16584981_365889600463346_7300260053083226112_n.jpg",false,0,"GraphImage","ressourcesnaturellescanada","[]","2017-02-23T09:52:55",4210755410,"[]","2017-02-23_09-52-55","[""nucléaire"",""ressourcesnaturelles"",""énergienucléaire"",""economie"",""carbone""]",2,
"BQ3mgMWg-nL",1456802342530968000,"Le ministre Carr et la secrétaire parlementaire Kim Rudd discutent du rôle de l’énergie nucléaire dans une économie sobre en carbone avec des chefs de file de l’innovation nucléaire à la foire commerciale #CNA2017\n\n#BasCarbone # nucléaire #Innovation #MissionInnovation #ÉnergiePropre","https://instagram.fyvr3-1.fna.fbcdn.net/vp/366468e586338518cfd11c0bb6da469a/5AF3F8CA/t51.2885-15/e35/16788507_402919873391218_8950478976032178176_n.jpg",false,1,"GraphImage","ressourcesnaturellescanada","[]","2017-02-23T13:13:13",4210755410,"[]","2017-02-23_13-13-13","[""cna2017"",""bascarbone"",""innovation"",""missioninnovation"",""énergiepropre""]",4,
"BQ54045gk4j",1457445879542861300,"Voici Lynn Johnston, chercheuse en feux de végétation. Les recherches de Lynn aident à prédire et combattre les feux de forêt qui pourraient menacer des vies humaines et les infrastructures. \n#FemmesDeScience #SciRNCan #FemmesEnSTIM #FillesEtScience #FeuxDeVégétation","https://instagram.fyvr3-1.fna.fbcdn.net/vp/77c18c08715bf8cc41b51ad4576a1507/5ADDA943/t51.2885-15/e35/16585052_132375543950435_5041930909855514624_n.jpg",false,0,"GraphImage","ressourcesnaturellescanada","[]","2017-02-24T10:31:49",4210755410,"[]","2017-02-24_10-31-49","[""femmesdescience"",""scirncan"",""femmesenstim"",""fillesetscience"",""feuxdevégétation""]",3,
"BQ6RWiyg8Hx",1457553745381671400,"Vous aimez les forêts? Emportez votre téléphone intelligent dans une forêt près de chez vous et filmez-vous en train d’expliquer l’énergie que vous donne la forêt – pour marquer la Journée internationale des forêts, le 21 mars.  #JournéeInternationaleDesForêts #forêts (anglais seulement)","https://instagram.fyvr3-1.fna.fbcdn.net/vp/e4b1c8d0311d6b786b131fd71a18df56/5AEA0264/t51.2885-15/e35/16788487_412977532369849_5374246032924213248_n.jpg",false,0,"GraphImage","ressourcesnaturellescanada","[]","2017-02-24T14:06:08",4210755410,"[]","2017-02-24_14-06-08","[""journéeinternationaledesforêts"",""forêts""]",4,
"BRBzx9SgYe7",1459675487679907800,"L’agente forestière Katalijn MacAfee fait la promotion de la science, des outils et des techniques du SCF pour aider les praticiens de la foresterie et de la régénération forestière \n#FemmesDeScience #FemmesEnSTIM #FillesEtScience #SciRNCan","https://instagram.fyvr3-1.fna.fbcdn.net/vp/6cbf8db0561afaeb82491bd0c14b9419/5AFABD77/t51.2885-15/e35/16908408_1617441248280939_5565421873447043072_n.jpg",false,0,"GraphImage","ressourcesnaturellescanada","[]","2017-02-27T12:21:39",4210755410,"[]","2017-02-27_12-21-39","[""femmesdescience"",""femmesenstim"",""fillesetscience"",""scirncan""]",2,
"BRDxJoSAaEx",1460226870204277000,"Selon l’entomologiste Johanne Delisle, la science est un privilège qui permet de satisfaire sa curiosité et de réussir de super découvertes. \nSon travail porte sur l’acquisition d’une connaissance de base de la #Tordeuse et du cycle épidémique de l’arpenteuse de la pruche. \n#FemmesDeScience #FemmesEnSTIM #FillesEtScience #SciRNCan","https://instagram.fyvr3-1.fna.fbcdn.net/vp/8da39cd789554ef4ae968099356b1b6b/5AE76372/t51.2885-15/e35/17076146_654846481354595_1755953162281287680_n.jpg",false,0,"GraphImage","ressourcesnaturellescanada","[]","2017-02-28T06:37:09",4210755410,"[]","2017-02-28_06-37-09","[""tordeuse"",""femmesdescience"",""femmesenstim"",""fillesetscience"",""scirncan""]",4,
"BRDyheWgPRU",1460232906856264700,"Catherine McNalty et Cindy Shaw prélèvent des \néchantillons pour informer sur la régénération forestière dans un manuel d’indice de régénération du sol forestier #FemmesDeScience #FemmesEnSTIM #FillesEtScience #SciRNCan","https://instagram.fyvr3-1.fna.fbcdn.net/vp/fe1b595adf5dea076237ade767745d51/5AE5AECC/t51.2885-15/e35/16908500_177465406085797_5222219536563961856_n.jpg",false,0,"GraphImage","ressourcesnaturellescanada","[]","2017-02-28T06:49:09",4210755410,"[]","2017-02-28_06-49-09","[""femmesdescience"",""femmesenstim"",""fillesetscience"",""scirncan""]",2,
"BRG3TyugSbZ",1461098381823780600,"Spécialiste en catalyse et en ingénierie des réactions, Cecile Siewe, Ph. D., est DG de CanmetÉNERGIE. \nSon labo se penche sur le développement de technologies pour plusieurs options d’#ÉnergiePropre.\n#FemmesDeScience #FemmesEnSTIM #FillesEtScience #SciRNCan","https://instagram.fyvr3-1.fna.fbcdn.net/vp/2412adf109a2540be523ae9f2eb475ca/5AFEFC90/t51.2885-15/e35/16464018_1646450758994484_3188767046934462464_n.jpg",false,0,"GraphImage","ressourcesnaturellescanada","[]","2017-03-01T11:28:41",4210755410,"[]","2017-03-01_11-28-41","[""énergiepropre"",""femmesdescience"",""femmesenstim"",""fillesetscience"",""scirncan""]",3,
"BRLZuBgAhkS",1462375617881315600,"Roberta Bondar, 1re Canadienne à aller dans l’espace, a travaillé au Centre de foresterie des Grands Lacs de RNCan. \nEn 1963, elle a été embauchée comme étudiante pour travailler sur la livrée des forêts. \nRoberta Bondar, Ph. D., a visité le CFGL peu après son retour de l’espace et a reçu une broche représentant une #Tordeuse. \n#Anecdote #FemmesDeScience #FemmesEnSTIM #FillesEtScience #SciRNCan","https://instagram.fyvr3-1.fna.fbcdn.net/vp/fecd5b851dc1db44586a5a79a20c7486/5ADE83D4/t51.2885-15/e35/17076641_1640305082651981_6988899267997859840_n.jpg",false,0,"GraphSidecar","ressourcesnaturellescanada","[]","2017-03-03T05:46:20",4210755410,"[]","2017-03-03_05-46-20","[""tordeuse"",""anecdote"",""femmesdescience"",""femmesenstim"",""fillesetscience"",""scirncan""]",2,
"BRLaHY7AC5E",1462377361017155000,"La chercheuse scientifique de CanmetMATÉRIAUX Irina Pushkareva fait de la science parce qu’elle adore « résoudre des problèmes complexes touchant les matériaux ». #FemmesDeScience #FemmesEnSTIM #FillesEtScience #SciRNCan","https://instagram.fyvr3-1.fna.fbcdn.net/vp/7a20839fccee1eb4cd54f5c71c651cc9/5AFAC844/t51.2885-15/e35/17076488_261109881003468_1993607047232356352_n.jpg",false,0,"GraphImage","ressourcesnaturellescanada","[]","2017-03-03T05:49:47",4210755410,"[]","2017-03-03_05-49-47","[""femmesdescience"",""femmesenstim"",""fillesetscience"",""scirncan""]",2,
"BRLaXnKgS_Z",1462378475821281300,"La scientifique Amanda Roe, Ph. D., étudie la génétique et la génomique des insectes exotiques et indigènes qui ravagent les forêts. \n#FemmesDeScience #FemmesEnSTIM #FillesEtScience #SciRNCan","https://instagram.fyvr3-1.fna.fbcdn.net/vp/47b969449950e4bbafe7bc1a3f31b83e/5AF8306F/t51.2885-15/e35/16908463_1895929077350257_3124208766443061248_n.jpg",false,0,"GraphImage","ressourcesnaturellescanada","[]","2017-03-03T05:52:00",4210755410,"[]","2017-03-03_05-52-00","[""femmesdescience"",""femmesenstim"",""fillesetscience"",""scirncan""]",3,
"BRWl_yXgd3j",1465525839885098500,"Voici la spécialiste en recherche sur les feux de forêts Chelene Hanes! Elle étudie les dangers et comportements des feux à l’aide d’outils d’analyse spatiale.\n\n#FemmesDeScience #FemmesEnSTIM #FillesEtScience #SciRNCan","https://instagram.fyvr3-1.fna.fbcdn.net/vp/b35c2128fdb256033e21cb334c0bb501/5AF7C375/t51.2885-15/e35/17126240_1650150735287277_8694475556273520640_n.jpg",false,0,"GraphImage","ressourcesnaturellescanada","[]","2017-03-07T14:05:15",4210755410,"[]","2017-03-07_14-05-15","[""femmesdescience"",""femmesenstim"",""fillesetscience"",""scirncan""]",2,
"BRWmMiUAs3x",1465526715999768000,"Rencontrez Nikole Bingham-Koslowski, géologue des bassins sédimentaires. Sa recherche aide à démêler la géologie et l'évolution de la marge atlantique du Canada.\n\n#FemmesDeScience #FemmesEnSTIM #FillesEtScience #SciRNCan","https://instagram.fyvr3-1.fna.fbcdn.net/vp/91f49b13a3b96f47b743624d37f5ac2f/5ADE434F/t51.2885-15/e35/17075881_1299306366790466_4265495110155763712_n.jpg",false,0,"GraphImage","ressourcesnaturellescanada","[]","2017-03-07T14:07:00",4210755410,"[]","2017-03-07_14-07-00","[""femmesdescience"",""femmesenstim"",""fillesetscience"",""scirncan""]",2,
"BRWmUt-A0nR",1465527278271416800,"La scientifique de RNCan Lisa Nykolaishen utilise un GPS pour mesurer les mouvements de la croûte causés par des processus tectoniques qui provoquent des séismes près d’Haida Gwaii, C.-B.  #FemmesDeScience #FemmesEnSTIM #FillesEtScience #SciRNCan","https://instagram.fyvr3-1.fna.fbcdn.net/vp/6dc9a25a4dae9492820893d4eefbfb51/5AF279CF/t51.2885-15/e35/17126439_388912131491112_4636928344384864256_n.jpg",false,0,"GraphImage","ressourcesnaturellescanada","[]","2017-03-07T14:08:07",4210755410,"[]","2017-03-07_14-08-07","[""femmesdescience"",""femmesenstim"",""fillesetscience"",""scirncan""]",2,
"BRYtsWWggLB",1466122638459011800,"Pourquoi Joanne White aime-t-elle la science? « Je suis naturellement curieuse, et je veux que mon travail ait du sens. »\n\nSpécialiste en télédétection des dynamiques forestières, Joanne repère les changements dans l'étendue et la santé des forêts du Canada\n\n#FemmesDeScience #FemmesEnSTIM #FillesEtScience #SciRNCan","https://instagram.fyvr3-1.fna.fbcdn.net/vp/10f85782585b6d02541c04dac73219d2/5AD8F6DE/t51.2885-15/e35/17077157_386542605035344_7996389490585239552_n.jpg",false,0,"GraphImage","ressourcesnaturellescanada","[]","2017-03-08T09:50:59",4210755410,"[]","2017-03-08_09-50-59","[""femmesdescience"",""femmesenstim"",""fillesetscience"",""scirncan""]",3,
"BRYtyh5ASH3",1466123063165788700,"Bonne #Journéeinternationaledelafemme!\n\nMerci de célébrer les femmes de science de RNCan avec nous!\n\n#FemmesDeScience #Journéeinternationaledelafemme #FemmesEnSTIM #FillesEtScience #SciRNCan","https://instagram.fyvr3-1.fna.fbcdn.net/vp/5fddd47d068e12500535679ab9adde7b/5AE0898E/t51.2885-15/e35/17125503_1876390649269306_2797155575312416768_n.jpg",false,0,"GraphImage","ressourcesnaturellescanada","[]","2017-03-08T09:51:50",4210755410,"[]","2017-03-08_09-51-50","[""journéeinternationaledelafemme"",""femmesdescience"",""journéeinternationaledelafemme"",""femmesenstim"",""fillesetscience"",""scirncan""]",6,
"BRYt2z5ApvM",1466123357371145200,"La s.p. Rudd parle de l'imp. d'attirer + de femmes à des postes de direction pour mener la révolution #ÉnergiePropre","https://instagram.fyvr3-1.fna.fbcdn.net/vp/087f2088e09576341f1307b497addd19/5AF04E3A/t51.2885-15/e35/17126222_1453762734655285_4368429017926205440_n.jpg",false,0,"GraphImage","ressourcesnaturellescanada","[]","2017-03-08T09:52:25",4210755410,"[]","2017-03-08_09-52-25","[""énergiepropre""]",1,
"BRYt9qbA4Ip",1466123828240548400,"Le min. Carr rencontre le PDG de Hess Corporationpour discuter des persp. du #Pétrole et du #Gazaux É.-U. et des implications au #Canada #Houston #HOU #CERAWeek","https://instagram.fyvr3-1.fna.fbcdn.net/vp/1ac30ba871c2ab1aa67ea59eb01f34ca/5AE76337/t51.2885-15/e35/17127152_294421524308208_2108895016112881664_n.jpg",false,0,"GraphImage","ressourcesnaturellescanada","[]","2017-03-08T09:53:21",4210755410,"[]","2017-03-08_09-53-21","[""pétrole"",""gazaux"",""canada"",""houston"",""hou"",""ceraweek""]",2,
