Unnamed: 0,owner,created_at,id,post_id,text_cleaned,hashtags,urls,text_filtered,text_tokenized,text_stemmed
23,"{""username"":""pierre.gravelle"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/18298816_301209626958984_1774565493252816896_a.jpg"",""id"":""2118093691""}",1477610242,1.78538e+16,2016-10-27_07-49-44,,['#ecccbreadandbutter'],[],nan,['nan'],[u'nan']
24,"{""username"":""canenvironment"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/25024470_1534401366647809_3883762243703144448_n.jpg"",""id"":""3913900802""}",1477579812,1.78436e+16,2016-10-27_07-49-44,,"['#Throwback', '#WinterWeather', '#Weather', '#WinterIsComing', '#PhotoOfTheDay', '#NoFilterNeeded', '#NoFilter', '#WeatherStation', '#ExploreBC', '#BC', '#Vancouver', '#Whistler', '#CanadianWinter']",[],nan,['nan'],[u'nan']
25,"{""username"":""pierre.gravelle"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/18298816_301209626958984_1774565493252816896_a.jpg"",""id"":""2118093691""}",1477695234,1.78438e+16,2016-10-28_07-53-53,,['#ecccbreadandbutter'],[],nan,['nan'],[u'nan']
26,"{""username"":""canenvironment"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/25024470_1534401366647809_3883762243703144448_n.jpg"",""id"":""3913900802""}",1477687219,1.78437e+16,2016-10-28_07-53-53,Thanks ! Come back everyday for more amazing photos,[],[],Thanks Come back everyday amazing photos,"['Thanks', 'Come', 'back', 'everyday', 'amazing', 'photos']","[u'thank', u'come', u'back', u'everyday', u'amaz', u'photo']"
27,"{""username"":""krago_official"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/12292703_197781987228498_1139119416_a.jpg"",""id"":""2317851561""}",1477681696,1.78547e+16,2016-10-28_07-53-53,Gorgeous,[],[],Gorgeous,['Gorgeous'],[u'gorgeous']
28,"{""username"":""canenvironment"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/25024470_1534401366647809_3883762243703144448_n.jpg"",""id"":""3913900802""}",1477666502,1.78547e+16,2016-10-28_07-53-53,,"['#Vancouver', '#VancouverIsland', '#ExploreBC', '#Lighthouse', '#LightStation', '#Helicopter', '#WestCoast', '#PhotoOfTheDay', '#PacificOcean', '#Pacific', '#CanadianCoastGuard', '#CanEnvironment']",[],nan,['nan'],[u'nan']
29,"{""username"":""canenvironment"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/25024470_1534401366647809_3883762243703144448_n.jpg"",""id"":""3913900802""}",1477921638,1.78642e+16,2016-10-31_06-46-48,,"['#Halloween', '#Spooky', '#Owl', '#Owls', '#InstaOwls', '#InstaBirds', '#OwlsOfInstagram', '#PhotoOfTheDay', '#Reconyx', '#Wildlife', '#Canada', '#CanEnvironment', '#Enviroween']",[],nan,['nan'],[u'nan']
30,"{""username"":""canenvironment"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/25024470_1534401366647809_3883762243703144448_n.jpg"",""id"":""3913900802""}",1478018651,1.78438e+16,2016-11-01_09-43-38,,"['#Biologists', '#MigratoryBirds', '#BirdYear', '#InstaScience', '#BirdLovers', '#Wildlife', '#NewBrunswick', '#NB', '#Atlantic', '#Whimbrel', '#BirdNerds', '#WinterIsComing', '#CanEnvironment']",[],nan,['nan'],[u'nan']
31,"{""username"":""canenvironment"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/25024470_1534401366647809_3883762243703144448_n.jpg"",""id"":""3913900802""}",1478628927,1.78651e+16,2016-11-02_07-14-50,,"['#PhotoOfTheDay', '#DYI', '#BiologistsOfInstagram', '#WildlifeWednesday', '#BiologistLife', '#Construction', '#LastMountainLake', '#NationalWildlifeArea', '#Wetland', '#TeamWork', '#HustleHard', '#CanEnvironment', '#Saskatchewan']",[],nan,['nan'],[u'nan']
32,"{""username"":""sue_vue"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/12798136_493632827486612_354749159_a.jpg"",""id"":""1485739187""}",1478101572,1.78644e+16,2016-11-02_07-14-50,is such an important place! TFS Kerry!,['#lastmountainlake'],[],important place TFS Kerry,"['important', 'place', 'TFS', 'Kerry']","[u'import', u'place', u'tfs', u'kerri']"
33,"{""username"":""lalonde.b"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/17333347_1689076991384956_6027792085162131456_a.jpg"",""id"":""3246949730""}",1478783146,1.78451e+16,2016-11-03_09-01-16,Awesome hat,[],[],Awesome hat,"['Awesome', 'hat']","[u'awesom', u'hat']"
34,"{""username"":""zooford"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/11377802_1599804436953308_1032186958_a.jpg"",""id"":""234010642""}",1478299198,1.78434e+16,2016-11-03_09-01-16,,['#CABINRCBA'],[],nan,['nan'],[u'nan']
35,"{""username"":""canenvironment"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/25024470_1534401366647809_3883762243703144448_n.jpg"",""id"":""3913900802""}",1478188911,1.78646e+16,2016-11-03_09-01-16,,"['#InstaScience', '#ScienceFun', '#Scientist', '#Scientists', '#ScientistLife', '#Conservation', '#Invertebrates', '#Insects', '#InsectsOfInstagram', '#CapeBreton', '#NovaScotia', '#FreshWater', '#FallColors', '#CanEnvironment']",[],nan,['nan'],[u'nan']
36,"{""username"":""canenvironment"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/25024470_1534401366647809_3883762243703144448_n.jpg"",""id"":""3913900802""}",1478263234,1.7844e+16,2016-11-04_05-38-21,,"['#HamOnt', '#CleanWater', '#GreatLakes', '#GoodNews', '#Ontario', '#RandleReef', '#Fish', '#Tourism', '#DiscoverOn', '#DiscoverOntario', '#Friyay']",[],nan,['nan'],[u'nan']
37,"{""username"":""canenvironment"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/25024470_1534401366647809_3883762243703144448_n.jpg"",""id"":""3913900802""}",1478533284,1.78442e+16,2016-11-07_07-40-58,,"['#HugABearDay', '#Caribou', '#Tundra', '#HudsonBay', '#Ontario', '#DiscoverOntario', '#Monday', '#PhotoOfTheDay', '#Wildlife', '#WildlifePhotography', '#WildAnimal', '#ConservationPhotography', '#InstaWild', '#CanEnvironment', '#NoFilter']",[],nan,['nan'],[u'nan']
38,"{""username"":""sue_vue"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/12798136_493632827486612_354749159_a.jpg"",""id"":""1485739187""}",1478647335,1.78548e+16,2016-11-08_07-13-04,You guys are superheros! Go Kerry!,[],[],guys superheros Go Kerry,"['guys', 'superheros', 'Go', 'Kerry']","[u'guy', u'superhero', 'go', u'kerri']"
39,"{""username"":""danieljvermeulen"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/25019168_563866480630171_7202625903027814400_n.jpg"",""id"":""327904616""}",1478624941,1.78547e+16,2016-11-08_07-13-04,Still jealous that you get to do this each year,[],[],Still jealous get year,"['Still', 'jealous', 'get', 'year']","[u'still', u'jealous', u'get', u'year']"
40,"{""username"":""canenvironment"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/25024470_1534401366647809_3883762243703144448_n.jpg"",""id"":""3913900802""}",1478618012,1.78654e+16,2016-11-08_07-13-04,,"['#Throwback', '#TBT', '#ThrowbackTuesday', '#BiologistLife', '#Biologist', '#LastMountainLake', '#Saskatchewan', '#ExploreSask', '#NationalWildlifeArea', '#Habitat', '#PrescribedFire', '#NoFilter', '#Fire', '#Wildlife', '#ConservationPhotography', '#WildlifePhotography', '#InstaWild']",[],nan,['nan'],[u'nan']
41,"{""username"":""canenvironment"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/25024470_1534401366647809_3883762243703144448_n.jpg"",""id"":""3913900802""}",1478882617,1.78442e+16,2016-11-09_08-35-13,,['#supersnazzy'],[],nan,['nan'],[u'nan']
42,"{""username"":""clmsanderson"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/20184472_1710377655938753_1160665107303235584_a.jpg"",""id"":""616185445""}",1478827803,1.78646e+16,2016-11-09_08-35-13,Hi Henry!,[],[],Hi Henry,"['Hi', 'Henry']","['hi', u'henri']"
43,"{""username"":""canenvironment"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/25024470_1534401366647809_3883762243703144448_n.jpg"",""id"":""3913900802""}",1478796846,1.78442e+16,2016-11-09_08-35-13,المغرب مراكش,"['#', '#']",[],,[],[]
44,"{""username"":""canenvironment"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/25024470_1534401366647809_3883762243703144448_n.jpg"",""id"":""3913900802""}",1478798862,1.78442e+16,2016-11-10_09-27-12,,"['#WorldScienceDay', '#Science', '#InstaScience', '#ScientistLife', '#Scientist', '#Scientists', '#Laboratory', '#ScienceIsFun', '#OnABoat', '#CanEnvironment', '#PhotoOfTheDay', '#BurlOnt', '#Burlington', '#BoatLife', '#FieldWork', '#CanadianCoastGouard', '#Limnology', '#GreatLakes']",[],nan,['nan'],[u'nan']
45,"{""username"":""canenvironment"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/25024470_1534401366647809_3883762243703144448_n.jpg"",""id"":""3913900802""}",1478799088,1.78443e+16,2016-11-10_09-28-34,,"['#WorldScienceDay', '#Science', '#InstaScience', '#ScientistLife', '#Scientist', '#Scientists', '#Laboratory', '#ScienceIsFun', '#OnABoat', '#CanEnvironment', '#PhotoOfTheDay', '#BurlOnt', '#Burlington', '#BoatLife', '#FieldWork', '#CanadianCoastGouard', '#Limnology', '#GreatLakes']",[],nan,['nan'],[u'nan']
46,"{""username"":""signordal"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/12905077_1685397655054239_973691598_a.jpg"",""id"":""1645227289""}",1478952778,1.78655e+16,2016-11-11_09-17-23,,[],[],nan,['nan'],[u'nan']
47,"{""username"":""hommie789"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/11821737_506052616215913_888934121_a.jpg"",""id"":""145225736""}",1478894800,1.78593e+16,2016-11-11_09-17-23,"Climate -friendly? That only is applicable if you know the source of the electricity and the plant making the bus, also battery manufacturing is a HUGE problem for the environment but as long as you think your doing all you can for the environment by riding an electric bus good for you.",[],[],Climate friendly applicable know source electricity plant making bus also battery manufacturing HUGE problem environment long think environment riding electric bus good,"['Climate', 'friendly', 'applicable', 'know', 'source', 'electricity', 'plant', 'making', 'bus', 'also', 'battery', 'manufacturing', 'HUGE', 'problem', 'environment', 'long', 'think', 'environment', 'riding', 'electric', 'bus', 'good']","[u'climat', u'friend', u'applic', u'know', u'sourc', u'electr', u'plant', u'make', u'bus', u'also', u'batteri', u'manufactur', u'huge', u'problem', u'environ', u'long', u'think', u'environ', u'ride', u'electr', u'bus', u'good']"
48,"{""username"":""canenvironment"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/25024470_1534401366647809_3883762243703144448_n.jpg"",""id"":""3913900802""}",1478884868,1.78444e+16,2016-11-11_09-17-23,المغرب مراكش,"['#', '#', '#ClimateChange', '#COP22CAN', '#BehindTheScenes']",[],,[],[]
49,"{""username"":""alexarosecarlin"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/25021617_1928698607446071_7020882562306277376_n.jpg"",""id"":""749079278""}",1479138176,1.78661e+16,2016-11-12_07-59-46,Thank you for being YOU!,[],[],Thank,['Thank'],[u'thank']
50,"{""username"":""_kevy_93_"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/22069794_1241797192593260_6765894717629530112_n.jpg"",""id"":""540335262""}",1479000822,1.78542e+16,2016-11-12_07-59-46,"Its amazing! We had this at my work at Bestbuy, very interesting technology",[],[],amazing work Bestbuy interesting technology,"['amazing', 'work', 'Bestbuy', 'interesting', 'technology']","[u'amaz', u'work', u'bestbuy', u'interest', u'technolog']"
51,"{""username"":""canenvironment"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/25024470_1534401366647809_3883762243703144448_n.jpg"",""id"":""3913900802""}",1478966969,1.78544e+16,2016-11-12_07-59-46,,"['#HandsomeHenry', '#SuperSnazzy', '#COP22CAN', '#CanEnvironment']",[],nan,['nan'],[u'nan']
52,"{""username"":""cathmckennaottcen"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/23416543_736222733253374_2409800553719660544_n.jpg"",""id"":""1385225463""}",1479233620,1.78556e+16,2016-11-15_08-04-44,Looking forward to it! 🤗,[],[],Looking forward,"['Looking', 'forward']","[u'look', u'forward']"
53,"{""username"":""sue_vue"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/12798136_493632827486612_354749159_a.jpg"",""id"":""1485739187""}",1479226217,1.78654e+16,2016-11-15_08-04-44,Looking good my friend!,[],[],Looking good friend,"['Looking', 'good', 'friend']","[u'look', u'good', u'friend']"
54,"{""username"":""oysterboyz"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/19985737_1712121002431208_1414970550396125184_a.jpg"",""id"":""1515465666""}",1479452020,1.78658e+16,2016-11-15_15-24-56,Thanks! I'm just sitting at waiting for those NCR jobs to land on my lap. Hahaha,[],[],Thanks sitting waiting NCR jobs land lap Hahaha,"['Thanks', 'sitting', 'waiting', 'NCR', 'jobs', 'land', 'lap', 'Hahaha']","[u'thank', u'sit', u'wait', u'ncr', u'job', u'land', u'lap', u'hahaha']"
55,"{""username"":""canenvironment"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/25024470_1534401366647809_3883762243703144448_n.jpg"",""id"":""3913900802""}",1479329277,1.78444e+16,2016-11-15_15-24-56,just keep an eye on jobs.gc.ca! We do have offices in PYR!,[],[],keep eye jobs gc ca offices PYR,"['keep', 'eye', 'jobs', 'gc', 'ca', 'offices', 'PYR']","[u'keep', u'eye', u'job', 'gc', 'ca', u'offic', u'pyr']"
56,"{""username"":""oysterboyz"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/19985737_1712121002431208_1414970550396125184_a.jpg"",""id"":""1515465666""}",1479255943,1.78455e+16,2016-11-15_15-24-56,Oh man... What skills do I need to get this job at ECCC? Can I do this from PYR?,[],[],Oh man skills need get job ECCC PYR,"['Oh', 'man', 'skills', 'need', 'get', 'job', 'ECCC', 'PYR']","['oh', u'man', u'skill', u'need', u'get', u'job', u'eccc', u'pyr']"
57,"{""username"":""clodie26"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/23164175_1541297632625324_4640385745813504000_n.jpg"",""id"":""17586324""}",1479346125,1.78556e+16,2016-11-16_15-43-40,Hey c'est PJ! Enjoy!,[],[],Hey est PJ Enjoy,"['Hey', 'est', 'PJ', 'Enjoy']","[u'hey', u'est', 'pj', u'enjoy']"
58,"{""username"":""canenvironment"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/25024470_1534401366647809_3883762243703144448_n.jpg"",""id"":""3913900802""}",1479580757,1.78456e+16,2016-11-19_10-38-50,,"['#YouthClimateAction', '#ClimateAction', '#CanClimateAction', '#ActOnClimate', '#ClimateSolution', '#Canada', '#CanYouth', '#CanadianYouth', '#CanEnvironment', '#Environment']",[],nan,['nan'],[u'nan']
59,"{""username"":""canenvironment"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/25024470_1534401366647809_3883762243703144448_n.jpg"",""id"":""3913900802""}",1479762533,1.78658e+16,2016-11-21_13-07-32,,"['#ActionTime', '#CanadianYouth', '#Youth', '#Canadians', '#Canada', '#ClimateAction', '#ClimateChange', '#ClimateTalk', '#ClimateSolution', '#Climate', '#Environment']",[],nan,['nan'],[u'nan']
