,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,id,retweet_count,favorite_count,created_at,full_text_cleaned,hashtags,urls,text_filtered,text_tokenized,text_stemmed,text_original,text_sentiment_original_scores,text_sentiment_original_scores_type,category
10,10,10,10,857731152697856003,0,0,2017-04-27 23:00:17,Séance d’info sur PSES pour le site de la à h ce soir au Café du musée. Vous êtes tous les bienvenus.,['#MineGiant'],['https://t.co/s81tWJJonk'],ance info sur PSES pour le site de la MineGiant 19 ce soir au du Vous tous les bienvenus https co s81tWJJonk,"['ance', 'info', 'sur', 'PSES', 'pour', 'le', 'site', 'de', 'la', 'MineGiant', '19', 'ce', 'soir', 'au', 'du', 'Vous', 'tous', 'les', 'bienvenus', 'https', 'co', 's81tWJJonk']","[u'anc', u'info', u'sur', u'pses', u'pour', 'le', u'site', 'de', 'la', u'minegi', '19', 'ce', u'soir', 'au', 'du', u'vous', u'tous', u'les', u'bienvenus', u'https', 'co', u's81twjjonk']",Séance d’info sur PSES pour le site de la #MineGiant à 19 h ce soir au Café du musée. Vous êtes tous les bienvenus. https://t.co/s81tWJJonk,0.0,Neutral,Social
11,11,11,11,856628135193915393,1,0,2017-04-24 21:57:17,: Vous voulez en savoir plus sur le PSES? Joignez-vous à le Dr Chan à h le avril au Café du musée à Yellowknife. https:/…,[],[],RT MineGiant Vous voulez en savoir plus sur le PSES Joignez vous le Dr Chan 19 le 27 avril au du Yellowknife https,"['RT', 'MineGiant', 'Vous', 'voulez', 'en', 'savoir', 'plus', 'sur', 'le', 'PSES', 'Joignez', 'vous', 'le', 'Dr', 'Chan', '19', 'le', '27', 'avril', 'au', 'du', 'Yellowknife', 'https']","['rt', u'minegi', u'vous', u'voulez', 'en', u'savoir', u'plus', u'sur', 'le', u'pses', u'joignez', u'vous', 'le', 'dr', u'chan', '19', 'le', '27', u'avril', 'au', 'du', u'yellowknif', u'https']",RT @MineGiant: Vous voulez en savoir plus sur le PSES? Joignez-vous à le Dr Chan à 19 h le 27 avril au Café du musée à Yellowknife. https:/…,0.0,Neutral,Social
12,12,12,12,854756610534670337,1,0,2017-04-19 18:00:31,Vous voulez en savoir plus sur le PSES? Joignez-vous à le Dr Chan à h le avril au Café du musée à Yellowknife.,[],['https://t.co/eYWrhbHS3O'],Vous voulez en savoir plus sur le PSES Joignez vous le Dr Chan 19 le 27 avril au du Yellowknife https co eYWrhbHS3O,"['Vous', 'voulez', 'en', 'savoir', 'plus', 'sur', 'le', 'PSES', 'Joignez', 'vous', 'le', 'Dr', 'Chan', '19', 'le', '27', 'avril', 'au', 'du', 'Yellowknife', 'https', 'co', 'eYWrhbHS3O']","[u'vous', u'voulez', 'en', u'savoir', u'plus', u'sur', 'le', u'pses', u'joignez', u'vous', 'le', 'dr', u'chan', '19', 'le', '27', u'avril', 'au', 'du', u'yellowknif', u'https', 'co', u'eywrhbhs3o']",Vous voulez en savoir plus sur le PSES? Joignez-vous à le Dr Chan à 19 h le 27 avril au Café du musée à Yellowknife. https://t.co/eYWrhbHS3O,0.0,Neutral,Social
13,13,13,13,837332127708479488,1,0,2017-03-02 16:01:50,"Tribune publique sur le site . Ce soir, h, au Café du Musée à Yellowknife. Bienvenue.",['#MineGiant'],"['https://t.co/9der68Sevj', 'https://t.co/DANhkcazc3']",Tribune publique sur le site MineGiant Ce soir 19 au du Yellowknife Bienvenue https co 9der68Sevj https co DANhkcazc3,"['Tribune', 'publique', 'sur', 'le', 'site', 'MineGiant', 'Ce', 'soir', '19', 'au', 'du', 'Yellowknife', 'Bienvenue', 'https', 'co', '9der68Sevj', 'https', 'co', 'DANhkcazc3']","[u'tribun', u'publiqu', u'sur', 'le', u'site', u'minegi', 'ce', u'soir', '19', 'au', 'du', u'yellowknif', u'bienvenu', u'https', 'co', u'9der68sevj', u'https', 'co', u'danhkcazc3']","Tribune publique sur le site #MineGiant. Ce soir, 19 h, au Café du Musée à Yellowknife. Bienvenue. https://t.co/9der68Sevj https://t.co/DANhkcazc3",0.0,Neutral,Social
14,14,14,14,836290124757499905,0,0,2017-02-27 19:01:17,"Tribune publique sur le site . Le mars, h, au Café du Musée, à Yellowknife.",['#MineGiant'],"['https://t.co/9der68Sevj', 'https://t.co/GaqSnSXeHw']",Tribune publique sur le site MineGiant Le mars 19 au du Yellowknife https co 9der68Sevj https co GaqSnSXeHw,"['Tribune', 'publique', 'sur', 'le', 'site', 'MineGiant', 'Le', 'mars', '19', 'au', 'du', 'Yellowknife', 'https', 'co', '9der68Sevj', 'https', 'co', 'GaqSnSXeHw']","[u'tribun', u'publiqu', u'sur', 'le', u'site', u'minegi', 'le', u'mar', '19', 'au', 'du', u'yellowknif', u'https', 'co', u'9der68sevj', u'https', 'co', u'gaqsnsxehw']","Tribune publique sur le  site #MineGiant. Le 2 mars, 19 h, au Café du Musée, à Yellowknife.  https://t.co/9der68Sevj https://t.co/GaqSnSXeHw",0.0,Neutral,Social
15,15,15,15,834432834605572097,1,0,2017-02-22 16:01:05,"Tribune publique sur le site . Le mars, h, au Café du Musée, à Yellowknife.",['#MineGiant'],"['https://t.co/9der68Sevj', 'https://t.co/DYh5cORDsq']",Tribune publique sur le site MineGiant Le mars 19 au du Yellowknife https co 9der68Sevj https co DYh5cORDsq,"['Tribune', 'publique', 'sur', 'le', 'site', 'MineGiant', 'Le', 'mars', '19', 'au', 'du', 'Yellowknife', 'https', 'co', '9der68Sevj', 'https', 'co', 'DYh5cORDsq']","[u'tribun', u'publiqu', u'sur', 'le', u'site', u'minegi', 'le', u'mar', '19', 'au', 'du', u'yellowknif', u'https', 'co', u'9der68sevj', u'https', 'co', u'dyh5cordsq']","Tribune publique sur le  site #MineGiant. Le 2 mars, 19 h, au Café du Musée, à Yellowknife. https://t.co/9der68Sevj https://t.co/DYh5cORDsq",0.0,Neutral,Environmental
16,16,16,16,811254988701896704,3,1,2016-12-20 17:00:36,"Le déc., des élèves de ont disséqué un poisson du Grand lac des Esclaves pour s’initier à la surveillance environnementale.",['#Yellowknife'],['https://t.co/QHh1n0qhoR'],Le 14 des ves de Yellowknife ont un poisson du Grand lac des Esclaves pour initier la surveillance environnementale https co QHh1n0qhoR,"['Le', '14', 'des', 'ves', 'de', 'Yellowknife', 'ont', 'un', 'poisson', 'du', 'Grand', 'lac', 'des', 'Esclaves', 'pour', 'initier', 'la', 'surveillance', 'environnementale', 'https', 'co', 'QHh1n0qhoR']","['le', '14', u'des', u'ves', 'de', u'yellowknif', u'ont', 'un', u'poisson', 'du', u'grand', u'lac', u'des', u'esclav', u'pour', u'initi', 'la', u'surveil', u'environnemental', u'https', 'co', u'qhh1n0qhor']","Le 14 déc., des élèves de #Yellowknife ont disséqué un poisson du Grand lac des Esclaves pour s’initier à la surveillance environnementale. https://t.co/QHh1n0qhoR",0.5,Positive,Environmental
17,17,17,17,795672308593684484,0,0,2016-11-07 17:00:35,Les travaux de l’été incluent la déconstruction de bâtiments. Apprenez-en plus ici :,[],['https://t.co/SH9U0RHez5'],Les travaux de incluent la construction de timents Apprenez en plus ici https co SH9U0RHez5,"['Les', 'travaux', 'de', 'incluent', 'la', 'construction', 'de', 'timents', 'Apprenez', 'en', 'plus', 'ici', 'https', 'co', 'SH9U0RHez5']","[u'les', u'travaux', 'de', u'incluent', 'la', u'construct', 'de', u'timent', u'apprenez', 'en', u'plus', u'ici', u'https', 'co', u'sh9u0rhez5']",Les travaux de l’été incluent la déconstruction de 3 bâtiments. Apprenez-en plus ici : https://t.co/SH9U0RHez5,0.0,Neutral,Social
18,18,18,18,791658251335106560,0,0,2016-10-27 15:10:10,Félicitations à .!,[],['https://t.co/I5ODptqh7e'],licitations AECOM https co I5ODptqh7e,"['licitations', 'AECOM', 'https', 'co', 'I5ODptqh7e']","[u'licit', u'aecom', u'https', 'co', u'i5odptqh7']",Félicitations à .@AECOM!  https://t.co/I5ODptqh7e,0.0,Neutral,Social
19,19,19,19,790586930685763585,1,0,2016-10-24 16:13:07,: La a besoin de petites quantités d’aliments récoltés dans la région. Voir la photo ci-jointe pour obtenir des dét…,[],[],RT MineGiant La MineGiant besoin de petites aliments dans la gion Voir la photo ci jointe pour obtenir des,"['RT', 'MineGiant', 'La', 'MineGiant', 'besoin', 'de', 'petites', 'aliments', 'dans', 'la', 'gion', 'Voir', 'la', 'photo', 'ci', 'jointe', 'pour', 'obtenir', 'des']","['rt', u'minegi', 'la', u'minegi', u'besoin', 'de', u'petit', u'aliment', u'dan', 'la', u'gion', u'voir', 'la', u'photo', 'ci', u'joint', u'pour', u'obtenir', u'des']",RT @MineGiant: La @MineGiant a besoin de petites quantités d’aliments récoltés dans la région. Voir la photo ci-jointe pour obtenir des dét…,0.0,Neutral,Social
20,20,20,20,788092378158604292,1,0,2016-10-17 19:00:39,La a besoin de petites quantités d’aliments récoltés dans la région. Voir la photo ci-jointe pour obtenir des détails.,[],['https://t.co/qp2289mRnr'],La MineGiant besoin de petites aliments dans la gion Voir la photo ci jointe pour obtenir des tails https co qp2289mRnr,"['La', 'MineGiant', 'besoin', 'de', 'petites', 'aliments', 'dans', 'la', 'gion', 'Voir', 'la', 'photo', 'ci', 'jointe', 'pour', 'obtenir', 'des', 'tails', 'https', 'co', 'qp2289mRnr']","['la', u'minegi', u'besoin', 'de', u'petit', u'aliment', u'dan', 'la', u'gion', u'voir', 'la', u'photo', 'ci', u'joint', u'pour', u'obtenir', u'des', u'tail', u'https', 'co', u'qp2289mrnr']",La @MineGiant a besoin de petites quantités d’aliments récoltés dans la région. Voir la photo ci-jointe pour obtenir des détails. https://t.co/qp2289mRnr,0.0,Neutral,Social
21,21,21,21,783728620208590849,0,0,2016-10-05 18:00:38,Le dernier numéro du bulletin électronique de la mine Giant est maintenant en ligne! Lisez-le ici :,[],['https://t.co/ACkTUWOM3y'],Le dernier ro du bulletin lectronique de la mine Giant est maintenant en ligne Lisez le ici https co ACkTUWOM3y,"['Le', 'dernier', 'ro', 'du', 'bulletin', 'lectronique', 'de', 'la', 'mine', 'Giant', 'est', 'maintenant', 'en', 'ligne', 'Lisez', 'le', 'ici', 'https', 'co', 'ACkTUWOM3y']","['le', u'dernier', 'ro', 'du', u'bulletin', u'lectroniqu', 'de', 'la', u'mine', u'giant', u'est', u'mainten', 'en', u'lign', u'lisez', 'le', u'ici', u'https', 'co', u'acktuwom3i']",Le dernier numéro du bulletin électronique de la mine Giant est maintenant en ligne! Lisez-le ici : https://t.co/ACkTUWOM3y,0.0,Neutral,Social
22,22,22,22,759145627242622978,1,0,2016-07-29 21:56:36,: Travaillez comme agent des consultations dans les collectivités au ! AANC embauche à Yellowknife :,['#GdC'],['https://t.co/M4e8\xe2\x80\xa6'],RT GCAutochtones Travaillez comme agent des consultations dans les au GdC AANC embauche Yellowknife https co,"['RT', 'GCAutochtones', 'Travaillez', 'comme', 'agent', 'des', 'consultations', 'dans', 'les', 'au', 'GdC', 'AANC', 'embauche', 'Yellowknife', 'https', 'co']","['rt', u'gcautochton', u'travaillez', u'comm', u'agent', u'des', u'consult', u'dan', u'les', 'au', u'gdc', u'aanc', u'embauch', u'yellowknif', u'https', 'co']",RT @GCAutochtones: Travaillez comme agent des consultations dans les collectivités au #GdC! AANC embauche à Yellowknife : https://t.co/M4e8…,0.0,Neutral,Social
23,23,23,23,708095203249364992,0,0,2016-03-11 01:00:26,Natalie Plato parle à à la Journée de l’industrie de SPAC à le févr. D,['#YZF'],"['https://t.co/uQB3WCpgDM', 'https://t.co/fw4lyxw0F']",Natalie Plato parle GiantMine la de industrie de SPAC YZF le 25 vr https co uQB3WCpgDM https co fw4lyxw0FD,"['Natalie', 'Plato', 'parle', 'GiantMine', 'la', 'de', 'industrie', 'de', 'SPAC', 'YZF', 'le', '25', 'vr', 'https', 'co', 'uQB3WCpgDM', 'https', 'co', 'fw4lyxw0FD']","[u'natali', u'plato', u'parl', u'giantmin', 'la', 'de', u'industri', 'de', u'spac', u'yzf', 'le', '25', 'vr', u'https', 'co', u'uqb3wcpgdm', u'https', 'co', u'fw4lyxw0fd']",Natalie Plato parle à @GiantMine à la Journée de l’industrie de SPAC à #YZF le 25 févr. https://t.co/uQB3WCpgDM https://t.co/fw4lyxw0FD,0.0,Neutral,Economical
24,24,24,24,708095195305345025,0,0,2016-03-11 01:00:24,Le personnel d’AANC à la Journée de l’industrie de SPAC le févr. à .,['#YZF'],"['https://t.co/uQB3WCpgDM', 'https://t.co/XjVnv2evOt']",Le personnel AANC la de industrie de SPAC le 25 vr YZF https co uQB3WCpgDM https co XjVnv2evOt,"['Le', 'personnel', 'AANC', 'la', 'de', 'industrie', 'de', 'SPAC', 'le', '25', 'vr', 'YZF', 'https', 'co', 'uQB3WCpgDM', 'https', 'co', 'XjVnv2evOt']","['le', u'personnel', u'aanc', 'la', 'de', u'industri', 'de', u'spac', 'le', '25', 'vr', u'yzf', u'https', 'co', u'uqb3wcpgdm', u'https', 'co', u'xjvnv2evot']",Le personnel d’AANC à la Journée de l’industrie de SPAC le 25 févr. à #YZF.https://t.co/uQB3WCpgDM https://t.co/XjVnv2evOt,0.0,Neutral,Economical
25,25,25,25,705483003619897344,0,0,2016-03-03 20:00:29,"Tribune publique sur la stabilisation du site . Ce soir, h, au Café du Musée à Yellowknife. Tout le monde est bienvenu.",['#MineGiant'],[],Tribune publique sur la stabilisation du site MineGiant Ce soir 19 au du Yellowknife Tout le monde est bienvenu,"['Tribune', 'publique', 'sur', 'la', 'stabilisation', 'du', 'site', 'MineGiant', 'Ce', 'soir', '19', 'au', 'du', 'Yellowknife', 'Tout', 'le', 'monde', 'est', 'bienvenu']","[u'tribun', u'publiqu', u'sur', 'la', u'stabilis', 'du', u'site', u'minegi', 'ce', u'soir', '19', 'au', 'du', u'yellowknif', u'tout', 'le', u'mond', u'est', u'bienvenu']","Tribune publique sur la stabilisation du site #MineGiant. Ce soir, 19 h, au Café du Musée à Yellowknife. Tout le monde est bienvenu.",0.0,Neutral,Social
26,26,26,26,702551100549931009,0,0,2016-02-24 17:50:09,La Journée de l’industrie se tiendra le févr. 2016. Voyez pour infos sur le projet d’assainissement + occasions.,[],['https://t.co/W8JW80JmL7'],La de industrie se tiendra le vr 2016 Voyez https co W8JW80JmL7 pour infos sur le projet assainissement occasions,"['La', 'de', 'industrie', 'se', 'tiendra', 'le', 'vr', '2016', 'Voyez', 'https', 'co', 'W8JW80JmL7', 'pour', 'infos', 'sur', 'le', 'projet', 'assainissement', 'occasions']","['la', 'de', u'industri', 'se', u'tiendra', 'le', 'vr', u'2016', u'voyez', u'https', 'co', u'w8jw80jml7', u'pour', u'info', u'sur', 'le', u'projet', u'assainiss', u'occas']",La Journée de l’industrie se tiendra le 25 févr. 2016. Voyez https://t.co/W8JW80JmL7 pour infos sur le projet d’assainissement + occasions.,0.0,Neutral,Economical
27,27,27,27,702278056703037440,0,0,2016-02-23 23:45:11,"Tribune publique sur la stabilisation du site . Le mars, h, au Café du Musée, à Yellowknife.",['#MineGiant'],[],Tribune publique sur la stabilisation du site MineGiant Le mars 19 au du Yellowknife,"['Tribune', 'publique', 'sur', 'la', 'stabilisation', 'du', 'site', 'MineGiant', 'Le', 'mars', '19', 'au', 'du', 'Yellowknife']","[u'tribun', u'publiqu', u'sur', 'la', u'stabilis', 'du', u'site', u'minegi', 'le', u'mar', '19', 'au', 'du', u'yellowknif']","Tribune publique sur la stabilisation du site #MineGiant. Le 3 mars, 19 h, au Café du Musée, à Yellowknife.",0.0,Neutral,Social
28,28,28,28,700353804882046976,4,0,2016-02-18 16:18:53,": Joignez-vous à nous à Yellowknife! Journée de l’industrie, , févr.","['#industrie', '#NWT', '#YZF']",['https://t\xe2\x80\xa6'],RT Joignez vous nous Yellowknife de industrie MineGiant 25 vr industrie NWT YZF AADNCanada https,"['RT', 'Joignez', 'vous', 'nous', 'Yellowknife', 'de', 'industrie', 'MineGiant', '25', 'vr', 'industrie', 'NWT', 'YZF', 'AADNCanada', 'https']","['rt', u'joignez', u'vous', u'nous', u'yellowknif', 'de', u'industri', u'minegi', '25', 'vr', u'industri', u'nwt', u'yzf', u'aadncanada', u'https']","RT @TPSGC_PWGSC: Joignez-vous à nous à Yellowknife! Journée de l’industrie, @MineGiant, 25 févr. #industrie #NWT #YZF @AADNCanada https://t…",0.0,Neutral,Economical
29,29,29,29,697193407836463109,0,0,2016-02-09 23:00:36,La mobilization : activité cruciale pour l’assainissement. Plus sur la programme pour la conception de la surface :,[],['https://t.co/lKgAGvBtgk'],La mobilization cruciale pour assainissement Plus sur la programme pour la conception de la https co lKgAGvBtgk,"['La', 'mobilization', 'cruciale', 'pour', 'assainissement', 'Plus', 'sur', 'la', 'programme', 'pour', 'la', 'conception', 'de', 'la', 'https', 'co', 'lKgAGvBtgk']","['la', u'mobil', u'crucial', u'pour', u'assainiss', u'plus', u'sur', 'la', u'programm', u'pour', 'la', u'concept', 'de', 'la', u'https', 'co', u'lkgagvbtgk']",La mobilization : activité cruciale pour l’assainissement. Plus sur la programme pour la conception de la surface : https://t.co/lKgAGvBtgk,0.0,Neutral,Social
30,30,30,30,694649061278924800,0,0,2016-02-02 22:30:16,"En 2015, nous avons stabilisé six chambres souterraines avec presque 000 mètres cubes de pâte. En savoir plus :",[],['https://t.co/7EyRdwgS8t'],2015 nous avons six chambres souterraines avec presque 000 tres cubes de te En savoir https co 7EyRdwgS8t,"['2015', 'nous', 'avons', 'six', 'chambres', 'souterraines', 'avec', 'presque', '000', 'tres', 'cubes', 'de', 'te', 'En', 'savoir', 'https', 'co', '7EyRdwgS8t']","[u'2015', u'nous', u'avon', u'six', u'chambr', u'souterrain', u'avec', u'presqu', u'000', u'tres', u'cube', 'de', 'te', 'en', u'savoir', u'https', 'co', u'7eyrdwgs8t']","En 2015, nous avons stabilisé six chambres souterraines avec presque 60 000 mètres cubes de pâte. En savoir plus : https://t.co/7EyRdwgS8t",0.0,Neutral,Social
31,31,31,31,692467218454597633,0,0,2016-01-27 22:00:24,Merci à tous ceux qui continuent de participer au programme pour la conception de la surface. En savoir plus ici :,[],['https://t.co/fsdLbXdLbR'],Merci tous ceux qui continuent de participer au programme pour la conception de la surface En savoir plus https co fsdLbXdLbR,"['Merci', 'tous', 'ceux', 'qui', 'continuent', 'de', 'participer', 'au', 'programme', 'pour', 'la', 'conception', 'de', 'la', 'surface', 'En', 'savoir', 'plus', 'https', 'co', 'fsdLbXdLbR']","[u'merci', u'tous', u'ceux', u'qui', u'continu', 'de', u'particip', 'au', u'programm', u'pour', 'la', u'concept', 'de', 'la', u'surfac', 'en', u'savoir', u'plus', u'https', 'co', u'fsdlbxdlbr']",Merci à tous ceux qui continuent de participer au programme pour la conception de la surface. En savoir plus ici : https://t.co/fsdLbXdLbR,0.0,Neutral,Social
32,32,32,32,691674496474976256,0,0,2016-01-25 17:30:25,"Si vous êtes passés près , vous aurez remarqué des changements dans le paysage.",[],"['https://t.co/6lNLgW9mcf', 'https://t.co/npzj7unnMr']",Si vous mineGiant vous aurez des changements dans le paysage https co 6lNLgW9mcf https co npzj7unnMr,"['Si', 'vous', 'mineGiant', 'vous', 'aurez', 'des', 'changements', 'dans', 'le', 'paysage', 'https', 'co', '6lNLgW9mcf', 'https', 'co', 'npzj7unnMr']","['si', u'vous', u'minegi', u'vous', u'aurez', u'des', u'changement', u'dan', 'le', u'paysag', u'https', 'co', u'6lnlgw9mcf', u'https', 'co', u'npzj7unnmr']","Si vous êtes passés près @mineGiant, vous aurez remarqué des changements dans le paysage. https://t.co/6lNLgW9mcf https://t.co/npzj7unnMr",0.0,Neutral,Social
