,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,id,retweet_count,favorite_count,created_at,full_text_cleaned,hashtags,urls,text_filtered,text_tokenized,text_stemmed,text_original,text_sentiment_original_scores,text_sentiment_original_scores_type,category
10,10,10,10,10,943579381544443904,0,0,2017-12-20 20:30:30,Nous finançons des chercheurs canadiens pour étudier comment les contaminants du pétrole &amp; du gaz nuisent aux poissons &amp; autres organismes aquatiques,[],"['https://t.co/FCaTwWBgMl', 'https://t.co/XmAiGQ6c0x']",Nous ons des chercheurs canadiens pour tudier comment les contaminants du trole amp du gaz nuisent aux poissons amp autres organismes aquatiques https co FCaTwWBgMl https co XmAiGQ6c0x,"['Nous', 'ons', 'des', 'chercheurs', 'canadiens', 'pour', 'tudier', 'comment', 'les', 'contaminants', 'du', 'trole', 'amp', 'du', 'gaz', 'nuisent', 'aux', 'poissons', 'amp', 'autres', 'organismes', 'aquatiques', 'https', 'co', 'FCaTwWBgMl', 'https', 'co', 'XmAiGQ6c0x']","[u'nous', u'on', u'des', u'chercheur', u'canadien', u'pour', u'tudier', u'comment', u'les', u'contamin', 'du', u'trole', u'amp', 'du', u'gaz', u'nuisent', u'aux', u'poisson', u'amp', u'autr', u'organism', u'aquatiqu', u'https', 'co', u'fcatwwbgml', u'https', 'co', u'xmaigq6c0x']","Nous finançons des chercheurs canadiens pour étudier comment les contaminants du pétrole &amp; du gaz nuisent aux poissons &amp; autres organismes aquatiques
https://t.co/FCaTwWBgMl https://t.co/XmAiGQ6c0x",0.0,Neutral,Environmental
11,11,11,11,11,943513893606952960,1,0,2017-12-20 16:10:16,Voyez le bassin simulateur de vagues qui nous permet d’étudier le comportement du pétrole dans diverses conditions marines &amp; d’eau douce.,[],"['https://t.co/gBoXAVZidx', 'https://t.co/er0fJ655iM']",Voyez le bassin simulateur de vagues qui nous permet tudier le comportement du trole dans diverses conditions marines amp eau douce https co gBoXAVZidx https co er0fJ655iM,"['Voyez', 'le', 'bassin', 'simulateur', 'de', 'vagues', 'qui', 'nous', 'permet', 'tudier', 'le', 'comportement', 'du', 'trole', 'dans', 'diverses', 'conditions', 'marines', 'amp', 'eau', 'douce', 'https', 'co', 'gBoXAVZidx', 'https', 'co', 'er0fJ655iM']","[u'voyez', 'le', u'bassin', u'simulateur', 'de', u'vagu', u'qui', u'nous', u'permet', u'tudier', 'le', u'comport', 'du', u'trole', u'dan', u'divers', u'condit', u'marin', u'amp', u'eau', u'douc', u'https', 'co', u'gboxavzidx', u'https', 'co', u'er0fj655im']","Voyez le bassin simulateur de vagues qui nous permet d’étudier le comportement du pétrole dans diverses conditions marines &amp; d’eau douce.
https://t.co/gBoXAVZidx https://t.co/er0fJ655iM",0.0,Neutral,Environmental
12,12,12,12,12,943223967594270720,1,0,2017-12-19 20:58:12,Notre Perlan perché s’assure que les narvals sur le plateau du Devon au large des côtes du Nunavut se sont bien comportés:,[],"['https://t.co/RocRjfZigb', 'https://t.co/ucjSOx6Hx']",Notre Perlan assure que les narvals sur le plateau du Devon au large des tes du Nunavut se sont bien https co RocRjfZigb https co ucjSOx6HxD,"['Notre', 'Perlan', 'assure', 'que', 'les', 'narvals', 'sur', 'le', 'plateau', 'du', 'Devon', 'au', 'large', 'des', 'tes', 'du', 'Nunavut', 'se', 'sont', 'bien', 'https', 'co', 'RocRjfZigb', 'https', 'co', 'ucjSOx6HxD']","[u'notr', u'perlan', u'assur', u'que', u'les', u'narval', u'sur', 'le', u'plateau', 'du', u'devon', 'au', u'larg', u'des', u'tes', 'du', u'nunavut', 'se', u'sont', u'bien', u'https', 'co', u'rocrjfzigb', u'https', 'co', u'ucjsox6hxd']","Notre Perlan perché s’assure que les narvals sur le plateau du Devon au large des côtes du Nunavut se sont bien comportés:  
https://t.co/RocRjfZigb https://t.co/ucjSOx6HxD",0.21428571428571427,Neutral,Environmental
13,13,13,13,13,943182973012205573,0,0,2017-12-19 18:15:18,"Nous renforçons la capacité des sciences à notre Centre de recherche sur le pétrole, le gaz et autres sources d’énergie extracôtières pour mieux comprendre comment le pétrole se comporte dans diverses conditions hydrologiques.",[],"['https://t.co/JligbhhJhH', 'https://t.co/8DjCh3SPxq']",Nous ons la des sciences notre Centre de recherche sur le trole le gaz et autres sources nergie res pour mieux comprendre comment le trole se comporte dans diverses conditions hydrologiques https co JligbhhJhH https co 8DjCh3SPxq,"['Nous', 'ons', 'la', 'des', 'sciences', 'notre', 'Centre', 'de', 'recherche', 'sur', 'le', 'trole', 'le', 'gaz', 'et', 'autres', 'sources', 'nergie', 'res', 'pour', 'mieux', 'comprendre', 'comment', 'le', 'trole', 'se', 'comporte', 'dans', 'diverses', 'conditions', 'hydrologiques', 'https', 'co', 'JligbhhJhH', 'https', 'co', '8DjCh3SPxq']","[u'nous', u'on', 'la', u'des', u'scienc', u'notr', u'centr', 'de', u'recherch', u'sur', 'le', u'trole', 'le', u'gaz', 'et', u'autr', u'sourc', u'nergi', u'res', u'pour', u'mieux', u'comprendr', u'comment', 'le', u'trole', 'se', u'comport', u'dan', u'divers', u'condit', u'hydrologiqu', u'https', 'co', u'jligbhhjhh', u'https', 'co', u'8djch3spxq']","Nous renforçons la capacité des sciences à notre Centre de recherche sur le pétrole, le gaz et autres sources d’énergie extracôtières pour mieux comprendre comment le pétrole se comporte dans diverses conditions hydrologiques. 
https://t.co/JligbhhJhH https://t.co/8DjCh3SPxq",0.0,Neutral,Environmental
14,14,14,14,14,943145236586475521,1,0,2017-12-19 15:45:21,"Nous renforçons nos données sur les vents, les vagues &amp; les courants dans ports du Canada pour la sécurité de la navigation maritime c",[],"['https://t.co/Ma0KgxiF6', 'https://t.co/hsNEWP4Hn5']",Nous ons nos es sur les vents les vagues amp les courants dans ports du Canada pour la de la navigation maritime https co Ma0KgxiF6c https co hsNEWP4Hn5,"['Nous', 'ons', 'nos', 'es', 'sur', 'les', 'vents', 'les', 'vagues', 'amp', 'les', 'courants', 'dans', 'ports', 'du', 'Canada', 'pour', 'la', 'de', 'la', 'navigation', 'maritime', 'https', 'co', 'Ma0KgxiF6c', 'https', 'co', 'hsNEWP4Hn5']","[u'nous', u'on', u'nos', 'es', u'sur', u'les', u'vent', u'les', u'vagu', u'amp', u'les', u'courant', u'dan', u'port', 'du', u'canada', u'pour', 'la', 'de', 'la', u'navig', u'maritim', u'https', 'co', u'ma0kgxif6c', u'https', 'co', u'hsnewp4hn5']","Nous renforçons nos données sur les vents, les vagues &amp; les courants dans 6 ports du Canada pour la sécurité de la navigation maritime
https://t.co/Ma0KgxiF6c https://t.co/hsNEWP4Hn5",0.0,Neutral,Environmental
15,15,15,15,15,943130138060914691,2,1,2017-12-19 14:45:22,"Oh, le temps est affreux dehors, mais la science est fascinante! Nous cartographions le fond arctique avec nos partenaires internationaux. Découvrez comment! 1",['#ScienceArctique'],"['https://t.co/cxFmFamXME', 'https://t.co/IELh0ccvG']",Oh le temps est affreux dehors mais la science est fascinante Nous cartographions le fond arctique avec nos partenaires internationaux couvrez comment ScienceArctique https co cxFmFamXME https co IELh0ccvG1,"['Oh', 'le', 'temps', 'est', 'affreux', 'dehors', 'mais', 'la', 'science', 'est', 'fascinante', 'Nous', 'cartographions', 'le', 'fond', 'arctique', 'avec', 'nos', 'partenaires', 'internationaux', 'couvrez', 'comment', 'ScienceArctique', 'https', 'co', 'cxFmFamXME', 'https', 'co', 'IELh0ccvG1']","['oh', 'le', u'temp', u'est', u'affreux', u'dehor', u'mai', 'la', u'scienc', u'est', u'fascinant', u'nous', u'cartographion', 'le', u'fond', u'arctiqu', u'avec', u'nos', u'partenair', u'internationaux', u'couvrez', u'comment', u'sciencearctiqu', u'https', 'co', u'cxfmfamxm', u'https', 'co', u'ielh0ccvg1']","Oh, le temps est affreux dehors, mais la science est fascinante! 🎶 Nous cartographions le fond arctique avec nos partenaires internationaux. Découvrez comment! #ScienceArctique https://t.co/cxFmFamXME https://t.co/IELh0ccvG1",0.0,Neutral,Environmental
16,16,16,16,16,942854241709936640,0,0,2017-12-18 20:29:03,"Perlan perché visite des orques sur le plateau de l’île de Vancouver pour le temps des fêtes, prêtant main forte à la fabrication de guirlandes ️",[],"['https://t.co/FI3MVpKM7H', 'https://t.co/urRXjXuJ8k']",Perlan visite des orques sur le plateau de le de Vancouver pour le temps des main forte la fabrication de guirlandes https co FI3MVpKM7H https co urRXjXuJ8k,"['Perlan', 'visite', 'des', 'orques', 'sur', 'le', 'plateau', 'de', 'le', 'de', 'Vancouver', 'pour', 'le', 'temps', 'des', 'main', 'forte', 'la', 'fabrication', 'de', 'guirlandes', 'https', 'co', 'FI3MVpKM7H', 'https', 'co', 'urRXjXuJ8k']","[u'perlan', u'visit', u'des', u'orqu', u'sur', 'le', u'plateau', 'de', 'le', 'de', u'vancouv', u'pour', 'le', u'temp', u'des', u'main', u'fort', 'la', u'fabric', 'de', u'guirland', u'https', 'co', u'fi3mvpkm7h', u'https', 'co', u'urrxjxuj8k']","Perlan perché visite des orques sur le plateau de l’île de Vancouver pour le temps des fêtes, prêtant main forte à la fabrication de guirlandes ❄️
https://t.co/FI3MVpKM7H https://t.co/urRXjXuJ8k",0.16666666666666666,Neutral,Environmental
17,17,17,17,17,942824436465618944,1,0,2017-12-18 18:30:37,"Kenneth Lee, PhD et eert en déversement de pétrole, dirige notre nouveau programme qui réunit les eerts du Canada &amp; du monde entier pour améliorer la recherche, l’état de préparation &amp; d’intervention en cas de déversement de pétrole.",[],"['https://t.co/HNemdQJkdE', 'https://t.co/8cXSFzkeSv']",Kenneth Lee PhD et expert en versement de trole dirige notre nouveau programme qui unit les experts du Canada amp du monde entier pour liorer la recherche tat de paration amp intervention en cas de versement de trole https co HNemdQJkdE https co 8cXSFzkeSv,"['Kenneth', 'Lee', 'PhD', 'et', 'expert', 'en', 'versement', 'de', 'trole', 'dirige', 'notre', 'nouveau', 'programme', 'qui', 'unit', 'les', 'experts', 'du', 'Canada', 'amp', 'du', 'monde', 'entier', 'pour', 'liorer', 'la', 'recherche', 'tat', 'de', 'paration', 'amp', 'intervention', 'en', 'cas', 'de', 'versement', 'de', 'trole', 'https', 'co', 'HNemdQJkdE', 'https', 'co', '8cXSFzkeSv']","[u'kenneth', u'lee', u'phd', 'et', u'expert', 'en', u'versement', 'de', u'trole', u'dirig', u'notr', u'nouveau', u'programm', u'qui', u'unit', u'les', u'expert', 'du', u'canada', u'amp', 'du', u'mond', u'entier', u'pour', u'liorer', 'la', u'recherch', u'tat', 'de', u'parat', u'amp', u'intervent', 'en', u'cas', 'de', u'versement', 'de', u'trole', u'https', 'co', u'hnemdqjkd', u'https', 'co', u'8cxsfzkesv']","Kenneth Lee, PhD et expert en déversement de pétrole, dirige notre nouveau programme qui réunit les experts du Canada &amp; du monde entier pour améliorer la recherche, l’état de préparation &amp; d’intervention en cas de déversement de pétrole. https://t.co/HNemdQJkdE https://t.co/8cXSFzkeSv",0.0,Neutral,Environmental
18,18,18,18,18,942799197920747522,7,3,2017-12-18 16:50:19,Nos chercheurs font plus de recherche pour mieux cerner le comportement du pétrole dans l’eau et protéger ôtes 0 82,['#NosC'],"['https://t.co/BA2Ry0Hym', 'https://t.co/dauUNDtr']",Nos chercheurs font plus de recherche pour mieux cerner le comportement du trole dans eau et ger tes https co BA2Ry0Hym0 https co dauUNDtr82,"['Nos', 'chercheurs', 'font', 'plus', 'de', 'recherche', 'pour', 'mieux', 'cerner', 'le', 'comportement', 'du', 'trole', 'dans', 'eau', 'et', 'ger', 'tes', 'https', 'co', 'BA2Ry0Hym0', 'https', 'co', 'dauUNDtr82']","[u'nos', u'chercheur', u'font', u'plus', 'de', u'recherch', u'pour', u'mieux', u'cerner', 'le', u'comport', 'du', u'trole', u'dan', u'eau', 'et', u'ger', u'tes', u'https', 'co', u'ba2ry0hym0', u'https', 'co', u'dauundtr82']",Nos chercheurs font plus de recherche pour mieux cerner le comportement du pétrole dans l’eau et protéger #NosCôtes https://t.co/BA2Ry0Hym0 https://t.co/dauUNDtr82,0.0,Neutral,Environmental
19,19,19,19,19,942782789816082432,1,0,2017-12-18 15:45:07,Cette mignonne créature nous en apprend plus sur le comportement du phoque et les conditions océaniques – merci petit! 2,['#ScienceArctique'],"['https://t.co/VbJqTI30S', 'https://t.co/vbVjtcM1dn']",Cette mignonne ature nous en apprend plus sur le comportement du phoque et les conditions aniques merci petit ScienceArctique https co VbJqTI30S2 https co vbVjtcM1dn,"['Cette', 'mignonne', 'ature', 'nous', 'en', 'apprend', 'plus', 'sur', 'le', 'comportement', 'du', 'phoque', 'et', 'les', 'conditions', 'aniques', 'merci', 'petit', 'ScienceArctique', 'https', 'co', 'VbJqTI30S2', 'https', 'co', 'vbVjtcM1dn']","[u'cett', u'mignonn', u'atur', u'nous', 'en', u'apprend', u'plus', u'sur', 'le', u'comport', 'du', u'phoqu', 'et', u'les', u'condit', u'aniqu', u'merci', u'petit', u'sciencearctiqu', u'https', 'co', u'vbjqti30s2', u'https', 'co', u'vbvjtcm1dn']",Cette mignonne créature nous en apprend plus sur le comportement du phoque et les conditions océaniques – merci petit! #ScienceArctique https://t.co/VbJqTI30S2 https://t.co/vbVjtcM1dn,0.0,Neutral,Environmental
20,20,20,20,20,941752423072321538,1,0,2017-12-15 19:30:49,": Ce , retournez en en lisant le du e levé conjoint 🇨🇦 🇺🇸 du plateau continental étendu dans l’Arctique! …","['#vendredi', '#Scienc']",[],RT RNCan Ce vendredi retournez en 2011 en lisant le du 4e conjoint du plateau continental tendu dans Arctique,"['RT', 'RNCan', 'Ce', 'vendredi', 'retournez', 'en', '2011', 'en', 'lisant', 'le', 'du', '4e', 'conjoint', 'du', 'plateau', 'continental', 'tendu', 'dans', 'Arctique']","['rt', u'rncan', 'ce', u'vendredi', u'retournez', 'en', u'2011', 'en', u'lisant', 'le', 'du', '4e', u'conjoint', 'du', u'plateau', u'continent', u'tendu', u'dan', u'arctiqu']","RT @RNCan: Ce #vendredi, retournez en 2011 en lisant le 📖  du 4e levé conjoint 🇨🇦 🇺🇸 du plateau continental étendu dans l’Arctique! #Scienc…",0.0,Neutral,Environmental
21,21,21,21,21,941701583590559746,2,0,2017-12-15 16:08:48,"Perlan perché a nagé jusqu’en , les rares récifs d’éponges siliceuses du plateau de la Reine-Charlotte ayant piqué sa curiosité",['#CB'],"['https://t.co/Zx6vOTtQEP', 'https://t.co/GoqLk2pLHp']",Perlan en CB les rares cifs ponges siliceuses du plateau de la Reine Charlotte ayant sa https co Zx6vOTtQEP https co GoqLk2pLHp,"['Perlan', 'en', 'CB', 'les', 'rares', 'cifs', 'ponges', 'siliceuses', 'du', 'plateau', 'de', 'la', 'Reine', 'Charlotte', 'ayant', 'sa', 'https', 'co', 'Zx6vOTtQEP', 'https', 'co', 'GoqLk2pLHp']","[u'perlan', 'en', 'cb', u'les', u'rare', u'cif', u'pong', u'siliceus', 'du', u'plateau', 'de', 'la', u'rein', u'charlott', u'ayant', 'sa', u'https', 'co', u'zx6vottqep', u'https', 'co', u'goqlk2plhp']","Perlan perché a nagé jusqu’en #CB, les rares récifs d’éponges siliceuses du plateau de la Reine-Charlotte ayant piqué sa curiosité https://t.co/Zx6vOTtQEP https://t.co/GoqLk2pLHp",0.0,Neutral,Environmental
22,22,22,22,22,941669497181802496,1,1,2017-12-15 14:01:18,La souveraineté basée sur la science. ‍ 🇨🇦 L’hydrographie nous aide à délimiter les limites et frontières du Canada,['#ScienceArctique'],"['https://t.co/EGn3TfXFya', 'https://t.co/cUYB4ArYRw']",La sur la science hydrographie nous aide limiter les limites et res du Canada ScienceArctique https co EGn3TfXFya https co cUYB4ArYRw,"['La', 'sur', 'la', 'science', 'hydrographie', 'nous', 'aide', 'limiter', 'les', 'limites', 'et', 'res', 'du', 'Canada', 'ScienceArctique', 'https', 'co', 'EGn3TfXFya', 'https', 'co', 'cUYB4ArYRw']","['la', u'sur', 'la', u'scienc', u'hydrographi', u'nous', u'aid', u'limit', u'les', u'limit', 'et', u'res', 'du', u'canada', u'sciencearctiqu', u'https', 'co', u'egn3tfxfya', u'https', 'co', u'cuyb4aryrw']",La souveraineté basée sur la science. 👨‍🔬 🇨🇦 L’hydrographie nous aide à délimiter les limites et frontières du Canada #ScienceArctique https://t.co/EGn3TfXFya https://t.co/cUYB4ArYRw,0.0,Neutral,Social
