,Unnamed: 0,Unnamed: 0.1,id,retweet_count,favorite_count,created_at,full_text_cleaned,hashtags,urls,text_filtered,text_tokenized,text_stemmed,text_original,text_sentiment_original_scores,text_sentiment_original_scores_type
10,10,10,946010361874051072,0,1,2017-12-27 13:30:20,La CGC acquiert des données aéromagnétiques depuis pour produire des comme celles-ci,"['#cartes', '#CGC175']","['https://t.co/WgeMM6RYZL', 'https://t.co/ERuDOXjMua']",La CGC acquiert des es tiques depuis pour produire des comme celles ci,"['La', 'CGC', 'acquiert', 'des', 'es', 'tiques', 'depuis', 'pour', 'produire', 'des', 'comme', 'celles', 'ci']","['la', u'cgc', u'acquiert', u'des', 'es', u'tiqu', u'depui', u'pour', u'produir', u'des', u'comm', u'cell', 'ci']",La CGC acquiert des données aéromagnétiques depuis 1947 pour produire des #cartes comme celles-ci #CGC175 https://t.co/WgeMM6RYZL https://t.co/ERuDOXjMua,0.0,Neutral
11,11,11,945716054885588993,0,0,2017-12-26 18:00:52,Vous voulez en savoir plus sur la station-relais de RNCan à ? Regardez cette vidéo!,"['#Inuvik', '#ScienceArctique']",['https://t.co/I6qi4Iw706'],Vous voulez en savoir plus sur la station relais de RNCan Regardez cette,"['Vous', 'voulez', 'en', 'savoir', 'plus', 'sur', 'la', 'station', 'relais', 'de', 'RNCan', 'Regardez', 'cette']","[u'vous', u'voulez', 'en', u'savoir', u'plus', u'sur', 'la', u'station', u'relai', 'de', u'rncan', u'regardez', u'cett']",Vous voulez en savoir plus sur la station-relais 📡 de RNCan à #Inuvik? Regardez cette vidéo! #ScienceArctique https://t.co/I6qi4Iw706,0.0,Neutral
12,12,12,945308502070841344,1,3,2017-12-25 15:01:24,êtes de la grande famille de à la vôtre!,"['#JoyeusesF', '#RNCan']",['https://t.co/KDkdCFQeX'],de la grande famille de la tre,"['de', 'la', 'grande', 'famille', 'de', 'la', 'tre']","['de', 'la', u'grand', u'famill', 'de', 'la', u'tre']",#JoyeusesFêtes de la grande famille de #RNCan à la vôtre! 😃🎉 https://t.co/KDkdCFQeXd,0.0,Neutral
13,13,13,944281510726729728,1,0,2017-12-22 19:00:30,"Vous êtes-vous déjà demandé pourquoi les arbres de Noël à la Charlie Brown sont rares pendant les Fêtes? C’est grâce à nos scientifiques et nos arboriculteurs, qui gardent nos en santé!",['#SciRNCan'],"['https://t.co/UFIb5uQfmV', 'https://t.co/mp7xWXfL63']",Vous vous pourquoi les arbres de la Charlie Brown sont rares pendant les est ce nos scientifiques et nos arboriculteurs qui gardent nos en,"['Vous', 'vous', 'pourquoi', 'les', 'arbres', 'de', 'la', 'Charlie', 'Brown', 'sont', 'rares', 'pendant', 'les', 'est', 'ce', 'nos', 'scientifiques', 'et', 'nos', 'arboriculteurs', 'qui', 'gardent', 'nos', 'en']","[u'vous', u'vous', u'pourquoi', u'les', u'arbr', 'de', 'la', u'charli', u'brown', u'sont', u'rare', u'pendant', u'les', u'est', 'ce', u'nos', u'scientifiqu', 'et', u'nos', u'arboriculteur', u'qui', u'gardent', u'nos', 'en']","Vous êtes-vous déjà demandé pourquoi les arbres de Noël à la Charlie Brown sont rares pendant les Fêtes? C’est grâce à nos scientifiques et nos arboriculteurs, qui gardent nos 🎄 en santé! #SciRNCan https://t.co/UFIb5uQfmV https://t.co/mp7xWXfL63",0.0,Neutral
14,14,14,944241085316059137,1,0,2017-12-22 16:19:52,": Cette année, faites des choix durables et passez des êtesÉcolo! U",['#F'],['https://t.co/iZ3Nce67E'],Cette faites des choix durables et passez des colo,"['Cette', 'faites', 'des', 'choix', 'durables', 'et', 'passez', 'des', 'colo']","[u'cett', u'fait', u'des', u'choix', u'durabl', 'et', u'passez', u'des', u'colo']","RT @environnementca: Cette année, faites des choix durables et passez des #FêtesÉcolo! https://t.co/iZ3Nce67EU",0.0,Neutral
15,15,15,944206095521845249,2,1,2017-12-22 14:00:50,"Du travail de terrain dans l’Arctique aux gratte-ciel en bois, nos dernières réalisations scientifiques vous sont dévoilées dans « La science, tout simplement ».",['#SciRNCan'],['https://t.co/cRpvB0ekAe'],Du travail de terrain dans Arctique aux gratte ciel en bois nos res alisations scientifiques vous sont es dans La science tout simplement,"['Du', 'travail', 'de', 'terrain', 'dans', 'Arctique', 'aux', 'gratte', 'ciel', 'en', 'bois', 'nos', 'res', 'alisations', 'scientifiques', 'vous', 'sont', 'es', 'dans', 'La', 'science', 'tout', 'simplement']","['du', u'travail', 'de', u'terrain', u'dan', u'arctiqu', u'aux', u'gratt', u'ciel', 'en', u'boi', u'nos', u'res', u'alis', u'scientifiqu', u'vous', u'sont', 'es', u'dan', 'la', u'scienc', u'tout', u'simplement']","Du travail de terrain dans l’Arctique aux gratte-ciel en bois, nos dernières réalisations scientifiques vous sont dévoilées dans « La science, tout simplement ».
#SciRNCan 🔬 https://t.co/cRpvB0ekAe",0.0,Neutral
16,16,16,944198431492493313,0,1,2017-12-22 13:30:23,Quatre milliards d’années d’histoire décrit l’évolution éologique du Canada 9,"['#g', '#CGC175']","['https://t.co/NTtpBJ8ShG', 'https://t.co/ANkD6IusT']",Quatre milliards es histoire crit volution ologique du Canada,"['Quatre', 'milliards', 'es', 'histoire', 'crit', 'volution', 'ologique', 'du', 'Canada']","[u'quatr', u'milliard', 'es', u'histoir', u'crit', u'volut', u'ologiqu', 'du', u'canada']",Quatre milliards d’années d’histoire décrit l’évolution #géologique du Canada #CGC175 https://t.co/NTtpBJ8ShG https://t.co/ANkD6IusT9,0.0,Neutral
17,17,17,943919121498025985,0,0,2017-12-21 19:00:30,"étro Alice Wilson, première femme géologue à la Commission géologique du Canada, dans son bureau","['#JeudiR', '#FemmesEnScience']",['https://t.co/iMJc2044nQ'],tro Alice Wilson femme ologue la Commission ologique du Canada dans son bureau,"['tro', 'Alice', 'Wilson', 'femme', 'ologue', 'la', 'Commission', 'ologique', 'du', 'Canada', 'dans', 'son', 'bureau']","[u'tro', u'alic', u'wilson', u'femm', u'ologu', 'la', u'commiss', u'ologiqu', 'du', u'canada', u'dan', u'son', u'bureau']","#JeudiRétro Alice Wilson, première femme géologue à la Commission géologique du Canada, dans son bureau #FemmesEnScience https://t.co/iMJc2044nQ",0.0,Neutral
18,18,18,943871117399330816,0,0,2017-12-21 15:49:45,Quel est le meilleur aspect d’un emploi de scientifique à RNCan? Michelle Côté nous parle de ses travaux dans le Nord,['#ScienceArctique'],['https://t.co/6cY8ojVf4g'],Quel est le meilleur aspect un emploi de scientifique RNCan Michelle nous parle de ses travaux dans le Nord,"['Quel', 'est', 'le', 'meilleur', 'aspect', 'un', 'emploi', 'de', 'scientifique', 'RNCan', 'Michelle', 'nous', 'parle', 'de', 'ses', 'travaux', 'dans', 'le', 'Nord']","[u'quel', u'est', 'le', u'meilleur', u'aspect', 'un', u'emploi', 'de', u'scientifiqu', u'rncan', u'michell', u'nous', u'parl', 'de', u'ses', u'travaux', u'dan', 'le', u'nord']",Quel est le meilleur aspect d’un emploi de scientifique à RNCan? Michelle Côté nous parle de ses travaux dans le Nord #ScienceArctique https://t.co/6cY8ojVf4g,0.0,Neutral
19,19,19,943858760778506240,0,0,2017-12-21 15:00:39,les sédiments de l’Arctique qui sont congelés depuis au moins ans s’appellent pergélisol?,"['#SVQ', '#ScienceArctique']",['https://t.co/Udja8l8n1J'],les diments de Arctique qui sont depuis au moins ans appellent lisol,"['les', 'diments', 'de', 'Arctique', 'qui', 'sont', 'depuis', 'au', 'moins', 'ans', 'appellent', 'lisol']","[u'les', u'diment', 'de', u'arctiqu', u'qui', u'sont', u'depui', 'au', u'moin', u'an', u'appel', u'lisol']",#SVQ les sédiments de l’Arctique qui sont congelés depuis au moins 2 ans s’appellent pergélisol? #ScienceArctique https://t.co/Udja8l8n1J,0.0,Neutral
20,20,20,943847316955516928,1,1,2017-12-21 14:15:10,Fiers d’être un des ministères du contribuant à l’objectif de réduction des émissions de GES du 🇨🇦. Nous avons réduit nos émissions de % depuis !,"['#GC', '#GouvernementVert']","['https://t.co/fkkauVQgp4', 'https://t.co/dDihnUxh1K']",Fiers un des res du contribuant objectif de duction des missions de GES du Nous avons duit nos missions de depuis,"['Fiers', 'un', 'des', 'res', 'du', 'contribuant', 'objectif', 'de', 'duction', 'des', 'missions', 'de', 'GES', 'du', 'Nous', 'avons', 'duit', 'nos', 'missions', 'de', 'depuis']","[u'fier', 'un', u'des', u'res', 'du', u'contribu', u'objectif', 'de', u'duction', u'des', u'mission', 'de', u'ges', 'du', u'nous', u'avon', u'duit', u'nos', u'mission', 'de', u'depui']","Fiers d’être un des 15 ministères du #GC contribuant à l’objectif de réduction des émissions de GES du 🇨🇦. Nous avons réduit nos émissions de 38 % depuis 2005! #GouvernementVert
https://t.co/fkkauVQgp4 https://t.co/dDihnUxh1K",0.0,Neutral
21,21,21,943836039742984194,1,0,2017-12-21 13:30:22,La CGC aide à définir la limite du plateau continental étendu dans les océans Atlantique et Arctique,['#CGC175'],"['https://t.co/EbOchJ4rd6', 'https://t.co/nDIdmISX2t']",La CGC aide finir la limite du plateau continental tendu dans les ans Atlantique et Arctique,"['La', 'CGC', 'aide', 'finir', 'la', 'limite', 'du', 'plateau', 'continental', 'tendu', 'dans', 'les', 'ans', 'Atlantique', 'et', 'Arctique']","['la', u'cgc', u'aid', u'finir', 'la', u'limit', 'du', u'plateau', u'continent', u'tendu', u'dan', u'les', u'an', u'atlantiqu', 'et', u'arctiqu']",La CGC aide à définir la limite du plateau continental étendu dans les océans Atlantique et Arctique #CGC175 https://t.co/EbOchJ4rd6 https://t.co/nDIdmISX2t,0.0,Neutral
22,22,22,943602025916485632,0,0,2017-12-20 22:00:28,"Les recherches sur les portent sur la construction sur le pergélisol, l’élévation du niveau de la mer et la prévision des inondations. Tweetez-nous vos questions! ÀRNCan","['#changementsclimatiques', '#Demandez', '#ScienceArctique']",['https://t.co/CDpSjbVSlW'],Les recherches sur les portent sur la construction sur le lisol vation du niveau de la mer et la vision des inondations Tweetez nous vos questions RNCan,"['Les', 'recherches', 'sur', 'les', 'portent', 'sur', 'la', 'construction', 'sur', 'le', 'lisol', 'vation', 'du', 'niveau', 'de', 'la', 'mer', 'et', 'la', 'vision', 'des', 'inondations', 'Tweetez', 'nous', 'vos', 'questions', 'RNCan']","[u'les', u'recherch', u'sur', u'les', u'portent', u'sur', 'la', u'construct', u'sur', 'le', u'lisol', u'vation', 'du', u'niveau', 'de', 'la', u'mer', 'et', 'la', u'vision', u'des', u'inond', u'tweetez', u'nous', u'vos', u'question', u'rncan']","Les recherches sur les #changementsclimatiques portent sur la construction sur le pergélisol, l’élévation du niveau de la mer et la prévision des inondations. Tweetez-nous vos questions! #DemandezÀRNCan #ScienceArctique https://t.co/CDpSjbVSlW",0.0,Neutral
23,23,23,943556433064398848,8,0,2017-12-20 18:59:18,: Le gouvernement du Canada s’est engagé en matière d’environnement. On prône un ; apprenez-en davantage : h…,['#GouvernementVert'],[],Le gouvernement du Canada est en environnement ne un apprenez en davantage,"['Le', 'gouvernement', 'du', 'Canada', 'est', 'en', 'environnement', 'ne', 'un', 'apprenez', 'en', 'davantage']","['le', u'gouvern', 'du', u'canada', u'est', 'en', u'environn', 'ne', 'un', u'apprenez', 'en', u'davantag']",RT @SCT_Canada: Le gouvernement du Canada s’est engagé en matière d’environnement. On prône un #GouvernementVert; apprenez-en davantage : h…,0.0,Neutral
24,24,24,943503886328967169,0,0,2017-12-20 15:30:30,L’objectif de réduire les GES du de % d’ici progresse comme prévu dans les ministères,"['#GC', '#GouvernementVert']",['https://t.co/MqHoQ7pkj6'],objectif de duire les GES du de ici progresse comme vu dans les res,"['objectif', 'de', 'duire', 'les', 'GES', 'du', 'de', 'ici', 'progresse', 'comme', 'vu', 'dans', 'les', 'res']","[u'objectif', 'de', u'duir', u'les', u'ges', 'du', 'de', u'ici', u'progress', u'comm', 'vu', u'dan', u'les', u'res']",L’objectif de réduire les GES du #GC de 40 % d’ici 2030 progresse comme prévu dans les ministères #GouvernementVert https://t.co/MqHoQ7pkj6,0.0,Neutral
25,25,25,943481425608704000,0,0,2017-12-20 14:01:15,"Articles. Balados. Vidéos. Les dernières avancées dans les secteurs de l’énergie, des forêts, des mines et des sciences de la Terre.",[],"['https://t.co/zeQsIRyvTP', 'https://t.co/IvJEb77ohy']",Articles Balados os Les res es dans les secteurs de nergie des des mines et des sciences de la Terre,"['Articles', 'Balados', 'os', 'Les', 'res', 'es', 'dans', 'les', 'secteurs', 'de', 'nergie', 'des', 'des', 'mines', 'et', 'des', 'sciences', 'de', 'la', 'Terre']","[u'articl', u'balado', 'os', u'les', u'res', 'es', u'dan', u'les', u'secteur', 'de', u'nergi', u'des', u'des', u'mine', 'et', u'des', u'scienc', 'de', 'la', u'terr']","Articles. Balados. Vidéos. Les dernières avancées dans les secteurs de l’énergie, des forêts, des mines et des sciences de la Terre. https://t.co/zeQsIRyvTP https://t.co/IvJEb77ohy",0.0,Neutral
26,26,26,943473664833540100,0,0,2017-12-20 13:30:25,"En , la CGC a établi la re légende nationale commune pour la cartographie de la éologie de surface","['#g', '#CGC175']","['https://t.co/AfnFUxLVFY', 'https://t.co/ap0aXm1sFE']",En la CGC tabli la gende nationale commune pour la cartographie de la ologie de surface,"['En', 'la', 'CGC', 'tabli', 'la', 'gende', 'nationale', 'commune', 'pour', 'la', 'cartographie', 'de', 'la', 'ologie', 'de', 'surface']","['en', 'la', u'cgc', u'tabli', 'la', u'gend', u'national', u'commune', u'pour', 'la', u'cartographi', 'de', 'la', u'ologi', 'de', u'surfac']","En 2012, la CGC a établi la 1re légende nationale commune pour la cartographie de la #géologie de surface #CGC175 https://t.co/AfnFUxLVFY https://t.co/ap0aXm1sFE",0.0,Neutral
27,27,27,943239578403639297,0,0,2017-12-19 22:00:14,Les scientifiques utilisent des drones pour étudier l’évolution du littoral et mieux comprendre les .,"['#ChangementsClimatiques', '#ScienceArctique']",['https://t.co/Udja8l8n1J'],Les scientifiques utilisent des drones pour tudier volution du littoral et mieux comprendre les,"['Les', 'scientifiques', 'utilisent', 'des', 'drones', 'pour', 'tudier', 'volution', 'du', 'littoral', 'et', 'mieux', 'comprendre', 'les']","[u'les', u'scientifiqu', u'utilis', u'des', u'drone', u'pour', u'tudier', u'volut', 'du', u'littor', 'et', u'mieux', u'comprendr', u'les']",Les scientifiques utilisent des drones pour étudier l’évolution du littoral et mieux comprendre les #ChangementsClimatiques. #ScienceArctique https://t.co/Udja8l8n1J,0.0,Neutral
28,28,28,943194287931641857,1,0,2017-12-19 19:00:16,Vous pouvez maintenant elorer la station-satellite d’Inuvik dans Minecraft – attention aux ours polaires!,['#ScienceArctique'],"['https://t.co/wDaqT8AJ3O', 'https://t.co/LaofOZWEYT']",Vous pouvez maintenant elorer la station satellite Inuvik dans Minecraft attention aux polaires,"['Vous', 'pouvez', 'maintenant', 'elorer', 'la', 'station', 'satellite', 'Inuvik', 'dans', 'Minecraft', 'attention', 'aux', 'polaires']","[u'vous', u'pouvez', u'mainten', u'elor', 'la', u'station', u'satellit', u'inuvik', u'dan', u'minecraft', u'attent', u'aux', u'polair']",Vous pouvez maintenant explorer la station-satellite d’Inuvik dans Minecraft – attention aux ours polaires! #ScienceArctique https://t.co/wDaqT8AJ3O https://t.co/LaofOZWEYT,0.0,Neutral
29,29,29,943192931124604929,5,0,2017-12-19 18:54:53,": Aujourd’hui, le ministre Brison a publié la Stratégie pour un pour réduire les émissions de ÀEffetDeS…","['#GouvernementVert', '#Gaz']",[],hui le ministre Brison la gie pour un pour duire les missions de,"['hui', 'le', 'ministre', 'Brison', 'la', 'gie', 'pour', 'un', 'pour', 'duire', 'les', 'missions', 'de']","[u'hui', 'le', u'ministr', u'brison', 'la', u'gie', u'pour', 'un', u'pour', u'duir', u'les', u'mission', 'de']","RT @SCT_Canada: Aujourd’hui, le ministre Brison a publié la Stratégie pour un #GouvernementVert pour réduire les émissions de #GazÀEffetDeS…",0.0,Neutral
30,30,30,943167056266096640,5,0,2017-12-19 17:12:04,": À l’occasion du er anniversaire du Cadre pancanadien sur la et les , le fait…","['#CroissancePropre', '#ChangementsClimatiques', '#GC']",[],occasion du er anniversaire du Cadre pancanadien sur la et les le,"['occasion', 'du', 'er', 'anniversaire', 'du', 'Cadre', 'pancanadien', 'sur', 'la', 'et', 'les', 'le']","[u'occas', 'du', 'er', u'anniversair', 'du', u'cadr', u'pancanadien', u'sur', 'la', 'et', u'les', 'le']","RT @SCT_Canada: À l’occasion du 1er anniversaire du Cadre pancanadien sur la #CroissancePropre et les #ChangementsClimatiques, le #GC fait…",0.0,Neutral
31,31,31,943167012968304641,2,0,2017-12-19 17:11:53,": Des avions, des voitures, des bateaux et des tondeuses… lesquels ont contribué le plus d’émissions de gaz à effet de serre…",[],[],Des avions des voitures des bateaux et des lesquels ont le plus missions de gaz effet de,"['Des', 'avions', 'des', 'voitures', 'des', 'bateaux', 'et', 'des', 'lesquels', 'ont', 'le', 'plus', 'missions', 'de', 'gaz', 'effet', 'de']","[u'des', u'avion', u'des', u'voitur', u'des', u'bateaux', 'et', u'des', u'lesquel', u'ont', 'le', u'plus', u'mission', 'de', u'gaz', u'effet', 'de']","RT @SCT_Canada: Des avions, des voitures, des bateaux et des tondeuses… lesquels ont contribué le plus d’émissions de gaz à effet de serre…",0.0,Neutral
32,32,32,943132673630928898,7,0,2017-12-19 14:55:26,: Nos chercheurs font plus de recherche pour mieux cerner le comportement du pétrole dans l’eau et protéger ôtes https:…,['#NosC'],[],Nos chercheurs font plus de recherche pour mieux cerner le comportement du trole dans eau et ger tes https,"['Nos', 'chercheurs', 'font', 'plus', 'de', 'recherche', 'pour', 'mieux', 'cerner', 'le', 'comportement', 'du', 'trole', 'dans', 'eau', 'et', 'ger', 'tes', 'https']","[u'nos', u'chercheur', u'font', u'plus', 'de', u'recherch', u'pour', u'mieux', u'cerner', 'le', u'comport', 'du', u'trole', u'dan', u'eau', 'et', u'ger', u'tes', u'https']",RT @MPO_Science: Nos chercheurs font plus de recherche pour mieux cerner le comportement du pétrole dans l’eau et protéger #NosCôtes https:…,0.0,Neutral
33,33,33,943131924373131264,3,0,2017-12-19 14:52:27,: Le améliore la recherche et les technologies visant à protéger les eaux 🇨🇦 des déversements de pétrole,['#GC'],['https://t.co/bqzbN9\xe2\x80\xa6'],Le liore la recherche et les technologies visant ger les eaux des versements de trole,"['Le', 'liore', 'la', 'recherche', 'et', 'les', 'technologies', 'visant', 'ger', 'les', 'eaux', 'des', 'versements', 'de', 'trole']","['le', u'lior', 'la', u'recherch', 'et', u'les', u'technolog', u'visant', u'ger', u'les', u'eaux', u'des', u'versement', 'de', u'trole']",RT @MPO_DFO: Le #GC améliore la recherche et les technologies visant à protéger les eaux 🇨🇦 des déversements de pétrole https://t.co/bqzbN9…,0.0,Neutral
34,34,34,943111320429318144,1,0,2017-12-19 13:30:35,"Cette éologique de l’Arctique, de forme ronde, est le fruit d’une collaboration internationale 1","['#carte', '#g', '#CGC175']","['https://t.co/64kjnQ0rBk', 'https://t.co/tvt57UY24']",Cette ologique de Arctique de forme ronde est le fruit une collaboration internationale,"['Cette', 'ologique', 'de', 'Arctique', 'de', 'forme', 'ronde', 'est', 'le', 'fruit', 'une', 'collaboration', 'internationale']","[u'cett', u'ologiqu', 'de', u'arctiqu', 'de', u'form', u'rond', u'est', 'le', u'fruit', u'une', u'collabor', u'international']","Cette #carte #géologique de l’Arctique, de forme ronde, est le fruit d’une collaboration internationale #CGC175 https://t.co/64kjnQ0rBk https://t.co/tvt57UY241",0.0,Neutral
