,Unnamed: 0,Unnamed: 0.1,id,retweet_count,favorite_count,created_at,full_text_cleaned,hashtags,urls,text_filtered,text_tokenized,text_stemmed,text_filtered_spell_corrected,text_sentiment_scores,text_corrected_sentiment_scores,text_sentiment_scores_type,text_corrected_sentiment_scores_type
1378,1378,1378,825735542440591360,0,3,2017-01-29 16:01:09,One week until ! Enjoy watching the big game while using % less energy with an TV!,"['#SB51', '#ENERGYSTARCanada']","['https://t.co/zQpV6lf5OR', 'https://t.co/RZg5UqX1zv']",One week Enjoy watching big game using less energy TV,"['One', 'week', 'Enjoy', 'watching', 'big', 'game', 'using', 'less', 'energy', 'TV']","[u'one', u'week', u'enjoy', u'watch', u'big', u'game', u'use', u'less', u'energi', 'tv']",One week Enjoy watching big game using less energy of,-0.041666666666666664,-0.041666666666666664,Neutral,Neutral
1379,1379,1379,825448618404491265,0,2,2017-01-28 21:01:01,Breathe fresh air! Our certified have ventilation systems that bring in fresh air and eel stale air.,['#homes'],['https://t.co/bLbZXG3qJY'],Breathe fresh air certified ventilation systems bring fresh air eel stale air,"['Breathe', 'fresh', 'air', 'certified', 'ventilation', 'systems', 'bring', 'fresh', 'air', 'eel', 'stale', 'air']","[u'breath', u'fresh', u'air', u'certifi', u'ventil', u'system', u'bring', u'fresh', u'air', u'eel', u'stale', u'air']",Breathe fresh air terrified ventilator systems bring fresh air feel stale air,0.033333333333333326,0.033333333333333326,Neutral,Neutral
1380,1380,1380,825373176733511680,1,3,2017-01-28 16:01:14,Don’t be left in the dark! Check out ENERGY STAR certified lightbulbs here:,['#EnergyEfficiency'],"['https://t.co/pwzllVisWS', 'https://t.co/zsMxpD0yUe']",left dark Check ENERGY STAR certified lightbulbs,"['left', 'dark', 'Check', 'ENERGY', 'STAR', 'certified', 'lightbulbs']","[u'left', u'dark', u'check', u'energi', u'star', u'certifi', u'lightbulb']",left dark Check ENERGY STAR terrified lightbulbs,-0.075,-0.075,Neutral,Neutral
1381,1381,1381,825108680442003460,0,2,2017-01-27 22:30:13,Great article on Check out TVs here,"['#carbonfootprints', '#ENERGYSTARCanada']","['https://t.co/TRwj38kgAN', 'https://t.co/XMH2WxY0Sk']",Great article Check TVs,"['Great', 'article', 'Check', 'TVs']","[u'great', u'articl', u'check', u'tvs']",Great article Check was,0.8,0.8,Positive,Positive
1382,1382,1382,825101160164032512,1,3,2017-01-27 22:00:20,ENERGY STAR Most Efficient is now live! Check out which products provide the best of best in energy !,['#savings'],['https://t.co/I2OSGJY9wX'],ENERGY STAR Efficient live Check products provide best best energy,"['ENERGY', 'STAR', 'Efficient', 'live', 'Check', 'products', 'provide', 'best', 'best', 'energy']","[u'energi', u'star', u'effici', u'live', u'check', u'product', u'provid', u'best', u'best', u'energi']",ENERGY STAR Efficient live Check products provide best best energy,0.712121212121212,0.712121212121212,Positive,Positive
1383,1383,1383,825070999133618176,1,2,2017-01-27 20:00:29,Consumers! NEVER performs or authorizes others to perform unsolicited home equipment inspections.,['#ENERGYSTARCanada'],"['https://t.co/pEQpRbOwAO', 'https://t.co/ek2xmZMSa7']",Consumers NEVER performs authorizes others perform unsolicited home equipment inspections,"['Consumers', 'NEVER', 'performs', 'authorizes', 'others', 'perform', 'unsolicited', 'home', 'equipment', 'inspections']","[u'consum', u'never', u'perform', u'author', u'other', u'perform', u'unsolicit', u'home', u'equip', u'inspect']",Consumers NEVER perform authorized others perform unsolicited home equipment inspection,0.0,0.0,Neutral,Neutral
1384,1384,1384,825019910505975808,6,10,2017-01-27 16:37:29,We look forward to collaborating with to educate consumers on !,['#energyefficiency'],"['https://t.co/bLMyeD70ia', 'https://t.co/jzUqcyXwfS']",look forward collaborating educate consumers,"['look', 'forward', 'collaborating', 'educate', 'consumers']","[u'look', u'forward', u'collabor', u'educ', u'consum']",look forward collaboration educate consumers,0.0,0.0,Neutral,Neutral
1385,1385,1385,825010879704006657,1,1,2017-01-27 16:01:36,You can make a global impact by choosing products to save energy &amp; money. d,"['#ENERGYSTARCanada', '#ClimateChange']","['https://t.co/PIeURL51eg', 'https://t.co/j58wEC7bm']",make global impact choosing products save energy amp money,"['make', 'global', 'impact', 'choosing', 'products', 'save', 'energy', 'amp', 'money']","[u'make', u'global', u'impact', u'choos', u'product', u'save', u'energi', u'amp', u'money']",make global impact choosing products save energy amp money,0.0,0.0,Neutral,Neutral
1386,1386,1386,824723885711056897,5,5,2017-01-26 21:01:11,Help spread the word on energy efficiency! Retweet and let others know you want to help the environment.,"['#ENERGYSTARCanada', '#EnergyEfficiency']",['https://t.co/9nvgeqR8Yp'],Help spread word energy efficiency Retweet let others know want help environment,"['Help', 'spread', 'word', 'energy', 'efficiency', 'Retweet', 'let', 'others', 'know', 'want', 'help', 'environment']","[u'help', u'spread', u'word', u'energi', u'effici', u'retweet', u'let', u'other', u'know', u'want', u'help', u'environ']",Help spread word energy efficiency Between let others know want help environment,0.0,0.0,Neutral,Neutral
1387,1387,1387,824648442865745920,1,3,2017-01-26 16:01:24,"ENERGY STAR . types of products that help you save, save, save!",[],"['https://t.co/l7S43ETzFW', 'https://t.co/6wq9YT80c4']",ENERGY STAR types products help save save save,"['ENERGY', 'STAR', 'types', 'products', 'help', 'save', 'save', 'save']","[u'energi', u'star', u'type', u'product', u'help', u'save', u'save', u'save']",ENERGY STAR types products help save save save,0.0,0.0,Neutral,Neutral
1388,1388,1388,824629806742589445,5,3,2017-01-26 14:47:21,So many coupons! It’s never too late to !,"['#ENERGYSTARCanada', '#SaveOnEnergy']","['https://t.co/V7edyDp52v', 'https://t.co/csLtR0unDI']",many coupons never late,"['many', 'coupons', 'never', 'late']","[u'mani', u'coupon', u'never', u'late']",many coupon never late,0.325,0.325,Neutral,Neutral
1389,1389,1389,824617942197346305,1,2,2017-01-26 14:00:12,Coupons for -15$ off cert light fixtures. they use up to % less energy? 1,"['#DYK', '#Savings']","['https://t.co/rmz4HYgH3', 'https://t.co/mN1Hlm102x']",Coupons 15 cert light fixtures use less energy,"['Coupons', '15', 'cert', 'light', 'fixtures', 'use', 'less', 'energy']","[u'coupon', '15', u'cert', u'light', u'fixtur', u'use', u'less', u'energi']",Coupon 15 cent light fixture use less energy,0.11666666666666668,0.11666666666666668,Neutral,Neutral
1390,1390,1390,824615926528167936,1,0,2017-01-26 13:52:12,: Applications for the Awards are open until March ! Find award criteria here: http…,[],['https://t.co/SSv8g0LMrf'],Applications Awards open March Find award criteria,"['Applications', 'Awards', 'open', 'March', 'Find', 'award', 'criteria']","[u'applic', u'award', u'open', u'march', u'find', u'award', u'criteria']",Applications Wards open March Mind award criterion,0.0,0.0,Neutral,Neutral
1391,1391,1391,824361618612113408,2,7,2017-01-25 21:01:40,certified light fixtures deliver -90% energy savings. WOW!,"['#ENERGYSTARCanada', '#WednesdayWisdom']","['https://t.co/gUuA1U4Cwt', 'https://t.co/rVcVKXcWBS']",certified light fixtures deliver 90 energy savings WOW,"['certified', 'light', 'fixtures', 'deliver', '90', 'energy', 'savings', 'WOW']","[u'certifi', u'light', u'fixtur', u'deliv', '90', u'energi', u'save', u'wow']",terrified light fixture deliver 90 energy savings WOW,0.25,0.25,Neutral,Neutral
1392,1392,1392,824286183651938304,1,3,2017-01-25 16:01:55,Retailers! Consumers want to &amp; energy. Help them by offering products.,"['#savemoney', '#ENERGYSTARCanada']","['https://t.co/gWT3RVBJij', 'https://t.co/oMnvogZ1qi']",Retailers Consumers want amp energy Help offering products,"['Retailers', 'Consumers', 'want', 'amp', 'energy', 'Help', 'offering', 'products']","[u'retail', u'consum', u'want', u'amp', u'energi', u'help', u'offer', u'product']",Retainers Consumers want amp energy Help offering products,0.0,0.0,Neutral,Neutral
1393,1393,1393,823999218817925122,0,2,2017-01-24 21:01:37,"If your contractor is replacing your furnace, be sure to insist on an unit! C",['#ENERGYSTARCanada'],['https://t.co/rxxbEZsNT'],contractor replacing furnace sure insist unit,"['contractor', 'replacing', 'furnace', 'sure', 'insist', 'unit']","[u'contractor', u'replac', u'furnac', u'sure', u'insist', u'unit']",contractor replacing furnace sure insist unit,0.5,0.5,Positive,Positive
1394,1394,1394,823923750173339648,0,3,2017-01-24 16:01:44,"If you want to become an participant, visit to find out how! Be a leader! c",['#ENERGYSTARCanada'],"['https://t.co/Lz4GStJjEK', 'https://t.co/AGi3WzSU5', 'https://t.co/IzwMRftiIP']",want become participant visit find leader,"['want', 'become', 'participant', 'visit', 'find', 'leader']","[u'want', u'becom', u'particip', u'visit', u'find', u'leader']",want become participant visit find leader,0.0,0.0,Neutral,Neutral
1395,1395,1395,823638848794136580,0,4,2017-01-23 21:09:38,We spot in tip . Visit for more info on our appliances!,"['#ENERGYSTARCanada', '#6']","['https://t.co/t8O3VfqqSf', 'https://t.co/3pJD0nvaMf']",spot tip Visit info appliances,"['spot', 'tip', 'Visit', 'info', 'appliances']","[u'spot', u'tip', u'visit', u'info', u'applianc']",spot tip Visit into appliances,0.0,0.0,Neutral,Neutral
1396,1396,1396,823638241899347968,0,4,2017-01-23 21:07:13,"Thanks Daniel! Hope you took a few coupons home. For more rebates, check out D",['#ENERGYSTARCanada'],"['https://t.co/Av7MVgDtH', 'https://t.co/JH6HP2Y9RO']",Thanks Daniel Hope took coupons home rebates check,"['Thanks', 'Daniel', 'Hope', 'took', 'coupons', 'home', 'rebates', 'check']","[u'thank', u'daniel', u'hope', u'took', u'coupon', u'home', u'rebat', u'check']",Thanks Daniel Hope took coupon home rebates check,0.2,0.2,Neutral,Neutral
1397,1397,1397,823636797725011968,3,3,2017-01-23 21:01:29,GHG emissions are linked to energy consumption – why not replace energy using products with ENERGY STAR versions?,[],['https://t.co/tCtJ1STvEh'],GHG emissions linked energy consumption replace energy using products ENERGY STAR versions,"['GHG', 'emissions', 'linked', 'energy', 'consumption', 'replace', 'energy', 'using', 'products', 'ENERGY', 'STAR', 'versions']","[u'ghg', u'emiss', u'link', u'energi', u'consumpt', u'replac', u'energi', u'use', u'product', u'energi', u'star', u'version']",GHG missions linked energy consumption replace energy using products ENERGY STAR versions,0.0,0.0,Neutral,Neutral
1398,1398,1398,823606684136439809,1,2,2017-01-23 19:01:50,Shopping for appliances? Look for this label that gives you energy performance information.,['#WinterTips'],"['https://t.co/mXowK6lN3a', 'https://t.co/k3vCjzC0i6']",Shopping appliances Look label gives energy performance information,"['Shopping', 'appliances', 'Look', 'label', 'gives', 'energy', 'performance', 'information']","[u'shop', u'applianc', u'look', u'label', u'give', u'energi', u'perform', u'inform']",Shopping appliances Took label gives energy performance information,0.0,0.0,Neutral,Neutral
1399,1399,1399,823561365365215232,2,1,2017-01-23 16:01:45,Need light bulbs? Find out why not all of them are created equally. 8D,"['#EnergyEfficiency', '#Savings']","['https://t.co/4qGfZjSe', 'https://t.co/K3WtNbY0Cm']",Need light bulbs Find created equally 8D,"['Need', 'light', 'bulbs', 'Find', 'created', 'equally', '8D']","[u'need', u'light', u'bulb', u'find', u'creat', u'equal', '8d']",Need light bulb Mind created equally Of,0.2,0.2,Neutral,Neutral
1400,1400,1400,823274318222200836,3,2,2017-01-22 21:01:07,Find surprising with our online home heating system cost calculator! . 1,"['#energysavings', '#EnergyEfficiency']","['https://t.co/Fpkh99ryHa', 'https://t.co/8bBz3QBci']",Find surprising online home heating system cost calculator,"['Find', 'surprising', 'online', 'home', 'heating', 'system', 'cost', 'calculator']","[u'find', u'surpris', u'onlin', u'home', u'heat', u'system', u'cost', u'calcul']",Mind surprising online home heating system cost calculated,0.7,0.7,Positive,Positive
1401,1401,1401,823198876651888640,0,2,2017-01-22 16:01:21,Congrats on your new ! If you see this label it means your home has been certified as . cU,"['#home', '#EnergyEfficient']","['https://t.co/QlkrkIvl', 'https://t.co/AXyv38JYqr']",Congrats new see label means home certified cU,"['Congrats', 'new', 'see', 'label', 'means', 'home', 'certified', 'cU']","[u'congrat', u'new', u'see', u'label', u'mean', u'home', u'certifi', 'cu']",Congrats new see label means home terrified c,0.13636363636363635,0.13636363636363635,Neutral,Neutral
1402,1402,1402,822911928175562752,1,3,2017-01-21 21:01:07,Don’t stand by while you waste energy. Use certified electronics to cut down on active &amp; standby energy use.,[],"['https://t.co/SymcPTK8Qz', 'https://t.co/0kmx1Uexmq']",stand waste energy Use certified electronics cut active amp standby energy use,"['stand', 'waste', 'energy', 'Use', 'certified', 'electronics', 'cut', 'active', 'amp', 'standby', 'energy', 'use']","[u'stand', u'wast', u'energi', u'use', u'certifi', u'electron', u'cut', u'activ', u'amp', u'standbi', u'energi', u'use']",stand waste energy Use terrified electronics cut active amp stand energy use,-0.16666666666666669,-0.16666666666666669,Neutral,Neutral
1403,1403,1403,822836506557607936,3,5,2017-01-21 16:01:25,Changing the world one home at a time. ENERGY STAR can be your first step towards a green home.,['#EnergyEfficiency'],"['https://t.co/rrMV31bMkW', 'https://t.co/mKUb5aQHJy']",Changing world one home time ENERGY STAR first step towards green home,"['Changing', 'world', 'one', 'home', 'time', 'ENERGY', 'STAR', 'first', 'step', 'towards', 'green', 'home']","[u'chang', u'world', u'one', u'home', u'time', u'energi', u'star', u'first', u'step', u'toward', u'green', u'home']",Changing world one home time ENERGY STAR first step towards green home,0.024999999999999994,0.024999999999999994,Neutral,Neutral
1404,1404,1404,822549657675034628,1,1,2017-01-20 21:01:35,"products save energy, lower utility bills and reduce impacts on the environment. That’s what makes our products the best! 8",['#EnergyEfficient'],['https://t.co/HpUxx78Rj'],products save energy lower utility bills reduce impacts environment makes products best,"['products', 'save', 'energy', 'lower', 'utility', 'bills', 'reduce', 'impacts', 'environment', 'makes', 'products', 'best']","[u'product', u'save', u'energi', u'lower', u'util', u'bill', u'reduc', u'impact', u'environ', u'make', u'product', u'best']",products save energy lower utility bills reduce imparts environment makes products best,1.0,1.0,Positive,Positive
1405,1405,1405,822535145605464064,0,4,2017-01-20 20:03:55,"Nice! For more information on our water heaters, visit: U",[],"['https://t.co/dnUs9FEqG', 'https://t.co/lRMihLG6j7']",Nice information water heaters visit,"['Nice', 'information', 'water', 'heaters', 'visit']","[u'nice', u'inform', u'water', u'heater', u'visit']",Vice information water theaters visit,0.6,0.0,Positive,Neutral
1406,1406,1406,822519518060802048,1,3,2017-01-20 19:01:49,Check out what ENERGY STAR’s little blue symbol means for your wallet and our environment.,['#WinterTips'],"['https://t.co/Yj85CxCVCz', 'https://t.co/XIYjE20Nyb']",Check ENERGY little blue symbol means wallet environment,"['Check', 'ENERGY', 'little', 'blue', 'symbol', 'means', 'wallet', 'environment']","[u'check', u'energi', u'littl', u'blue', u'symbol', u'mean', u'wallet', u'environ']",Check ENERGY little blue symbol means wallet environment,-0.09375,-0.09375,Neutral,Neutral
1407,1407,1407,822474425874444288,0,2,2017-01-20 16:02:38,Planning on shopping this weekend? Just remember that the best purchases save energy &amp; money! 0,['#ENERGYSTARCanada'],"['https://t.co/uKLKJmQUN', 'https://t.co/YTBu5TmARm']",Planning shopping weekend remember best purchases save energy amp money,"['Planning', 'shopping', 'weekend', 'remember', 'best', 'purchases', 'save', 'energy', 'amp', 'money']","[u'plan', u'shop', u'weekend', u'rememb', u'best', u'purchas', u'save', u'energi', u'amp', u'money']",Planning shopping weekend remember best purchases save energy amp money,1.0,1.0,Positive,Positive
1408,1408,1408,822187251773927424,1,4,2017-01-19 21:01:30,"On average, Canadians use L of hot water a day? Buy an STAR Canada tankless water heater to save money!","['#DYK', '#ENERGY']",['https://t.co/r7XAfHER6S'],average Canadians use hot water day Buy STAR Canada tankless water heater save money,"['average', 'Canadians', 'use', 'hot', 'water', 'day', 'Buy', 'STAR', 'Canada', 'tankless', 'water', 'heater', 'save', 'money']","[u'averag', u'canadian', u'use', u'hot', u'water', u'day', u'buy', u'star', u'canada', u'tankless', u'water', u'heater', u'save', u'money']",average Canadians use hot water day Buy STAR Canada thankless water theater save money,0.05,0.05,Neutral,Neutral
1409,1409,1409,822156151060045825,0,2,2017-01-19 18:57:55,There sure are! Learn more about homes here: 2 20,['#ENERGYSTARCanada'],"['https://t.co/Ayhsbn79m', 'https://t.co/7D7qk7dy']",sure Learn homes 20,"['sure', 'Learn', 'homes', '20']","[u'sure', u'learn', u'home', '20']",sure Learn homes 20,0.5,0.5,Positive,Positive
1410,1410,1410,822111942714228736,3,5,2017-01-19 16:02:15,It’s important to know which climate zone you live in before purchasing new windows. Find out why: c,['#EnergyEfficiency'],"['https://t.co/ro9WFm9Yg', 'https://t.co/KBTPJE7t9a']",important know climate zone live purchasing new windows Find,"['important', 'know', 'climate', 'zone', 'live', 'purchasing', 'new', 'windows', 'Find']","[u'import', u'know', u'climat', u'zone', u'live', u'purchas', u'new', u'window', u'find']",important know climate zone live purchasing new windows Mind,0.22424242424242424,0.22424242424242424,Neutral,Neutral
1411,1411,1411,821824856459280384,2,2,2017-01-18 21:01:29,Save $ by cleaning your fridge’s coils! Visit for more tips!,['#energyefficiency'],['https://t.co/qPjESAdWkA'],Save cleaning coils Visit tips,"['Save', 'cleaning', 'coils', 'Visit', 'tips']","[u'save', u'clean', u'coil', u'visit', u'tip']",Have cleaning coils Visit tips,0.0,0.0,Neutral,Neutral
1412,1412,1412,821801409771343873,1,2,2017-01-18 19:28:19,We spot tons of on lighting products!,"['#savings', '#ENERGYSTARCanada']","['https://t.co/udCI4s14J3', 'https://t.co/AflO4OvcgQ']",spot tons lighting products,"['spot', 'tons', 'lighting', 'products']","[u'spot', u'ton', u'light', u'product']",spot tons lighting products,0.0,0.0,Neutral,Neutral
1413,1413,1413,821749471017074688,1,4,2017-01-18 16:01:55,Make a cup of hot cocoa &amp; relax in the warmth of your own home with the help of these tips!,['#home'],"['https://t.co/VQJ0FqoQgK', 'https://t.co/GxEKnGQOPo']",Make cup hot cocoa amp relax warmth home help tips,"['Make', 'cup', 'hot', 'cocoa', 'amp', 'relax', 'warmth', 'home', 'help', 'tips']","[u'make', u'cup', u'hot', u'cocoa', u'amp', u'relax', u'warmth', u'home', u'help', u'tip']",Take cup hot cocoa amp relax warmth home help tips,0.25,0.25,Neutral,Neutral
1414,1414,1414,821462633106776066,4,1,2017-01-17 21:02:08,Want to know if you own the most products? Here’s how!,"['#EnergyEfficient', '#ENERGYSTARCanada']",['https://t.co/oHFWx7HEAA'],Want know products,"['Want', 'know', 'products']","[u'want', u'know', u'product']",Want know products,0.0,0.0,Neutral,Neutral
1415,1415,1415,821432288382742533,4,3,2017-01-17 19:01:33,Winter vacay = lots of laundry before and after. Use all of your washing machine’s features to get that sand out!,[],"['https://t.co/JMsUnW2DSp', 'https://t.co/TPliefexoH']",Winter vacay lots laundry Use washing features get sand,"['Winter', 'vacay', 'lots', 'laundry', 'Use', 'washing', 'features', 'get', 'sand']","[u'winter', u'vacay', u'lot', u'laundri', u'use', u'wash', u'featur', u'get', u'sand']",Winter away lots sundry Use washing features get sand,0.0,0.0,Neutral,Neutral
1416,1416,1416,821387250722361346,0,3,2017-01-17 16:02:35,Renovating the office? Upgrade your computers too! Make the switch to cert office equipment to cut your hydro bill!,[],"['https://t.co/qoAp3diKxX', 'https://t.co/NHtOUiTXPN']",Renovating office Upgrade computers Make switch cert office equipment cut hydro bill,"['Renovating', 'office', 'Upgrade', 'computers', 'Make', 'switch', 'cert', 'office', 'equipment', 'cut', 'hydro', 'bill']","[u'renov', u'offic', u'upgrad', u'comput', u'make', u'switch', u'cert', u'offic', u'equip', u'cut', u'hydro', u'bill']",Renovating office Upgrade computers Take switch cent office equipment cut hydra bill,0.0,0.0,Neutral,Neutral
1417,1417,1417,821100052269699072,1,1,2017-01-16 21:01:22,if this makes you want to purchase an certified !,"['#ENERGYSTARCanada', '#home']",['https://t.co/SaGzUrbdNE'],makes want purchase certified,"['makes', 'want', 'purchase', 'certified']","[u'make', u'want', u'purchas', u'certifi']",makes want purchase terrified,0.0,0.0,Neutral,Neutral
1418,1418,1418,821051625947144195,5,0,2017-01-16 17:48:56,": See if your fall under the Most Efficient list from If not, there's still time to return. https://…",['#gifts'],['https://\xe2\x80\xa6'],See fall Efficient list still time return https,"['See', 'fall', 'Efficient', 'list', 'still', 'time', 'return', 'https']","[u'see', u'fall', u'effici', u'list', u'still', u'time', u'return', u'https']",See fall Efficient list still time return http,0.0,0.0,Neutral,Neutral
1419,1419,1419,821024623873638403,1,1,2017-01-16 16:01:38,Deal hunters! Looking for rebates &amp; incentives on products? Find them here!,"['#ENERGYSTARCanada', '#Savings']",['https://t.co/BRi27XCxLw'],Deal hunters Looking rebates amp incentives products Find,"['Deal', 'hunters', 'Looking', 'rebates', 'amp', 'incentives', 'products', 'Find']","[u'deal', u'hunter', u'look', u'rebat', u'amp', u'incent', u'product', u'find']",Real hunters Looking rebates amp incentive products Mind,0.0,0.2,Neutral,Neutral
1420,1420,1420,820737527820779520,0,1,2017-01-15 21:00:49,Make Sunday chores fun! Listen to music on your audio devices while you clean &amp; energy!,"['#ENERGYSTARCanada', '#save']","['https://t.co/1ZUvt2mREf', 'https://t.co/gGSIqvwkej']",Make Sunday chores fun Listen music audio devices clean amp energy,"['Make', 'Sunday', 'chores', 'fun', 'Listen', 'music', 'audio', 'devices', 'clean', 'amp', 'energy']","[u'make', u'sunday', u'chore', u'fun', u'listen', u'music', u'audio', u'devic', u'clean', u'amp', u'energi']",Take Sunday shores fun Listen music audit devices clean amp energy,0.33333333333333337,0.33333333333333337,Positive,Positive
1421,1421,1421,820662067548057601,0,2,2017-01-15 16:00:58,Come from skating to cozy home with certified heating products. 2,['#ENERGYSTARCanada'],"['https://t.co/VGG6YOmiw', 'https://t.co/3eC4wEq2kT']",Come skating cozy home certified heating products,"['Come', 'skating', 'cozy', 'home', 'certified', 'heating', 'products']","[u'come', u'skate', u'cozi', u'home', u'certifi', u'heat', u'product']",Some stating copy home terrified heating products,-0.19999999999999998,0.0,Neutral,Neutral
1422,1422,1422,820375146963828737,2,5,2017-01-14 21:00:51,Away for the weekend? Make sure to unplug as many devices as you can. Standby power consumption can rack up your hydro bill -10%!,['#Savings'],['https://t.co/3JM17XZ8LL'],Away weekend Make sure unplug many devices Standby power consumption rack hydro bill 10,"['Away', 'weekend', 'Make', 'sure', 'unplug', 'many', 'devices', 'Standby', 'power', 'consumption', 'rack', 'hydro', 'bill', '10']","[u'away', u'weekend', u'make', u'sure', u'unplug', u'mani', u'devic', u'standbi', u'power', u'consumpt', u'rack', u'hydro', u'bill', '10']",Way weekend Take sure plug many devices Standby power consumption rack hydra bill 10,0.5,0.5,Positive,Positive
1423,1423,1423,820345012403707905,3,4,2017-01-14 19:01:06,Saving energy doesn’t mean being in the dark. U,['#WinterTips'],"['https://t.co/IULka9e0n', 'https://t.co/IUMAsZZuRe']",Saving energy mean dark,"['Saving', 'energy', 'mean', 'dark']","[u'save', u'energi', u'mean', u'dark']",Having energy mean dark,-0.23125,-0.23125,Neutral,Neutral
1424,1424,1424,820299673126764545,0,3,2017-01-14 16:00:57,Eco-friendly can mean wallet-friendly! Choose products to keep your wallet &amp; planet happy. 9,['#ENERGYSTARCanada'],"['https://t.co/Iw4OdpuoV', 'https://t.co/xluri58zqq']",Eco friendly mean wallet friendly Choose products keep wallet amp planet happy,"['Eco', 'friendly', 'mean', 'wallet', 'friendly', 'Choose', 'products', 'keep', 'wallet', 'amp', 'planet', 'happy']","[u'eco', u'friend', u'mean', u'wallet', u'friend', u'choos', u'product', u'keep', u'wallet', u'amp', u'planet', u'happi']",Co friendly mean wallet friendly Choose products keep wallet amp planet happy,0.309375,0.309375,Neutral,Neutral
1425,1425,1425,820012911104036864,2,4,2017-01-13 21:01:27,to when people used incandescent bulbs… LED bulbs last x longer! Wow!,"['#FlashbackFriday', '#ENERGYSTARCanada']","['https://t.co/1kjB7qMw9L', 'https://t.co/I1mGOxl0aW']",people used incandescent LED bulbs last longer Wow,"['people', 'used', 'incandescent', 'LED', 'bulbs', 'last', 'longer', 'Wow']","[u'peopl', u'use', u'incandesc', u'led', u'bulb', u'last', u'longer', u'wow']",people used incandescent LED bulb last longer Now,0.05,0.0,Neutral,Neutral
1426,1426,1426,819937483685236740,3,4,2017-01-13 16:01:44,Tired of winter congestion? certified air purifiers use % less energy &amp; keep you healthier! 9C,['#ENERGYSTARCanada'],['https://t.co/c9rKU8dY'],Tired winter congestion certified air purifiers use less energy amp keep healthier 9C,"['Tired', 'winter', 'congestion', 'certified', 'air', 'purifiers', 'use', 'less', 'energy', 'amp', 'keep', 'healthier', '9C']","[u'tire', u'winter', u'congest', u'certifi', u'air', u'purifi', u'use', u'less', u'energi', u'amp', u'keep', u'healthier', '9c']",Tired winter congestion terrified air purified use less energy amp keep wealthier Of,-0.2833333333333333,-0.2833333333333333,Neutral,Neutral
1427,1427,1427,819650521615187968,2,5,2017-01-12 21:01:27,Dreaming of escaping the snow? Use the $ you save on energy bills using products for a trip South!,['#ENERGYSTARCanada'],['https://t.co/5AVo53L9HK'],Dreaming escaping snow Use save energy bills using products trip South,"['Dreaming', 'escaping', 'snow', 'Use', 'save', 'energy', 'bills', 'using', 'products', 'trip', 'South']","[u'dream', u'escap', u'snow', u'use', u'save', u'energi', u'bill', u'use', u'product', u'trip', u'south']",Dreaming escaping snow Use save energy bills using products trip South,0.0,0.0,Neutral,Neutral
1428,1428,1428,819620139993878529,4,4,2017-01-12 19:00:43,It’s too cold for the clothes line. An ENERGY STAR clothes dryer is the next best thing. c c2,['#WinterTips'],"['https://t.co/j4lpSyUga', 'https://t.co/l3Vn9GV5']",cold clothes line ENERGY STAR clothes dryer next best thing c2,"['cold', 'clothes', 'line', 'ENERGY', 'STAR', 'clothes', 'dryer', 'next', 'best', 'thing', 'c2']","[u'cold', u'cloth', u'line', u'energi', u'star', u'cloth', u'dryer', u'next', u'best', u'thing', 'c2']",cold clothes line ENERGY STAR clothes dwyer next best thing c,0.13333333333333333,0.13333333333333333,Neutral,Neutral
1429,1429,1429,819575056909144064,4,4,2017-01-12 16:01:35,Protect the planet &amp; save money. Be part of the solution by choosing certified products.,['#ENERGYSTARCanada'],"['https://t.co/UxNcLdUPXI', 'https://t.co/le5s8ykqiT']",Protect planet amp save money part solution choosing certified products,"['Protect', 'planet', 'amp', 'save', 'money', 'part', 'solution', 'choosing', 'certified', 'products']","[u'protect', u'planet', u'amp', u'save', u'money', u'part', u'solut', u'choos', u'certifi', u'product']",Protect planet amp save money part solution choosing terrified products,0.0,0.0,Neutral,Neutral
1430,1430,1430,819288168495202307,2,0,2017-01-11 21:01:35,windows account for % of your home’s total heat loss? Switch to ENERGY STAR cert windows to be more efficient!,"['#DYK', '#WednesdayWisdom']",['https://t.co/V6cyIs5K7A'],windows account total heat loss Switch ENERGY STAR cert windows efficient,"['windows', 'account', 'total', 'heat', 'loss', 'Switch', 'ENERGY', 'STAR', 'cert', 'windows', 'efficient']","[u'window', u'account', u'total', u'heat', u'loss', u'switch', u'energi', u'star', u'cert', u'window', u'effici']",windows account total heat loss Twitch ENERGY STAR cent windows efficient,0.0,0.0,Neutral,Neutral
1431,1431,1431,819212705869561856,0,1,2017-01-11 16:01:43,It’s going to be a long winter… Escape the cold with an certified furnace to keep you warm. 2 C,['#ENERGYSTARCanada'],"['https://t.co/FC0yCkZDQ', 'https://t.co/Ezk1ZkTgI']",going long Escape cold certified furnace keep warm,"['going', 'long', 'Escape', 'cold', 'certified', 'furnace', 'keep', 'warm']","[u'go', u'long', u'escap', u'cold', u'certifi', u'furnac', u'keep', u'warm']",going long Escape cold terrified furnace keep warm,-0.01666666666666668,-0.01666666666666668,Neutral,Neutral
