,id,date_published,link,caption_original,caption_cleaned,hashtags,num_shares,num_likes,Reactions_SUM,category,language,average_sentiment_score,sentiment,account_name,words_matched_list
10,871705991892672518,2017-06-05 12:31:18,['https://t.co\xe2\x80\xa6'],RT @UNEP: Happy #WorldEnvironmentDay to the first parts of the 🌏 celebrating! Get outside &amp; share a 📷 of your time #WithNature https://t.co…,RT UNEP Happy WorldEnvironmentDay first parts celebrating Get outside amp share time WithNature https,"['#WorldEnvironmentDay', '#WithNature']",674,0,674,Environmental,en,0.37083333333333335,Positive,environmentca_tweeter,"['or', 'nature']"
11,871411029573595136,2017-06-04 16:59:14,[],"RT @UNODC: 5 June is #WorldEnvironmentDay!
Protecting our Earth, our Home, is everyone's responsibility. 
Life is better #WithNature - prot…",RT UNODC June WorldEnvironmentDay Protecting Earth Home everyone responsibility Life better WithNature,"['#WorldEnvironmentDay', '#WithNature']",637,0,637,Environmental,en,0.5,Positive,environmentca_tweeter,"['or', 'nature']"
12,918114345162362880,2017-10-11 14:01:32,['https://t.co/sKBkkjR\xe2\x80\xa6'],RT @CanadianPM: Every girl has the potential to shape our world for the better &amp; the right to reach her full potential https://t.co/sKBkkjR…,RT CanadianPM Every girl potential shape world better amp right reach full potential https co,[],608,0,608,Environmental,en,0.22714285714285715,Neutral,environmentca_tweeter,['or']
13,871783114972028930,2017-06-05 17:37:46,[],"RT @WildlifeDay: This #WorldEnvironmentDay, let us get up close and personal #WithNature and #wildlife! Their future is our future! https:/…",RT WildlifeDay WorldEnvironmentDay let us get close personal WithNature wildlife future future https,"['#WorldEnvironmentDay', '#WithNature', '#wildlife']",569,0,569,Environmental,en,0.0,Neutral,environmentca_tweeter,"['wildlife', 'or', 'nature']"
14,909564930659176449,2017-09-17 23:49:13,"['https://t.co/rpHyUGB0EE', 'https://t.co/h3E6DzEwN']","RT @UN: What will your leader say at the #UNGA this year? News, live coverage &amp; more: https://t.co/rpHyUGB0EE https://t.co/h3E6DzEwN0",RT UN leader say UNGA year News live coverage amp https co rpHyUGB0EE https co h3E6DzEwN0,['#UNGA'],557,0,557,unknown,en,0.3181818181818182,Neutral,environmentca_tweeter,
15,877575167966298112,2017-06-21 17:13:19,[],"RT @GCIndigenous: Today, we celebrate #Indigenouspeoples in Canada and recognize their invaluable contributions, cultures and history. Happ…",RT GCIndigenous Today celebrate Indigenouspeoples Canada recognize invaluable contributions cultures history,['#Indigenouspeoples'],547,0,547,Social,en,0.0,Neutral,environmentca_tweeter,"['culture', 'indigenous']"
16,925772900388483077,2017-11-01 17:13:54,['https://t.co/h8bs4wi6eV'],RT @VeteransENG_CA: #Day1 of 11 Days of Remembrance… Show us your poppies! #CanadaRemembers https://t.co/h8bs4wi6eV,RT Day1 11 Days Show us poppies CanadaRemembers https co h8bs4wi6eV,"['#Day1', '#CanadaRemembers']",526,0,526,unknown,en,0.0,Neutral,environmentca_tweeter,
17,880827506298941442,2017-06-30 16:36:57,['https://t.co/6hBwGhv9oC\xe2\x80\xa6'],RT @CanadianPM: Celebrate #CanadaDay from coast to coast to coast! See what's happening in your community tomorrow: https://t.co/6hBwGhv9oC…,RT CanadianPM Celebrate CanadaDay coast coast coast See happening community tomorrow https co,['#CanadaDay'],518,0,518,Environmental,en,0.0,Neutral,environmentca_tweeter,"['or', 'coast']"
18,920966548004786177,2017-10-19 10:55:10,['https://t.co/9PuNhG3XKw'],Plastic bottles may take hundreds of years to decompose.  Use a reusable water bottle instead! #WasteReductionWeek https://t.co/9PuNhG3XKw,Plastic bottles may take hundreds years decompose Use reusable water bottle instead WasteReductionWeek https co 9PuNhG3XKw,['#WasteReductionWeek'],229,280,509,Environmental,en,0.0,Neutral,environmentca_tweeter,['water']
19,899731195629633536,2017-08-21 20:33:27,['https://t.co/UFCRHPZakn'],"RT @UNEP: Stunning photos from @NASA of the #SolarEclipse2017 
📷 NASA/Bill Ingalls/Aubrey Gemignani https://t.co/UFCRHPZakn",RT UNEP Stunning photos NASA SolarEclipse2017 NASA Bill Ingalls Aubrey Gemignani https co UFCRHPZakn,['#SolarEclipse2017'],494,0,494,Environmental,en,0.5,Positive,environmentca_tweeter,['solar']
20,872905059843100674,2017-06-08 19:55:58,[],RT @USFWS: It's #WorldOceansDay! More people have been to the moon than to ocean's deepest point! We have much to learn and explore. Pic Ia…,RT USFWS WorldOceansDay people moon ocean deepest point much learn explore Pic,['#WorldOceansDay'],484,0,484,Environmental,en,0.4125,Positive,environmentca_tweeter,"['oceans', 'or']"
21,868534428724862978,2017-05-27 18:28:39,['https://t.co/2wTScoVJvj'],"RT @CanadianPM: ""I look forward to welcoming my counterparts next year in beautiful Charlevoix."" #G7Charlevoix https://t.co/2wTScoVJvj",RT CanadianPM look forward welcoming counterparts next year beautiful Charlevoix G7Charlevoix https co 2wTScoVJvj,['#G7Charlevoix'],435,0,435,Environmental,en,0.425,Positive,environmentca_tweeter,"['eau', 'or']"
22,920735743462567936,2017-10-18 19:38:02,['https://t.co/kQwY\xe2\x80\xa6'],"RT @Women_Canada: Today is #PersonsDay! 88 yrs ago, women in Canada were legally recognized as “persons”. #ClaimYourPlace https://t.co/kQwY…",RT Today PersonsDay 88 yrs ago women Canada legally recognized ClaimYourPlace https co,"['#PersonsDay', '#ClaimYourPlace']",427,0,427,Social,en,0.2,Neutral,environmentca_tweeter,['women']
23,905485144068423684,2017-09-06 17:37:36,['https://t.co/WCvF8bTfqN'],"RT @UNEP: Marine litter affects habitats, ecosystems &amp; biodiversity. 
Let's #BeatPollution together: https://t.co/WCvF8bTfqN
#CleanSeas htt…",RT UNEP Marine litter affects habitats ecosystems amp biodiversity Let BeatPollution together https co WCvF8bTfqN CleanSeas,"['#BeatPollution', '#CleanSeas']",422,0,422,Environmental,en,0.0,Neutral,environmentca_tweeter,"['ecosystem', 'biodiversity', 'marine', 'clean', 'pollution']"
24,938786166802874368,2017-12-07 15:03:58,[],"RT @UNEP: #BeatPollution success!  
UN Environment Assembly brings resolutions &amp; pledges promising to improve the lives of billions across…",RT UNEP BeatPollution success UN Environment Assembly brings resolutions amp pledges promising improve lives billions,['#BeatPollution'],419,0,419,Environmental,en,0.2875,Neutral,environmentca_tweeter,['pollution']
25,933755343322181632,2017-11-23 17:53:16,[],"RT @UNEP: Ozone fact:
Thanks to #MontrealProtocol, over 99% of chemicals that deplete the ozone layer have been phased out globally.
📷 @NAS…",RT UNEP Ozone fact Thanks MontrealProtocol 99 chemicals deplete ozone layer phased globally,['#MontrealProtocol'],395,0,395,Economical,en,0.1,Neutral,environmentca_tweeter,['global']
26,929383644795371520,2017-11-11 16:21:42,['https://t.co/2Gz6\xe2\x80\xa6'],"RT @CanadianPM: “We owe a great debt to our veterans, to the fallen, and to the families who love them.” #CanadaRemembers https://t.co/2Gz6…",RT CanadianPM owe great debt veterans fallen families love CanadaRemembers https co,['#CanadaRemembers'],390,0,390,Social,en,0.65,Positive,environmentca_tweeter,['ami']
27,940595243963027457,2017-12-12 14:52:36,[],RT @UNEP: #OnePlanet Summit seeks to mobilize new announcements of bold projects and substantial financial commitments to combat #climatech…,RT UNEP OnePlanet Summit seeks mobilize new announcements bold projects substantial financial commitments combat,"['#OnePlanet', '#climatech']",387,0,387,Environmental,en,0.15656565656565655,Neutral,environmentca_tweeter,"['planet', 'summit', 'oneplanet summit']"
28,871787309880004609,2017-06-05 17:54:26,[],"RT @Canada: This #WorldEnvironmentDay, take the opportunity to explore what our beautiful Canadian environment has to offer #Canada150 📷kna…",RT Canada WorldEnvironmentDay take opportunity explore beautiful Canadian environment offer Canada150,"['#WorldEnvironmentDay', '#Canada150']",385,0,385,Environmental,en,0.85,Positive,environmentca_tweeter,"['eau', 'or']"
29,938510984385323008,2017-12-06 20:50:30,['https://\xe2\x80\xa6'],RT @CanadianPM: Prime Minister Justin Trudeau’s statement on the National Day of Remembrance and Action on Violence Against Women: https://…,RT CanadianPM Prime Minister Justin statement National Day Remembrance Action Violence Women https,[],376,0,376,Social,en,0.1,Neutral,environmentca_tweeter,['women']
30,914887503840194570,2017-10-02 16:19:13,[],"RT @RideauHall: With the signing of the oath book and the ascension to the Throne, Julie Payette officially becomes Governor General of Can…",RT RideauHall signing oath book ascension Throne Julie Payette officially becomes Governor General,[],376,0,376,Environmental,en,0.05000000000000002,Neutral,environmentca_tweeter,"['eau', 'or']"
31,871705877522395136,2017-06-05 12:30:51,['https://t.co/\xe2\x80\xa6'],RT @UNEP: Happy #WorldEnvironmentDay everyone! Escape your concrete jungle with @libingbinglove and explore the natural you 💚 https://t.co/…,RT UNEP Happy WorldEnvironmentDay everyone Escape concrete jungle libingbinglove explore natural https co,['#WorldEnvironmentDay'],376,0,376,Environmental,en,0.4166666666666667,Positive,environmentca_tweeter,"['natural', 'or']"
32,940664083698810880,2017-12-12 19:26:08,['https://t.co/PouwvNd9BF'],"RT @UNFCCC: A revolution is underway! https://t.co/PouwvNd9BF On the 2nd anniversary of the #ParisAgreement, the #OnePlanet Summit demonstr…",RT UNFCCC revolution underway https co PouwvNd9BF 2nd anniversary ParisAgreement OnePlanet Summit,"['#ParisAgreement', '#OnePlanet']",374,0,374,Environmental,en,0.0,Neutral,environmentca_tweeter,"['planet', 'summit', 'oneplanet summit']"
33,940675829058691072,2017-12-12 20:12:49,[],"RT @CWF_FCF: Standing on thin ice. #PolarBears, one of the most iconic Canadian species, are facing their biggest threat—#ClimateChange. Le…",RT Standing thin ice PolarBears one iconic Canadian species facing biggest ClimateChange,"['#PolarBears', '#ClimateChange']",371,0,371,Environmental,en,0.2,Neutral,environmentca_tweeter,"['climate', 'species', 'ice', 'climat']"
34,940609875482161152,2017-12-12 15:50:44,[],"RT @UNEP: UN Environment Patron of the Oceans @LewisPugh swims in the polar regions to draw attention to our warming planet. 
What will YOU…",RT UNEP UN Environment Patron Oceans LewisPugh swims polar regions draw attention warming planet,[],357,0,357,Environmental,en,-0.08333333333333333,Neutral,environmentca_tweeter,"['planet', 'oceans']"
35,896084361732214784,2017-08-11 19:02:14,['https://t.co/\xe2\x80\xa6'],"RT @DFO_MPO: To prevent more #RightWhale deaths, a temporary mandatory slow-down in the Gulf of St. Lawrence is now in effect https://t.co/…",RT prevent RightWhale deaths temporary mandatory slow Gulf St Lawrence effect https co,['#RightWhale'],347,0,347,Environmental,en,0.5,Positive,environmentca_tweeter,['or']
36,870415584755933185,2017-06-01 23:03:41,['https://t.co/uBoXGz\xe2\x80\xa6'],RT @CanadianPM: PM Trudeau's statement in response to the United States’ decision to withdraw from the Paris Agreement: https://t.co/uBoXGz…,RT CanadianPM PM Trudeau statement response United decision withdraw Paris Agreement https co,[],344,0,344,Environmental,en,0.0,Neutral,environmentca_tweeter,['eau']
37,877243889891069952,2017-06-20 19:16:56,"['https://t.co/ktqTqrEqLn', 'https://t.co/BoqQyImBfQ']",RT @USFWS: How to build a butterfly and pollinator garden in seven steps  https://t.co/ktqTqrEqLn #PollinatorWeek https://t.co/BoqQyImBfQ,RT USFWS build butterfly pollinator garden seven steps https co ktqTqrEqLn PollinatorWeek https co BoqQyImBfQ,['#PollinatorWeek'],335,0,335,Environmental,en,0.0,Neutral,environmentca_tweeter,['or']
38,871705818500149248,2017-06-05 12:30:37,['https://t.co/g8mJ0t4Xpv'],RT @UNEP: Nothing's better than a day out #withnature . Picture the places that matter to you today! https://t.co/g8mJ0t4Xpv #WorldEnvironm…,RT UNEP Nothing better day withnature Picture places matter today https co g8mJ0t4Xpv,"['#withnature', '#WorldEnvironm']",331,0,331,Environmental,en,0.625,Positive,environmentca_tweeter,['nature']
39,914921711379861504,2017-10-02 18:35:09,[],"RT @Canada: October is #WomensHistoryMonth and we're honouring Canadian women, like Viola Desmond, who claimed their place in history #Clai…",RT Canada October WomensHistoryMonth honouring Canadian women like Viola Desmond claimed place history,"['#WomensHistoryMonth', '#Clai']",324,0,324,Social,en,0.0,Neutral,environmentca_tweeter,['women']
40,938785639960596480,2017-12-07 15:01:53,[],"RT @UNEP: Air pollution causes 1 in 9 deaths and it is the biggest health crisis we face. 
Action against air pollution improves air qualit…",RT UNEP Air pollution causes deaths biggest health crisis face Action air pollution improves air,[],324,0,324,Environmental,en,0.1,Neutral,environmentca_tweeter,"['pollution', 'air']"
41,898234180508712960,2017-08-17 17:24:51,"['https://t.co/x1D0EzLPmA', 'https://t.c\xe2\x80\xa6']","RT @csa_asc: Use our map so you don’t miss the solar eclipse at its best!

For more information visit: https://t.co/x1D0EzLPmA. https://t.c…",RT Use map miss solar eclipse best information visit https co x1D0EzLPmA https,[],320,0,320,Environmental,en,0.75,Positive,environmentca_tweeter,"['or', 'solar']"
42,871770727850049536,2017-06-05 16:48:32,[],RT @UNEP: #WorldEnvironmentDay kicked off in Canada yesterday - watch the best moments with @jackjohnson @adriangrenier @eriksolheim &amp; @ec_…,RT UNEP WorldEnvironmentDay kicked Canada yesterday watch best moments jackjohnson adriangrenier eriksolheim amp,['#WorldEnvironmentDay'],318,0,318,Environmental,en,1.0,Positive,environmentca_tweeter,['or']
43,872066512231727104,2017-06-06 12:23:53,[],RT @CanadianPM: PM Trudeau: we have a global responsibility and a role to play to preserve and protect our environment. #WorldEnvironmentDa…,RT CanadianPM PM Trudeau global responsibility role play preserve protect environment,['#WorldEnvironmentDa'],316,0,316,Economical,en,0.0,Neutral,environmentca_tweeter,['global']
44,920735554022641664,2017-10-18 19:37:17,['https://t\xe2\x80\xa6'],RT @CanadianPM: The #FamousFive fought to expand women’s rights and extend the reach of their voices. #ClaimYourPlace #PersonsDay https://t…,RT CanadianPM FamousFive fought expand rights extend reach voices ClaimYourPlace PersonsDay https,"['#FamousFive', '#ClaimYourPlace', '#PersonsDay']",316,0,316,Economical,en,0.0,Neutral,environmentca_tweeter,['rights']
45,911001368793579520,2017-09-21 22:57:06,['https://t.co/4uv\xe2\x80\xa6'],"RT @CanadianPM: PM Trudeau reiterates Canada’s commitment to advancing human rights, diversity and inclusion at the #UNGA. https://t.co/4uv…",RT CanadianPM PM Trudeau reiterates commitment advancing human rights diversity inclusion UNGA https co,['#UNGA'],312,0,312,Social,en,0.0,Neutral,environmentca_tweeter,"['human rights', 'diversity']"
46,926423733191004160,2017-11-03 12:20:04,['https://t.co/nbSC8T4i\xe2\x80\xa6'],RT @UNFCCC: Global #ClimateAction at the @UN Climate Change Conference #COP23 in Bonn! Full programme available here: https://t.co/nbSC8T4i…,RT UNFCCC Global ClimateAction UN Climate Change Conference COP23 Bonn Full programme available https co,"['#ClimateAction', '#COP23']",298,0,298,Environmental,en,0.25,Neutral,environmentca_tweeter,"['climate change', 'climate', 'cop23', 'climat']"
47,865611787663794176,2017-05-19 16:55:07,[],Making polluters pay is a critical part of any serious climate plan. #CANClimateAction,Making polluters pay critical part serious climate plan CANClimateAction,['#CANClimateAction'],61,231,292,Environmental,en,-0.16666666666666666,Neutral,environmentca_tweeter,"['climate', 'climat']"
48,872790788786327555,2017-06-08 12:21:54,['https://t.co/QHBTyz\xe2\x80\xa6'],RT @UNEP: Happy #WorldOceansDay everyone! Find out the critical role played by women preserving the marine environment. https://t.co/QHBTyz…,RT UNEP Happy WorldOceansDay everyone Find critical role played women preserving marine environment https co,['#WorldOceansDay'],288,0,288,Environmental,en,0.5,Positive,environmentca_tweeter,"['oceans', 'marine', 'or']"
49,871721156189069314,2017-06-05 13:31:34,['https://t.co/c1tUUMy3vM'],"RT @CanadianPM: This year, Canada hosts the #WorldEnvironmentDay official global celebrations for the first time. https://t.co/c1tUUMy3vM h…",RT CanadianPM year Canada hosts WorldEnvironmentDay official global celebrations first time https co c1tUUMy3vM,['#WorldEnvironmentDay'],277,0,277,Economical,en,0.125,Neutral,environmentca_tweeter,['global']
50,929383611610038273,2017-11-11 16:21:34,['https://t.co/mr\xe2\x80\xa6'],"RT @CanadianPM: “We stand together, a grateful country, with poppies close to our hearts. Lest we forget.” #CanadaRemembers https://t.co/mr…",RT CanadianPM stand together grateful country poppies close hearts Lest forget CanadaRemembers https co,['#CanadaRemembers'],269,0,269,Environmental,en,0.0,Neutral,environmentca_tweeter,['or']
51,927886382135160833,2017-11-07 13:12:07,['https://t.co/MCfDULf1Qh'],"RT @UNEP: It is very likely that 2017 will be the one of the three hottest years on record. Read more:  https://t.co/MCfDULf1Qh
#climatecha…",RT UNEP likely 2017 one three hottest years record Read https co MCfDULf1Qh,['#climatecha'],269,0,269,Environmental,en,0.25,Neutral,environmentca_tweeter,['or']
52,940595053654953985,2017-12-12 14:51:50,['https://t.co/tTy\xe2\x80\xa6'],RT @UNEP: Pollution threatens natural systems that sustain all life on this #OnePlanet &amp; underpin livelihoods of billions: https://t.co/tTy…,RT UNEP Pollution threatens natural systems sustain life OnePlanet amp underpin livelihoods billions https co,['#OnePlanet'],268,0,268,Environmental,en,0.1,Neutral,environmentca_tweeter,"['natural system', 'planet', 'natural', 'pollution']"
53,914903742717276161,2017-10-02 17:23:45,['https://t.co/Cq0O\xe2\x80\xa6'],RT @ChiefSciCan: It’s an honour to have been chosen as #Canada’s new #ChiefScienceAdvisor. I look forward to my new role. https://t.co/Cq0O…,RT ChiefSciCan honour chosen new ChiefScienceAdvisor look forward new role https co,"['#Canada', '#ChiefScienceAdvisor']",267,0,267,Environmental,en,0.13636363636363635,Neutral,environmentca_tweeter,['or']
54,909113437875261440,2017-09-16 17:55:08,['https://t.co/pNqnT8m5Rn'],RT @UNFCCC: Thanks @NASA and @NOAA for your commitment to #climate protection #OzoneDay https://t.co/pNqnT8m5Rn,RT UNFCCC Thanks NASA NOAA commitment climate protection OzoneDay https co pNqnT8m5Rn,"['#climate', '#OzoneDay']",262,0,262,Environmental,en,0.2,Neutral,environmentca_tweeter,"['climate', 'climat']"
55,898308502283706369,2017-08-17 22:20:11,['https://t.co/Me5RYxU7uV'],Canada will uphold and preserve the elements in #NAFTA that protect our natural resources. https://t.co/Me5RYxU7uV,Canada uphold preserve elements NAFTA protect natural resources https co Me5RYxU7uV,['#NAFTA'],70,189,259,Environmental,en,0.1,Neutral,environmentca_tweeter,"['natural', 'resources']"
56,868533841534779398,2017-05-27 18:26:19,['https://t.co/XYjVCG4aNs\xe2\x80\xa6'],"RT @CanadianPM: Prime Minister Justin Trudeau announces that the 2018 #G7 Summit will take place in Charlevoix, QC. https://t.co/XYjVCG4aNs…",RT CanadianPM Prime Minister Justin Trudeau announces 2018 G7 Summit take place Charlevoix QC https co,['#G7'],255,0,255,Economical,en,0.0,Neutral,environmentca_tweeter,"['summit', 'minister']"
57,930053101075214336,2017-11-13 12:41:53,[],"RT @UNFCCC: Finance for #climate is flowing at a greater pace than ever, with growing markets for #renewable energy, electric vehicles and…",RT UNFCCC Finance climate flowing greater pace ever growing markets renewable energy electric vehicles,"['#climate', '#renewable']",239,0,239,Economical,en,0.5,Positive,environmentca_tweeter,"['energy', 'finance']"
58,876881373612691456,2017-06-19 19:16:25,[],"RT @Canada: Let this breaching orca, seen off the coast of #BC, be your inspiration to leap toward success this week! #MondayMotivation 📷ga…",RT Canada Let breaching orca seen coast BC inspiration leap toward success week MondayMotivation,"['#BC', '#MondayMotivation']",238,0,238,Environmental,en,0.375,Positive,environmentca_tweeter,"['or', 'coast']"
59,890951291547115520,2017-07-28 15:05:15,"['https://t.co/Y2CwW6JCj', 'https://t.co/IhvKDOKr']","There is an outbreak of sick #birds in Atlantic Canada. Take down feeders, baths &amp; dispose of wet or exposed feed: https://t.co/Y2CwW6JCj2 https://t.co/IhvKDOKr2d",outbreak sick birds Atlantic Canada Take feeders baths amp dispose wet exposed feed https co Y2CwW6JCj2 https co IhvKDOKr2d,['#birds'],176,62,238,Environmental,en,-0.3232804232804233,Neutral,environmentca_tweeter,['bird']
60,872905083377381378,2017-06-08 19:56:04,['https://t.co/wt3gYIDy'],RT @Canada: On this #WorldOceanDay celebrate all three of Canada’s bordering oceans! #Canada150 https://t.co/wt3gYIDy89,RT Canada WorldOceanDay celebrate three bordering oceans Canada150 https co wt3gYIDy89,"['#WorldOceanDay', '#Canada150']",236,0,236,Environmental,en,0.0,Neutral,environmentca_tweeter,"['oceans', 'or']"
61,866720364218511360,2017-05-22 18:20:12,[],RT @Canada: For your #Canada150 bucketlist: There are 18 UNESCO World Biosphere Reserves across Canada encouraging #sustainabletourism #IBD…,RT Canada Canada150 bucketlist 18 UNESCO World Biosphere Reserves across Canada encouraging sustainabletourism,"['#Canada150', '#sustainabletourism', '#IBD']",230,0,230,Environmental,en,0.0,Neutral,environmentca_tweeter,"['sustainable', 'or']"
62,938785561715859457,2017-12-07 15:01:34,[],RT @UNEP: We can achieve a pollution-free planet if we ensure access to information for all to make informed choices and lifestyle changes.…,RT UNEP achieve pollution free planet ensure access information make informed choices lifestyle changes,[],227,0,227,Environmental,en,0.0,Neutral,environmentca_tweeter,"['planet', 'or', 'ice', 'pollution']"
63,935609745821585409,2017-11-28 20:42:00,[],"RT @Canada: Canadians are showing their generosity today! Whether you want to support a local foodbank or the caribou population, be a part…",RT Canada Canadians showing generosity today Whether want support local foodbank caribou population,[],217,0,217,Social,en,0.0,Neutral,environmentca_tweeter,"['local', 'population']"
64,913012874393645056,2017-09-27 12:10:06,['https://t.co/x9KrnQ\xe2\x80\xa6'],RT @CanadianPM: Aged 16-24? Want to make a difference in your community and country? Apply for the #PMYouthCouncil now! https://t.co/x9KrnQ…,RT CanadianPM Aged 16 24 Want make difference community country Apply PMYouthCouncil https co,['#PMYouthCouncil'],212,0,212,Social,en,-0.125,Neutral,environmentca_tweeter,['community']
65,914948234203877377,2017-10-02 20:20:32,['https://t.co/6u45QkNkK\xe2\x80\xa6'],"RT @UNFCCC: On #WorldHabitatDay, a reminder that all villages and towns need to build #resilience to #climatechange: https://t.co/6u45QkNkK…",RT UNFCCC WorldHabitatDay reminder villages towns need build resilience climatechange https co,"['#WorldHabitatDay', '#resilience', '#climatechange']",211,0,211,Environmental,en,0.0,Neutral,environmentca_tweeter,"['climate', 'or', 'climat']"
66,912779100078657536,2017-09-26 20:41:10,['https://t.co/8gk8zNYfpP'],RT @CanadianPM: Prime Minister Justin Trudeau announces Dr. Mona Nemer as Canada’s new Chief Science Advisor: https://t.co/8gk8zNYfpP,RT CanadianPM Prime Minister Justin Trudeau announces Dr Mona Nemer new Chief Science Advisor https co 8gk8zNYfpP,[],210,0,210,Environmental,en,0.13636363636363635,Neutral,environmentca_tweeter,"['eau', 'or', 'mer']"
67,911213841110978560,2017-09-22 13:01:23,['https://t.co/Q1xzYkc93'],We’re already falling for #autumn! Happy #FirstDayofFall! 😍 🍂🍁 https://t.co/Q1xzYkc93C,already falling autumn Happy FirstDayofFall https co Q1xzYkc93C,"['#autumn', '#FirstDayofFall']",75,132,207,unknown,en,1.0,Positive,environmentca_tweeter,
68,928571003332190208,2017-11-09 10:32:33,['https://t.co/Y8HbZg8yk'],RT @FAOclimate: #Climatechange is threatening food production. #COP23 #ZeroHunger https://t.co/Y8HbZg8ykD,RT FAOclimate Climatechange threatening food production COP23 ZeroHunger https co Y8HbZg8ykD,"['#Climatechange', '#COP23', '#ZeroHunger']",205,0,205,Environmental,en,0.0,Neutral,environmentca_tweeter,"['climate', 'cop23', 'climat']"
69,927886021869568000,2017-11-07 13:10:41,[],RT @FAOnews: @UNFCCC @COP23 @grazianodasilva @MariaLenasemedo @FAOclimate @UNEP @WFP @UN Take #ClimateAction. Reduce your #foodwaste to hel…,RT FAOnews UNFCCC COP23 grazianodasilva MariaLenasemedo FAOclimate UNEP WFP UN Take ClimateAction Reduce foodwaste,"['#ClimateAction', '#foodwaste']",204,0,204,Environmental,en,0.0,Neutral,environmentca_tweeter,"['climate', 'cop23', 'climat']"
