owner,created_at,id,post_id,text_cleaned,hashtags,urls,text_filtered,text_tokenized,text_stemmed,text_filtered_spell_corrected,text_sentiment_scores,text_corrected_sentiment_scores,text_sentiment_scores_type,text_corrected_sentiment_scores_type,text_original,text_sentiment_original_scores,text_sentiment_original_scores_type
"{""username"":""caseyjaymoore"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/25017942_342665769536512_6852985758060380160_n.jpg"",""id"":""174400683""}",1481564130,1.79e+16,2016-12-11_14-35-15,,[],[],,['nan'],[u'nan'],,0.0,0.0,Neutral,Neutral,âœŒ,0.0,neutral
"{""username"":""michellesavoieb"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/25024745_143680169746376_6982202335946604544_n.jpg"",""id"":""230242731""}",1485822855,1.79e+16,2016-12-19_08-48-26,"J'ai commander la mienne il y a deux mois de cela, et je n'ai toujours rien reÃ§u... .canada",[],[],ai commander la mienne il deux mois de cela et je ai toujours rien canada,"['ai', 'commander', 'la', 'mienne', 'il', 'deux', 'mois', 'de', 'cela', 'et', 'je', 'ai', 'toujours', 'rien', 'canada']","['ai', u'command', 'la', u'mienn', 'il', u'deux', u'moi', 'de', u'cela', 'et', 'je', 'ai', u'toujour', u'rien', u'canada']",ai commander la mine il deux moist de cela et je ai toujours rien canada,0.0,0.0,Neutral,Neutral,"J'ai commander la mienne il y a deux mois de cela, et je n'ai toujours rien reÃ§u... @parcs.canada",0.0,neutral
"{""username"":""tysonjerry"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/16123068_1773077643014480_6206156652421316608_a.jpg"",""id"":""180376404""}",1482174974,1.78e+16,2016-12-19_08-48-26,Like it!,[],[],Like,['Like'],[u'like'],Like,0.0,0.0,Neutral,Neutral,Like it!,0.0,neutral
"{""username"":""elliottkemmet"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/13166908_516146461927253_1664531474_a.jpg"",""id"":""6637646""}",1482557522,1.79e+16,2016-12-23_09-24-11,ï¸ï¸,[],[],,[],[],,0.0,0.0,Neutral,Neutral,âœŒï¸ï¸,0.0,neutral
"{""username"":""easyvegans"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/23966785_1626814330674631_9059038440556855296_n.jpg"",""id"":""1988529050""}",1482551277,1.79e+16,2016-12-23_09-24-11,,[],[],,['nan'],[u'nan'],,0.0,0.0,Neutral,Neutral,ðŸ‘† ðŸ‘,0.0,neutral
"{""username"":""deuxevades"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/20905175_155481628363098_5172971590417121280_a.jpg"",""id"":""4240552929""}",1482518182,1.79e+16,2016-12-23_09-24-11,Magnifique! Quelle vue,[],[],Magnifique Quelle vue,"['Magnifique', 'Quelle', 'vue']","[u'magnifiqu', u'quell', u'vue']",Magnifique Quelle vue,0.0,0.0,Neutral,Neutral,Magnifique! Quelle vue,1.0,positive
"{""username"":""elliottkemmet"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/13166908_516146461927253_1664531474_a.jpg"",""id"":""6637646""}",1482950040,1.78e+16,2016-12-26_11-03-41,"Hey, I'm trying to better myself as a photographer. Any comments or feedback on my work would be appreciated!",[],[],Hey trying better photographer comments feedback work would appreciated,"['Hey', 'trying', 'better', 'photographer', 'comments', 'feedback', 'work', 'would', 'appreciated']","[u'hey', u'tri', u'better', u'photograph', u'comment', u'feedback', u'work', u'would', u'appreci']",Key trying better photographer comments feedback work would appreciated,0.35,0.233333333,Positive,Neutral,"Hey, I'm trying to better myself as a photographer. Any comments or feedback on my work would be appreciated! ðŸ™@elliottkemmet",0.0,neutral
"{""username"":""elliottkemmet"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/13166908_516146461927253_1664531474_a.jpg"",""id"":""6637646""}",1482949638,1.79e+16,2016-12-27_13-40-10,"Hey, I'm trying to better myself as a photographer. Any comments or feedback on my work would be appreciated!",[],[],Hey trying better photographer comments feedback work would appreciated,"['Hey', 'trying', 'better', 'photographer', 'comments', 'feedback', 'work', 'would', 'appreciated']","[u'hey', u'tri', u'better', u'photograph', u'comment', u'feedback', u'work', u'would', u'appreci']",Key trying better photographer comments feedback work would appreciated,0.35,0.233333333,Positive,Neutral,"Hey, I'm trying to better myself as a photographer. Any comments or feedback on my work would be appreciated! ðŸ™@elliottkemmet",0.0,neutral
"{""username"":""now.its.chow.time"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/14591059_1418820948145864_5665552335804301312_a.jpg"",""id"":""4060708924""}",1483051667,1.79e+16,2016-12-28_10-36-24,Thank you for sharing my photo! what an honor!,[],[],Thank sharing photo honor,"['Thank', 'sharing', 'photo', 'honor']","[u'thank', u'share', u'photo', u'honor']",Thank sharing photo honor,0.0,0.0,Neutral,Neutral,Thank you for sharing my photo! ðŸ˜™ðŸ˜ðŸ˜ what an honor!,0.0,neutral
"{""username"":""deuxevades"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/20905175_155481628363098_5172971590417121280_a.jpg"",""id"":""4240552929""}",1484266143,1.79e+16,2016-12-29_11-49-48,On participe ! On a vraiment envie de dÃ©couvrir les parcs Canada de Labrador et Terre-Neuve!,[],[],participe vraiment envie de couvrir les parcs Canada de Labrador et Terre Neuve,"['participe', 'vraiment', 'envie', 'de', 'couvrir', 'les', 'parcs', 'Canada', 'de', 'Labrador', 'et', 'Terre', 'Neuve']","[u'particip', u'vraiment', u'envi', 'de', u'couvrir', u'les', u'parc', u'canada', 'de', u'labrador', 'et', u'terr', u'neuv']",particle raiment envied de courier les parts Canada de Labrador et Were Nerve,0.0,0.0,Neutral,Neutral,On participe ! On a vraiment envie de dÃ©couvrir les parcs Canada de Labrador et Terre-Neuve! ðŸ˜,0.0,neutral
"{""username"":""fishingwithbrando"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/13643704_1230785246954111_771658148_a.jpg"",""id"":""3473359""}",1484253614,1.78e+16,2017-01-03_07-15-51,,['#picoftheday'],[],,['nan'],[u'nan'],,0.0,0.0,Neutral,Neutral,#picoftheday,0.0,neutral
"{""username"":""leannetr"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/12224115_885246834923671_1339679272_a.jpg"",""id"":""43354363""}",1483560723,1.79e+16,2017-01-03_07-15-51,Vous devriez mettre en vedette tous les parcs nationaux en ordre de leur crÃ©ation!! Ce serait cool,[],[],Vous devriez mettre en vedette tous les parcs nationaux en ordre de leur ation Ce serait cool,"['Vous', 'devriez', 'mettre', 'en', 'vedette', 'tous', 'les', 'parcs', 'nationaux', 'en', 'ordre', 'de', 'leur', 'ation', 'Ce', 'serait', 'cool']","[u'vous', u'devriez', u'mettr', 'en', u'vedett', u'tous', u'les', u'parc', u'nationaux', 'en', u'ordr', 'de', u'leur', u'ation', 'ce', u'serait', u'cool']",Vous devriez mettle en vedette thus les parts national en ordre de peur action He serait cool,0.35,0.225,Positive,Neutral,Vous devriez mettre en vedette tous les parcs nationaux en ordre de leur crÃ©ation!! Ce serait cool ðŸ˜Ž,0.11,positive
"{""username"":""deuxevades"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/20905175_155481628363098_5172971590417121280_a.jpg"",""id"":""4240552929""}",1483460128,1.79e+16,2017-01-03_07-15-51,On a hÃ¢te d'y aller pendant notre voyage dans l'ouest. Suivez nous afin que l'on vous taggue sur nos photos .canada On a nos passes pour en poche !,[],[],te aller pendant notre voyage dans ouest Suivez nous afin que vous taggue sur nos photos canada nos passes pour en poche,"['te', 'aller', 'pendant', 'notre', 'voyage', 'dans', 'ouest', 'Suivez', 'nous', 'afin', 'que', 'vous', 'taggue', 'sur', 'nos', 'photos', 'canada', 'nos', 'passes', 'pour', 'en', 'poche']","['te', u'aller', u'pendant', u'notr', u'voyag', u'dan', u'ouest', u'suivez', u'nous', u'afin', u'que', u'vous', u'taggu', u'sur', u'nos', u'photo', u'canada', u'nos', u'pass', u'pour', 'en', u'poch']",te alter peasant notre voyage dans guest Quiver nous akin que vous tongue sur nos photo canada nos passes pour en peche,0.0,0.0,Neutral,Neutral,On a hÃ¢te d'y aller pendant notre voyage dans l'ouest. Suivez nous afin que l'on vous taggue sur nos photos ðŸ˜ŠðŸ˜€@parcs.canada On a nos passes pour 2017 en poche !,-0.25,negative
"{""username"":""environnementcan"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/25016584_1248753311891192_7797948622686912512_n.jpg"",""id"":""3913646610""}",1483457282,1.79e+16,2017-01-03_07-15-51,Magnifique!,[],[],Magnifique,['Magnifique'],[u'magnifiqu'],Magnifique,0.0,0.0,Neutral,Neutral,Magnifique!,1.0,positive
"{""username"":""eeniemoni"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/16789998_113828882476501_237848498509185024_a.jpg"",""id"":""2159342848""}",1483805253,1.79e+16,2017-01-06_10-57-04,,[],[],,['nan'],[u'nan'],,0.0,0.0,Neutral,Neutral,ðŸ‘ ðŸ‘,0.0,neutral
"{""username"":""rmbriggs"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/12357734_734408083329816_1254200429_a.jpg"",""id"":""275066675""}",1483812025,1.79e+16,2017-01-07_09-43-19,This is a beautiful park. It is unfortunate that the point has shrunk to almost nothing now. It used to stretch out almost a KM when I was a kid. Sediment mining in Lake Erie is a potential cause for the shrinking landmark. .,['#conservation'],[],beautiful park unfortunate point shrunk almost nothing used stretch almost KM kid Sediment mining Lake Erie potential cause shrinking landmark,"['beautiful', 'park', 'unfortunate', 'point', 'shrunk', 'almost', 'nothing', 'used', 'stretch', 'almost', 'KM', 'kid', 'Sediment', 'mining', 'Lake', 'Erie', 'potential', 'cause', 'shrinking', 'landmark']","[u'beauti', u'park', u'unfortun', u'point', u'shrunk', u'almost', u'noth', u'use', u'stretch', u'almost', 'km', u'kid', u'sediment', u'mine', u'lake', u'eri', u'potenti', u'caus', u'shrink', u'landmark']",beautiful park unfortunate point shrunk almost nothing used stretch almost of kid Sediment mining Take Erie potential cause shrinking landmarks,0.116666667,0.116666667,Neutral,Neutral,This is a beautiful park. It is unfortunate that the point has shrunk to almost nothing now.  It used to stretch out almost a KM when I was a kid. Sediment mining in Lake Erie is a potential cause for the shrinking landmark. #conservation.,0.0,neutral
"{""username"":""parcs.canada"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/19424984_179461979254361_6970625818535919616_n.jpg"",""id"":""4141034395""}",1484101607,1.79e+16,2017-01-08_12-23-57,Il se peut que cela prenne un peu de temps puisque nous avons beaucoup de commandes en ligne! Il n'y a pas de date limite donc vous pouvez commander n'importe quand en ou vous procurer la carte en personne Ã  nos portes d'entrÃ©e ou dans nos centres des visiteurs!,[],[],Il se peut que cela prenne un peu de temps puisque nous avons beaucoup de commandes en ligne Il pas de date limite donc vous pouvez commander importe quand en ou vous procurer la carte en personne nos portes ou dans nos centres des visiteurs,"['Il', 'se', 'peut', 'que', 'cela', 'prenne', 'un', 'peu', 'de', 'temps', 'puisque', 'nous', 'avons', 'beaucoup', 'de', 'commandes', 'en', 'ligne', 'Il', 'pas', 'de', 'date', 'limite', 'donc', 'vous', 'pouvez', 'commander', 'importe', 'quand', 'en', 'ou', 'vous', 'procurer', 'la', 'carte', 'en', 'personne', 'nos', 'portes', 'ou', 'dans', 'nos', 'centres', 'des', 'visiteurs']","['il', 'se', u'peut', u'que', u'cela', u'prenn', 'un', u'peu', 'de', u'temp', u'puisqu', u'nous', u'avon', u'beaucoup', 'de', u'command', 'en', u'lign', 'il', u'pas', 'de', u'date', u'limit', u'donc', u'vous', u'pouvez', u'command', u'import', u'quand', 'en', 'ou', u'vous', u'procur', 'la', u'cart', 'en', u'personn', u'nos', u'port', 'ou', u'dan', u'nos', u'centr', u'des', u'visiteur']",Ll se put que cela prince un peu de temps pursue nous among beaucoup de commander en ligne Ll pas de date limited donc vous poured commander import quand en ou vous procured la carte en personnel nos ports ou dans nos centres des visitors,0.0,-0.071428571,Neutral,Neutral,@alexiahairstyleart Il se peut que cela prenne un peu de temps puisque nous avons beaucoup de commandes en ligne! Il n'y a pas de date limite donc vous pouvez commander n'importe quand en 2017 ou vous procurer la carte en personne Ã  nos portes d'entrÃ©e ,0.0425,positive
"{""username"":""alexiahairstyleart"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/22794011_125913748106919_8178510994587254784_n.jpg"",""id"":""1680362008""}",1484079889,1.79e+16,2017-01-08_12-23-57,Je n'arrive pas a commander la carte sur le site sa ne marche pas,[],[],arrive commander carte site marche,"['arrive', 'commander', 'carte', 'site', 'marche']","[u'arriv', u'command', u'cart', u'site', u'march']",arrive commander carte site march,0.0,0.0,Neutral,Neutral,Je n'arrive pas a commander la carte sur le site sa ne marche pas,0.0,neutral
"{""username"":""myrvezy"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/13744275_1744066059212634_320013516_a.jpg"",""id"":""3483840575""}",1483992408,1.78e+16,2017-01-09_11-02-11,Really interesting shot!,[],[],Really interesting shot,"['Really', 'interesting', 'shot']","[u'realli', u'interest', u'shot']",Really interesting shot,0.5,0.5,Positive,Positive,Really interesting shot!,0.0,neutral
"{""username"":""tobrook"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/10995257_336176353245266_975761858_a.jpg"",""id"":""5643412""}",1484271190,1.79e+16,2017-01-12_14-43-22,Super !,[],[],Super,['Super'],[u'super'],Super,0.333333333,0.333333333,Positive,Positive,Super ! ðŸ™ŒðŸ»âœ¨,0.875,positive
"{""username"":""deuxevades"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/20905175_155481628363098_5172971590417121280_a.jpg"",""id"":""4240552929""}",1484517765,1.78e+16,2017-01-15_12-22-37,C'est sur que non! On aime Ã§a la neige!,[],[],est sur que non aime la neige,"['est', 'sur', 'que', 'non', 'aime', 'la', 'neige']","[u'est', u'sur', u'que', u'non', u'aim', 'la', u'neig']",est sur que non aime la beige,0.0,0.0,Neutral,Neutral,C'est sur que non! On aime Ã§a la neige! ðŸ˜,0.36875,positive
"{""username"":""buzmakov_tim"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/26072057_1582575021821394_6938948308719108096_n.jpg"",""id"":""1535174540""}",1484641761,1.78e+16,2017-01-16_11-22-23,Super cool!,[],[],Super cool,"['Super', 'cool']","[u'super', u'cool']",Super cool,0.34166666700000003,0.34166666700000003,Positive,Positive,Super cool!,0.875,positive
"{""username"":""aziz_zeri"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/25015548_529807657378630_377173767257849856_n.jpg"",""id"":""2542531663""}",1496117865,1.79e+16,2017-01-17_14-15-23,bsh ma ychbhc l heda heda bogos bzf,[],[],bsh ychbhc heda heda bogos bzf,"['bsh', 'ychbhc', 'heda', 'heda', 'bogos', 'bzf']","[u'bsh', u'ychbhc', u'heda', u'heda', u'bogo', u'bzf']",bush ychbhc head head boris of,0.0,0.0,Neutral,Neutral,@_amy_benazzouz  bsh ma ychbhc l heda heda bogos bzf,0.0,neutral
"{""username"":""aziz_zeri"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/25015548_529807657378630_377173767257849856_n.jpg"",""id"":""2542531663""}",1496117769,1.79e+16,2017-01-17_14-15-23,loup d mer saydto dÃ©jÃ ,[],[],loup mer saydto,"['loup', 'mer', 'saydto']","[u'loup', u'mer', u'saydto']",loud her santo,0.0,0.1,Neutral,Neutral,@_amy_benazzouz  loup d mer saydto dÃ©jÃ ðŸ˜ŽðŸ˜Ž,0.0,neutral
"{""username"":""lisaglazer"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/24254033_454661254930837_2914595391527714816_n.jpg"",""id"":""19142010""}",1484773836,1.79e+16,2017-01-18_12-57-41,Wow,[],[],Wow,['Wow'],[u'wow'],Now,0.1,0.0,Neutral,Neutral,Wow ðŸ˜,0.0,neutral
"{""username"":""emilyfines"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/13329194_824707134328840_958609223_a.jpg"",""id"":""187935635""}",1484962204,1.79e+16,2017-01-20_12-53-48,Marble Falls,[],[],Marble Falls,"['Marble', 'Falls']","[u'marbl', u'fall']",Marble Walls,0.0,0.0,Neutral,Neutral,Marble Falls ðŸ‘Œ,0.0,neutral
"{""username"":""environnementcan"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/25016584_1248753311891192_7797948622686912512_n.jpg"",""id"":""3913646610""}",1485189362,1.79e+16,2017-01-22_17-41-10,â€ï¸,[],[],,[],[],,0.0,0.0,Neutral,Neutral,ðŸ™‹ðŸ»ðŸ™‹ðŸ»â€â™‚ï¸,0.0,neutral
"{""username"":""desfenetressurlemonde"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/20837486_123396724973459_1677587927732846592_a.jpg"",""id"":""2197611193""}",1485169640,1.79e+16,2017-01-22_17-41-10,Merci .canada La vue y est magique !,[],[],Merci canada La vue est magique,"['Merci', 'canada', 'La', 'vue', 'est', 'magique']","[u'merci', u'canada', 'la', u'vue', u'est', u'magiqu']",Merci canada A vue est marque,0.0,0.0,Neutral,Neutral,Merci @parcs.canada ðŸ™La vue y est magique !,0.5875,positive
"{""username"":""gus_lilienfeld"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/26070687_328208234331956_622502458119159808_n.jpg"",""id"":""321924983""}",1485279636,1.79e+16,2017-01-24_08-47-52,nice,[],[],nice,['nice'],[u'nice'],nice,0.6,0.6,Positive,Positive,nice,0.0,neutral
"{""username"":""camgrandebrune"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/25008857_386070528502179_840690241319731200_n.jpg"",""id"":""12748470""}",1485378511,1.79e+16,2017-01-25_12-58-34,,[],[],,['nan'],[u'nan'],,0.0,0.0,Neutral,Neutral,ðŸ˜,0.0,neutral
"{""username"":""suofei21"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/12135191_1130693627019880_1449217552_a.jpg"",""id"":""230928942""}",1485483200,1.79e+16,2017-01-26_13-06-39,J'ai toujours ete intriguÃ©e pas ce site!,"['#Omega3', '#poisson', '#produitcheznous', '#lhn100']",[],ai toujours ete pas ce site,"['ai', 'toujours', 'ete', 'pas', 'ce', 'site']","['ai', u'toujour', u'ete', u'pas', 'ce', u'site']",ai toujours eye pas ce site,0.0,0.0,Neutral,Neutral,J'ai toujours ete intriguÃ©e pas ce site! #Omega3 #poisson #produitcheznous #lhn100,0.0,neutral
"{""username"":""fromthebackwoods1"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/17817745_1131383740323042_3095624294504333312_a.jpg"",""id"":""2125005886""}",1486641942,1.78e+16,2017-01-28_15-48-44,,[],[],,['nan'],[u'nan'],,0.0,0.0,Neutral,Neutral,ðŸ˜Š,0.0,neutral
"{""username"":""dahul"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/20347115_710804615773895_2913126014496276480_a.jpg"",""id"":""23125047""}",1485701653,1.78e+16,2017-01-28_15-48-44,,[],[],,['nan'],[u'nan'],,0.0,0.0,Neutral,Neutral,ðŸ‘,0.0,neutral
"{""username"":""valerieleh"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/26072963_1951930225069249_452891154468306944_n.jpg"",""id"":""5107501""}",1485913400,1.79e+16,2017-01-31_13-09-08,On y retourne quand,[],[],retourne quand,"['retourne', 'quand']","[u'retourn', u'quand']",returned quand,0.0,0.0,Neutral,Neutral,On y retourne quand @kath_la ðŸ‘¯,0.0,neutral
"{""username"":""nesnesinfrance"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/24178163_133661850744421_4744601662667096064_n.jpg"",""id"":""260305088""}",1486149456,1.78e+16,2017-02-03_10-30-50,Vivement qu'on la reÃ§oive !,[],[],Vivement qu la oive,"['Vivement', 'qu', 'la', 'oive']","[u'vivement', 'qu', 'la', u'oiv']",Movement qu la give,0.0,0.0,Neutral,Neutral,Vivement qu'on la reÃ§oive !,0.0,neutral
