,Unnamed: 0,likes,mediaid,caption,url,shortcode,comments,typename,caption_hashtags,tagged_users,date,caption_mentions,is_video,id,owner_username,owner_id,video_url,text_filtered,text_tokenized,text_stemmed,text_original,category,language,Reactions_SUM,average_sentiment_score
174,174,10,1.62427e+18,Elains the carbon capture and storage (CCS) process of capturing waste CO2 and depositing it underground,https://instagram.fyvr3-1.fna.fbcdn.net/vp/fa5e8c17798d7f628640e63fb532677a/5A646A60/t51.2885-15/e15/22352173_1430648080317476_6683862315449712640_n.jpg,BaKjNYJAjv6,0,GraphVideo,"[""genenergy""]",[],2017-10-12T15:33:30,[],True,2017-10-12_15-33-30,naturalresourcescanada,4211313612,https://instagram.fyvr3-1.fna.fbcdn.net/vp/dbf5984bc62b801c0bae1867725e327e/5A6381CA/t50.2886-16/22460088_125981314731676_8220028570831945728_n.mp4,Explains carbon capture storage CCS process capturing waste CO2 depositing underground GenEnergy,"['Explains', 'carbon', 'capture', 'storage', 'CCS', 'process', 'capturing', 'waste', 'CO2', 'depositing', 'underground', 'GenEnergy']","[u'explain', u'carbon', u'captur', u'storag', u'ccs', u'process', u'captur', u'wast', u'co2', u'deposit', u'underground', u'genenergi']",Explains the carbon capture and storage (CCS) process of capturing waste CO2 and depositing it underground #GenEnergy,Environmental,en,10,0.0
175,175,10,1.69518e+18,"Beautiful scenic view of the east end of Robillard Mountain and Craigmont, Ontario. taken by Alfred E. Barlow",https://instagram.fyvr3-1.fna.fbcdn.net/vp/2f1477a1ad214cc86faa6978fe76859c/5ADB3DC7/t51.2885-15/e35/26378443_521084208273636_2856223611994243072_n.jpg,BeGgPtUDt-O,0,GraphImage,"[""tbt""]",[],2018-01-18T10:55:17,[],False,2018-01-18_10-55-17,naturalresourcescanada,4211313612,,TBT Beautiful 1913 scenic view east end Robillard Mountain Craigmont Ontario taken Alfred Barlow,"['TBT', 'Beautiful', '1913', 'scenic', 'view', 'east', 'end', 'Robillard', 'Mountain', 'Craigmont', 'Ontario', 'taken', 'Alfred', 'Barlow']","[u'tbt', u'beauti', u'1913', u'scenic', u'view', u'east', u'end', u'robillard', u'mountain', u'craigmont', u'ontario', u'taken', u'alfr', u'barlow']","#TBT Beautiful 1913 scenic view of the east end of Robillard Mountain and Craigmont, Ontario. 📸 taken by Alfred E. Barlow",Environmental,en,10,0.0
176,176,10,1.53212e+18,Min Carr underlined the support for CNNC Joint Ventures during meeting with Chairman Wang Shoujun,https://instagram.fyvr3-1.fna.fbcdn.net/vp/22a44e8b4d30ee00a1ad427ef698ef56/5AFDFB26/t51.2885-15/e35/18950416_269347226806890_8715787304255356928_n.jpg,BVDLUlGAdXq,0,GraphImage,"[""goc"",""canadachina""]",[],2017-06-07T12:12:10,[],False,2017-06-07_12-12-10,naturalresourcescanada,4211313612,,Min Carr underlined GoC support CNNC Joint Ventures meeting Chairman Wang Shoujun CanadaChina,"['Min', 'Carr', 'underlined', 'GoC', 'support', 'CNNC', 'Joint', 'Ventures', 'meeting', 'Chairman', 'Wang', 'Shoujun', 'CanadaChina']","[u'min', u'carr', u'underlin', u'goc', u'support', u'cnnc', u'joint', u'ventur', u'meet', u'chairman', u'wang', u'shoujun', u'canadachina']",Min Carr underlined the #GoC support for CNNC Joint Ventures during meeting with Chairman Wang Shoujun #CanadaChina,Environmental,en,10,0.0
177,177,10,1.44231e+18,Minister Carr engages senior Mexican government officials and promotes Canadian culture,https://instagram.fyvr3-1.fna.fbcdn.net/vp/69168c3b573145ed82cb5eb914769966/5AEA7AD3/t51.2885-15/s1080x1080/e15/fr/16229130_1371829002880725_5100748339490586624_n.jpg,BQEIR_SDgLr,0,GraphImage,"[""canada150"",""mexico""]",[],2017-02-03T13:27:52,[],False,2017-02-03_13-27-52,naturalresourcescanada,4211313612,,Minister Carr engages senior Mexican government officials promotes Canadian culture Canada150 Mexico,"['Minister', 'Carr', 'engages', 'senior', 'Mexican', 'government', 'officials', 'promotes', 'Canadian', 'culture', 'Canada150', 'Mexico']","[u'minist', u'carr', u'engag', u'senior', u'mexican', u'govern', u'offici', u'promot', u'canadian', u'cultur', u'canada150', u'mexico']",Minister Carr engages senior Mexican government officials and promotes Canadian culture #Canada150 #Mexico,Social,en,10,0.0
178,178,10,1.45679e+18,Minister Carr and Parliamentary Secretary Rudd discuss the role of nuclear energy in a low-carbon economy with nuclear innovation leaders at the Trade Show,https://instagram.fyvr3-1.fna.fbcdn.net/vp/e9905c55b94fcdac8fd6709d0cbe4baa/5ADF7414/t51.2885-15/s1080x1080/e15/fr/16788612_1702440793388360_2523496262259441664_n.jpg,BQ3kFKFARX_,0,GraphImage,"[""cna2017"",""lowcarbon"",""nuclear"",""innovation"",""missioninnovation"",""cleanenergy""]",[],2017-02-23T12:52:03,[],False,2017-02-23_12-52-03,naturalresourcescanada,4211313612,,Minister Carr Parliamentary Secretary Rudd discuss role nuclear energy low carbon economy nuclear innovation leaders CNA2017 Trade Show LowCarbon Nuclear Innovation MissionInnovation CleanEnergy,"['Minister', 'Carr', 'Parliamentary', 'Secretary', 'Rudd', 'discuss', 'role', 'nuclear', 'energy', 'low', 'carbon', 'economy', 'nuclear', 'innovation', 'leaders', 'CNA2017', 'Trade', 'Show', 'LowCarbon', 'Nuclear', 'Innovation', 'MissionInnovation', 'CleanEnergy']","[u'minist', u'carr', u'parliamentari', u'secretari', u'rudd', u'discuss', u'role', u'nuclear', u'energi', u'low', u'carbon', u'economi', u'nuclear', u'innov', u'leader', u'cna2017', u'trade', u'show', u'lowcarbon', u'nuclear', u'innov', u'missioninnov', u'cleanenergi']",Minister Carr and Parliamentary Secretary Rudd discuss the role of nuclear energy in a low-carbon economy with nuclear innovation leaders at the #CNA2017 Trade Show\n#LowCarbon #Nuclear #Innovation #MissionInnovation #CleanEnergy,Economical,en,10,0.0
179,179,10,1.45755e+18,Do you love forests? Grab your smartphone and get out into your local forest to record a video selfie elaining how forests energize you — and help mark the International Day of Forests on March .,https://instagram.fyvr3-1.fna.fbcdn.net/vp/994202ae4ba8b0dc6dd8667f17d3c51a/5AD86EED/t51.2885-15/e35/16789470_1947506418811209_941907665410326528_n.jpg,BQ6Q335g1WN,0,GraphImage,"[""intlforestday"",""loveforest""]",[],2017-02-24T14:01:56,[],False,2017-02-24_14-01-56,naturalresourcescanada,4211313612,,love forests Grab smartphone get local forest record video selfie explaining forests energize help mark International Day Forests March 21 IntlForestDay loveforest,"['love', 'forests', 'Grab', 'smartphone', 'get', 'local', 'forest', 'record', 'video', 'selfie', 'explaining', 'forests', 'energize', 'help', 'mark', 'International', 'Day', 'Forests', 'March', '21', 'IntlForestDay', 'loveforest']","[u'love', u'forest', u'grab', u'smartphon', u'get', u'local', u'forest', u'record', u'video', u'selfi', u'explain', u'forest', u'energ', u'help', u'mark', u'intern', u'day', u'forest', u'march', '21', u'intlforestday', u'loveforest']",Do you love forests? Grab your smartphone and get out into your local forest to record a video selfie explaining how forests energize you — and help mark the International Day of Forests on March 21. #IntlForestDay #loveforest,Social,en,10,0.0
180,180,10,1.57257e+18,An insectiphobe’s worst nightmare! But studying dispersals in Eastern Canada doesn’t bug NRCan scientist Emily Owens. ,https://instagram.fyvr3-1.fna.fbcdn.net/vp/e92d1a80c05e57b1c607601439dd5aec/5A645341/t51.2885-15/e15/20481939_554979144893230_502347848910635008_n.jpg,BXS5tGwgyPH,0,GraphVideo,"[""sprucebudworm"",""nrcansci"",""bugsarecool"",""bugs"",""citizenscience"",""budwormtrackers""]",[],2017-08-02T07:48:52,[],True,2017-08-02_07-48-52,naturalresourcescanada,4211313612,https://instagram.fyvr3-1.fna.fbcdn.net/vp/bd509167d0f3d33b774ac9801bc44837/5A63A42C/t50.2886-16/20612474_211677036029772_3614642706787074048_n.mp4,worst nightmare nBut studying SpruceBudworm dispersals Eastern Canada bug NRCan scientist Emily Owens NRCanSci BugsAreCool Bugs CitizenScience BudwormTrackers,"['worst', 'nightmare', 'nBut', 'studying', 'SpruceBudworm', 'dispersals', 'Eastern', 'Canada', 'bug', 'NRCan', 'scientist', 'Emily', 'Owens', 'NRCanSci', 'BugsAreCool', 'Bugs', 'CitizenScience', 'BudwormTrackers']","[u'worst', u'nightmar', u'nbut', u'studi', u'sprucebudworm', u'dispers', u'eastern', u'canada', u'bug', u'nrcan', u'scientist', u'emili', u'owen', u'nrcansci', u'bugsarecool', u'bug', u'citizensci', u'budwormtrack']",An insectiphobe’s worst nightmare! \nBut studying #SpruceBudworm dispersals in Eastern Canada doesn’t bug NRCan scientist Emily Owens. \n#NRCanSci #BugsAreCool #Bugs #CitizenScience #BudwormTrackers,Environmental,en,10,0.0
181,181,10,1.44441e+18,"Meet Chief Scientist Donna Kirkwood. She will be taking over our Twitter and Instagram this Friday, February , to celebrate ",https://instagram.fyvr3-1.fna.fbcdn.net/vp/af2127f18ad3dea526c948084a7e7b8e/5ADA72F5/t51.2885-15/e35/16585382_194468111029578_3136019509895233536_n.jpg,BQLk1E2BcyD,0,GraphImage,"[""womeninscience"",""stemgirls"",""girlslovescience"",""womenintech"",""takeover""]",[],2017-02-06T10:52:01,[],False,2017-02-06_10-52-01,naturalresourcescanada,4211313612,,Meet Chief Scientist Donna Kirkwood taking Twitter Instagram Friday February 10 celebrate WomenInScience STEMGirls GirlsLoveScience WomenInTech Takeover,"['Meet', 'Chief', 'Scientist', 'Donna', 'Kirkwood', 'taking', 'Twitter', 'Instagram', 'Friday', 'February', '10', 'celebrate', 'WomenInScience', 'STEMGirls', 'GirlsLoveScience', 'WomenInTech', 'Takeover']","[u'meet', u'chief', u'scientist', u'donna', u'kirkwood', u'take', u'twitter', u'instagram', u'friday', u'februari', '10', u'celebr', u'womeninsci', u'stemgirl', u'girlslovesci', u'womenintech', u'takeov']","Meet Chief Scientist Donna Kirkwood. She will be taking over our Twitter and Instagram this Friday, February 10, to celebrate #WomenInScience\n#STEMGirls #GirlsLoveScience #WomenInTech #Takeover",Social,en,10,0.0
182,182,10,1.61333e+18,says the youth of 🇨🇦 are going to change the way we power our lives! See what else she said,https://instagram.fyvr3-1.fna.fbcdn.net/vp/eef1a250a9d8ca0f62c64ad8d9f49b16/5A638E56/t51.2885-15/e15/22069930_1068359769968250_6890798512695410688_n.jpg,BZjtcTKgWtL,0,GraphVideo,"[""genenergy""]",[],2017-09-27T13:31:36,"[""sciencemin""]",True,2017-09-27_13-31-36,naturalresourcescanada,4211313612,https://instagram.fyvr3-1.fna.fbcdn.net/vp/3dddc4b8f40eaf58cde155c2d67d2e40/5A639057/t50.2886-16/22112618_1144060489059782_1536988617065365504_n.mp4,sciencemin says youth going change way power lives See else said GenEnergy,"['sciencemin', 'says', 'youth', 'going', 'change', 'way', 'power', 'lives', 'See', 'else', 'said', 'GenEnergy']","[u'sciencemin', u'say', u'youth', u'go', u'chang', u'way', u'power', u'live', u'see', u'els', u'said', u'genenergi']",@sciencemin says the youth of 🇨🇦 are going to change the way we power our lives! See what else she said #GenEnergy,Social,en,10,0.0
183,183,10,1.58193e+18,Minister Carr hears from representatives on and the role youth will play in shaping the future of Canada’s energy and mining sectors,https://instagram.fyvr3-1.fna.fbcdn.net/vp/47f57be1e926011db551f594b124f2ad/5AD8872F/t51.2885-15/e35/20838934_1525282617547496_7770815643535802368_n.jpg,BX0J5ZVgntk,0,GraphImage,"[""youth"",""cleangrowth"",""emmc2017""]",[],2017-08-15T05:45:18,[],False,2017-08-15_05-45-18,naturalresourcescanada,4211313612,,Minister Carr hears youth representatives CleanGrowth role youth play shaping future energy mining sectors EMMC2017,"['Minister', 'Carr', 'hears', 'youth', 'representatives', 'CleanGrowth', 'role', 'youth', 'play', 'shaping', 'future', 'energy', 'mining', 'sectors', 'EMMC2017']","[u'minist', u'carr', u'hear', u'youth', u'repres', u'cleangrowth', u'role', u'youth', u'play', u'shape', u'futur', u'energi', u'mine', u'sector', u'emmc2017']",Minister Carr hears from #youth representatives on #CleanGrowth and the role youth will play in shaping the future of  Canada’s energy and mining sectors #EMMC2017,Economical,en,10,0.0
184,184,9,1.43576e+18,Follow us on Instagram for a chance to win a Canadian flag that flew over the North Pole!,https://instagram.fyvr3-1.fna.fbcdn.net/vp/8b23907cf900b9c4f26fe036720eac94/5ADA8423/t51.2885-15/e15/16110763_1628194844153825_2863093047111974912_n.jpg,BPs2wv2h2eF,0,GraphImage,"[""pmyouthcouncil"",""unclos""]",[],2017-01-25T12:32:15,[],False,2017-01-25_12-32-15,naturalresourcescanada,4211313612,,PMYouthCouncil Follow us Instagram chance win Canadian flag flew North Pole UNCLOS,"['PMYouthCouncil', 'Follow', 'us', 'Instagram', 'chance', 'win', 'Canadian', 'flag', 'flew', 'North', 'Pole', 'UNCLOS']","[u'pmyouthcouncil', u'follow', 'us', u'instagram', u'chanc', u'win', u'canadian', u'flag', u'flew', u'north', u'pole', u'unclo']",#PMYouthCouncil Follow us on Instagram for a chance to win a Canadian flag that flew over the North Pole! #UNCLOS,Environmental,en,9,0.0
185,185,9,1.58715e+18,Energy systems that are resilient to climate change are important for Canada’s energy future. See what Monica had to say about it. ,https://instagram.fyvr3-1.fna.fbcdn.net/vp/0d6f08516580a1234083844437ba3db7/5A63A18F/t51.2885-15/e15/20968851_1513068398789295_1656887864698339328_n.jpg,BYGsHOEg25m,0,GraphVideo,"[""genenergy""]",[],2017-08-22T10:30:37,[],True,2017-08-22_10-30-37,naturalresourcescanada,4211313612,https://instagram.fyvr3-1.fna.fbcdn.net/vp/04cc3285e56cf565fd0c0267075b49e9/5A6390FC/t50.2886-16/21102372_147727549145419_644174678411182080_n.mp4,Energy systems resilient climate change important energy future nSee Monica say GenEnergy,"['Energy', 'systems', 'resilient', 'climate_change', 'important', 'energy', 'future', 'nSee', 'Monica', 'say', 'GenEnergy']","[u'energi', u'system', u'resili', u'climate_chang', u'import', u'energi', u'futur', u'nsee', u'monica', u'say', u'genenergi']",Energy systems that are resilient to climate change are important for Canada’s energy future. \nSee what Monica had to say about it. \n#GenEnergy,Environmental,en,9,0.0
186,186,8,1.61962e+18,Min O’Regan of wants you to let us know what our next generation of energy looks like,https://instagram.fyvr3-1.fna.fbcdn.net/vp/37e3a7bad5e7715a8ba8b41a160d2918/5A640648/t51.2885-15/e15/22158857_516712288665875_7472461441056899072_n.jpg,BZ6D3Vwgfx9,1,GraphVideo,"[""genenergy""]",[],2017-10-06T05:50:49,"[""veteransaffairscanada""]",True,2017-10-06_05-50-49,naturalresourcescanada,4211313612,https://instagram.fyvr3-1.fna.fbcdn.net/vp/101a5f4530aad855ae55708f99002d18/5A63E4B3/t50.2886-16/22284453_683818371821228_7465751022808334336_n.mp4,Min Regan veteransaffairscanada wants let us know next generation energy looks like https www generationenergy ca ideas GenEnergy,"['Min', 'Regan', 'veteransaffairscanada', 'wants', 'let', 'us', 'know', 'next', 'generation', 'energy', 'looks', 'like', 'https', 'www', 'generationenergy', 'ca', 'ideas', 'GenEnergy']","[u'min', u'regan', u'veteransaffairscanada', u'want', u'let', 'us', u'know', u'next', u'generat', u'energi', u'look', u'like', u'https', u'www', u'generationenergi', 'ca', u'idea', u'genenergi']",Min O’Regan of @veteransaffairscanada wants you to let us know what our next generation of energy looks like https://www.generationenergy.ca/ideas #GenEnergy,Environmental,en,9,0.0
187,187,9,1.659e+18,The Decade of North American Geology volumes -98 became one of GSC’s all-time best sellers,https://instagram.fyvr3-1.fna.fbcdn.net/vp/3013cd31343b83cf3f4d416d55b2112f/5AD9EDAB/t51.2885-15/e35/24175283_498301610553408_1079177491660144640_n.jpg,BcF9_tugM61,0,GraphImage,"[""gsc175""]",[],2017-11-29T12:53:13,[],False,2017-11-29_12-53-13,naturalresourcescanada,4211313612,,Decade North American Geology volumes 1988 98 became one time best sellers GSC175,"['Decade', 'North', 'American', 'Geology', 'volumes', '1988', '98', 'became', 'one', 'time', 'best', 'sellers', 'GSC175']","[u'decad', u'north', u'american', u'geolog', u'volum', u'1988', '98', u'becam', u'one', u'time', u'best', u'seller', u'gsc175']",The Decade of North American Geology volumes 1988-98 became one of GSC’s all-time best sellers #GSC175,Environmental,en,9,0.0
188,188,9,1.51391e+18,Canmet Elosives Research Lab is showcasing and the science behind it. Check them out at,https://instagram.fyvr3-1.fna.fbcdn.net/vp/be0ace64e5e36f8d645fcedc542f9567/5AF5BC52/t51.2885-15/e35/18444639_1659032374114469_3843271409455333376_n.jpg,BUCfhbEAx4f,0,GraphImage,"[""fireworks"",""funfest"",""odysci""]",[],2017-05-13T09:18:03,[],False,2017-05-13_09-18-03,naturalresourcescanada,4211313612,,Canmet Explosives Research Lab showcasing Fireworks science behind Check FunFest OdySci,"['Canmet', 'Explosives', 'Research', 'Lab', 'showcasing', 'Fireworks', 'science', 'behind', 'Check', 'FunFest', 'OdySci']","[u'canmet', u'explos', u'research', u'lab', u'showcas', u'firework', u'scienc', u'behind', u'check', u'funfest', u'odysci']",Canmet Explosives Research Lab is showcasing #Fireworks and the science behind it. Check them out at #FunFest #OdySci,Environmental,en,9,0.0
189,189,9,1.65813e+18,The St-Robert meteorite is only the th meteorite recorded to fall in Canada since,https://instagram.fyvr3-1.fna.fbcdn.net/vp/2735a0c9e864d0a80cb402b16b6f1fcd/5AE1E843/t51.2885-15/e35/24125570_140945979960048_9120900688472178688_n.jpg,BcC251XDrIS,0,GraphImage,"[""gsc175""]",[],2017-11-28T07:53:31,[],False,2017-11-28_07-53-31,naturalresourcescanada,4211313612,,St Robert meteorite 12th meteorite recorded fall Canada since 1877 GSC175,"['St', 'Robert', 'meteorite', '12th', 'meteorite', 'recorded', 'fall', 'Canada', 'since', '1877', 'GSC175']","['st', u'robert', u'meteorit', u'12th', u'meteorit', u'record', u'fall', u'canada', u'sinc', u'1877', u'gsc175']",The St-Robert meteorite is only the 12th meteorite recorded to fall in Canada since 1877 #GSC175,Environmental,en,9,0.0
190,190,9,1.44656e+18,Hope you didn’t forget! Tune in tomorrow morning when Chief Scientist Donna Kirkwood takes over our Twitter and Instagram,https://instagram.fyvr3-1.fna.fbcdn.net/vp/d27fbbdcdadd3f1c7f9110fa863ccbe1/5AE3A763/t51.2885-15/e35/16585389_1223943604308181_7710358026019930112_n.jpg,BQTOJqGB6cL,0,GraphImage,"[""womeninscience"",""nrcansci"",""stemgirls"",""womenintech"",""girlslovescience""]",[],2017-02-09T10:07:46,[],False,2017-02-09_10-07-46,naturalresourcescanada,4211313612,,Hope forget Tune tomorrow morning Chief Scientist Donna Kirkwood takes Twitter Instagram WomenInScience NRCanSci STEMGirls WomenInTech GirlsLoveScience,"['Hope', 'forget', 'Tune', 'tomorrow', 'morning', 'Chief', 'Scientist', 'Donna', 'Kirkwood', 'takes', 'Twitter', 'Instagram', 'WomenInScience', 'NRCanSci', 'STEMGirls', 'WomenInTech', 'GirlsLoveScience']","[u'hope', u'forget', u'tune', u'tomorrow', u'morn', u'chief', u'scientist', u'donna', u'kirkwood', u'take', u'twitter', u'instagram', u'womeninsci', u'nrcansci', u'stemgirl', u'womenintech', u'girlslovesci']",Hope you didn’t forget! Tune in tomorrow morning when Chief Scientist Donna Kirkwood takes over our Twitter and Instagram #WomenInScience #NRCanSci #STEMGirls #WomenInTech #GirlsLoveScience,Social,en,9,0.0
191,191,9,1.65462e+18,A major eedition to climb Mount Logan was done in to celebrate GSC’s th anniversary,https://instagram.fyvr3-1.fna.fbcdn.net/vp/f4f67b8dee2a1ab3850d003aa7d9c8d4/5AE1C079/t51.2885-15/e35/23824459_131270090872465_7546087088999890944_n.jpg,Bb2Z1eEj7Nr,0,GraphImage,"[""gsc175""]",[],2017-11-23T11:48:38,[],False,2017-11-23_11-48-38,naturalresourcescanada,4211313612,,major expedition climb Mount Logan done 1992 celebrate 150th anniversary GSC175,"['major', 'expedition', 'climb', 'Mount', 'Logan', 'done', '1992', 'celebrate', '150th', 'anniversary', 'GSC175']","[u'major', u'expedit', u'climb', u'mount', u'logan', u'done', u'1992', u'celebr', u'150th', u'anniversari', u'gsc175']",A major expedition to climb Mount Logan was done in 1992 to celebrate GSC’s 150th anniversary #GSC175,Environmental,en,9,0.0
192,192,9,1.61776e+18,"Next week, join in the convo as we pave a way toward a future together! Generationenergy.ca",https://instagram.fyvr3-1.fna.fbcdn.net/vp/0bb2f574602638c8a6eb66fab064b8e6/5A63FC03/t51.2885-15/e15/22159124_1588681097891770_8213177702857834496_n.jpg,BZzbj1OgcQZ,0,GraphVideo,"[""genenergy"",""cleanenergy""]",[],2017-10-03T16:03:11,"[""sciencemin""]",True,2017-10-03_16-03-11,naturalresourcescanada,4211313612,https://instagram.fyvr3-1.fna.fbcdn.net/vp/e9af22978bcae8f3724b4c3a3bc70e8e/5A63DA1E/t50.2886-16/22244852_481829668859410_6872133714403393536_n.mp4,Next week join sciencemin GenEnergy convo pave way toward CleanEnergy future together Generationenergy ca,"['Next', 'week', 'join', 'sciencemin', 'GenEnergy', 'convo', 'pave', 'way', 'toward', 'CleanEnergy', 'future', 'together', 'Generationenergy', 'ca']","[u'next', u'week', u'join', u'sciencemin', u'genenergi', u'convo', u'pave', u'way', u'toward', u'cleanenergi', u'futur', u'togeth', u'generationenergi', 'ca']","Next week, join @sciencemin in the #GenEnergy convo as we pave a way toward a #CleanEnergy future together! Generationenergy.ca",Social,en,9,0.0
193,193,9,1.65013e+18,Mount Edziza Provincial Park in B.C. has volcanic rocks ranging from years to million years old,https://instagram.fyvr3-1.fna.fbcdn.net/vp/6f7221fa95b1ec645ccdc793d2079e11/5ADFCAD6/t51.2885-15/e35/23507806_513552935704374_6590256763113570304_n.jpg,BbmbdwRDM3i,0,GraphImage,"[""gsc175""]",[],2017-11-17T06:55:01,[],False,2017-11-17_06-55-01,naturalresourcescanada,4211313612,,Mount Edziza Provincial Park volcanic rocks ranging 2000 years million years old GSC175,"['Mount', 'Edziza', 'Provincial', 'Park', 'volcanic', 'rocks', 'ranging', '2000', 'years', 'million', 'years', 'old', 'GSC175']","[u'mount', u'edziza', u'provinci', u'park', u'volcan', u'rock', u'rang', u'2000', u'year', u'million', u'year', u'old', u'gsc175']",Mount Edziza Provincial Park in B.C. has volcanic rocks ranging from 2000 years to 7.5 million years old #GSC175,Environmental,en,9,0.0
194,194,8,1.61895e+18,Calling all lovers! We want to hear from you. Join the virtual forum Oct. –12: generationenergy.ca,https://instagram.fyvr3-1.fna.fbcdn.net/vp/34510fb30c6e0fd5800930d36b7ff184/5A6367CF/t51.2885-15/e15/22159241_441578259569445_3050852490258939904_n.jpg,BZ3q1AkAjK2,1,GraphVideo,"[""renewableenergy"",""genenergy""]",[],2017-10-05T07:33:34,[],True,2017-10-05_07-33-34,naturalresourcescanada,4211313612,https://instagram.fyvr3-1.fna.fbcdn.net/vp/6da377b770a094ad70da39934c27e31e/5A63887D/t50.2886-16/22309523_1925458734447440_5759724952672534528_n.mp4,Calling RenewableEnergy lovers want hear Join GenEnergy virtual forum Oct 12 generationenergy ca,"['Calling', 'RenewableEnergy', 'lovers', 'want', 'hear', 'Join', 'GenEnergy', 'virtual', 'forum', 'Oct', '12', 'generationenergy', 'ca']","[u'call', u'renewableenergi', u'lover', u'want', u'hear', u'join', u'genenergi', u'virtual', u'forum', u'oct', '12', u'generationenergi', 'ca']",Calling all #RenewableEnergy lovers! We want to hear from you. Join the #GenEnergy virtual forum Oct. 11–12: generationenergy.ca,Economical,en,9,0.0
195,195,9,1.45659e+18,NRCan Volcanologist Melanie Kelman studies and monitors Canada volcanoes and prepares to deal with volcanic unrest ,https://instagram.fyvr3-1.fna.fbcdn.net/vp/fae0015ce22af8d9ecdce39c434e549d/5AE9F364/t51.2885-15/e35/16788951_642696739263397_3581568821497954304_n.jpg,BQ22Rpyg-YC,0,GraphImage,"[""womeninscience"",""volcanos"",""nrcansci"",""stemgirls"",""girlslovescience""]",[],2017-02-23T06:11:49,[],False,2017-02-23_06-11-49,naturalresourcescanada,4211313612,,NRCan Volcanologist Melanie Kelman studies monitors Canada volcanoes prepares deal volcanic unrest WomenInScience Volcanos NRCanSci STEMGirls GirlsLoveScience,"['NRCan', 'Volcanologist', 'Melanie', 'Kelman', 'studies', 'monitors', 'Canada', 'volcanoes', 'prepares', 'deal', 'volcanic', 'unrest', 'WomenInScience', 'Volcanos', 'NRCanSci', 'STEMGirls', 'GirlsLoveScience']","[u'nrcan', u'volcanologist', u'melani', u'kelman', u'studi', u'monitor', u'canada', u'volcano', u'prepar', u'deal', u'volcan', u'unrest', u'womeninsci', u'volcano', u'nrcansci', u'stemgirl', u'girlslovesci']",NRCan Volcanologist Melanie Kelman studies and monitors Canada volcanoes and prepares to deal with volcanic unrest \n#WomenInScience #Volcanos #NRCanSci #STEMGirls #GirlsLoveScience,Social,ca,9,0.0
196,196,8,1.45166e+18,"Canada’s Minister of Natural Resources, the Honourable Jim Carr, speaks on the modernization of the forest products industry at the PaperWeek Canada conference in Montreal on Wednesday, February , . PaperWeek Canada is an annual conference and tradeshow bringing together Canada’s pulp and paper industry leaders. 🇨🇦",https://instagram.fyvr3-1.fna.fbcdn.net/vp/eea770381114e491f070565f2df4a8dd/5ADDE9FB/t51.2885-15/e35/16789505_1165843643513962_5417276270880751616_n.jpg,BQlWUEFg5xs,1,GraphImage,"[""naturalresources"",""modernization"",""forest"",""paperweekcanada"",""paper"",""pulp"",""industry"",""montreal"",""innovation""]",[],2017-02-16T11:05:26,[],False,2017-02-16_11-05-26,naturalresourcescanada,4211313612,,Minister Natural Resources Honourable Jim Carr speaks modernization forest products industry 2017 PaperWeek Canada conference Montreal Wednesday February 15 2017 PaperWeek Canada annual conference tradeshow bringing together pulp paper industry leaders naturalresources modernization forest paperweekcanada paper pulp industry Montreal Innovation,"['Minister', 'Natural', 'Resources', 'Honourable', 'Jim', 'Carr', 'speaks', 'modernization', 'forest', 'products', 'industry', '2017', 'PaperWeek', 'Canada', 'conference', 'Montreal', 'Wednesday', 'February', '15', '2017', 'PaperWeek', 'Canada', 'annual', 'conference', 'tradeshow', 'bringing', 'together', 'pulp', 'paper', 'industry', 'leaders', 'naturalresources', 'modernization', 'forest', 'paperweekcanada', 'paper', 'pulp', 'industry', 'Montreal', 'Innovation']","[u'minist', u'natur', u'resourc', u'honour', u'jim', u'carr', u'speak', u'modern', u'forest', u'product', u'industri', u'2017', u'paperweek', u'canada', u'confer', u'montreal', u'wednesday', u'februari', '15', u'2017', u'paperweek', u'canada', u'annual', u'confer', u'tradeshow', u'bring', u'togeth', u'pulp', u'paper', u'industri', u'leader', u'naturalresourc', u'modern', u'forest', u'paperweekcanada', u'paper', u'pulp', u'industri', u'montreal', u'innov']","Canada’s Minister of Natural Resources, the Honourable Jim Carr, speaks on the modernization of the forest products industry at the 2017 PaperWeek Canada conference in Montreal on Wednesday, February 15, 2017. PaperWeek Canada is an annual conference and tradeshow bringing together Canada’s pulp and paper industry leaders. #naturalresources #modernization #forest #paperweekcanada #paper #pulp #industry #Montreal #Innovation 🌲🇨🇦",Economical,en,9,0.0
