,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,owner,created_at,id,post_id,text_cleaned,hashtags,urls,text_filtered,text_tokenized,text_stemmed,text_filtered_spell_corrected,text_sentiment_scores,text_corrected_sentiment_scores,text_sentiment_scores_type,text_corrected_sentiment_scores_type,text_original
26,26,26,26,"{""username"":""margueritecervantes"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/20347222_146291139282717_220401203186499584_a.jpg"",""id"":""177551641""}",1484120620,1.78469e+16,2017-01-10_06-04-31,Awesome,[],[],Awesome,['Awesome'],[u'awesom'],Awesome,1.0,1.0,Positive,Positive,Awesome 😊
27,27,27,27,"{""username"":""vaughnfontana"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/23507190_137180337003893_4436604154802077696_n.jpg"",""id"":""35820808""}",1484087550,1.78572e+16,2017-01-10_06-04-31,,[],[],,['nan'],[u'nan'],,0.0,0.0,Neutral,Neutral,💯
28,28,28,28,"{""username"":""ten22co"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/14659419_206968806398458_7409698426830454784_a.jpg"",""id"":""4010878819""}",1484058304,1.78573e+16,2017-01-10_06-04-31,,[],[],,['nan'],[u'nan'],,0.0,0.0,Neutral,Neutral,💯
29,29,29,29,"{""username"":""genbisson"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/20902659_1407981882601390_7283977432632131584_a.jpg"",""id"":""6235865""}",1484363437,1.7847e+16,2017-01-11_14-10-08,This building is !,['#lit'],[],building,['building'],[u'build'],building,0.0,0.0,Neutral,Neutral,This building is #lit!
30,30,30,30,"{""username"":""qdtaylor"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/17882700_102573153638037_955645328759980032_a.jpg"",""id"":""215952367""}",1484195374,1.78487e+16,2017-01-11_14-10-08,Just needs a green roof,[],[],needs green roof,"['needs', 'green', 'roof']","[u'need', u'green', u'roof']",needs green roof,-0.2,-0.2,Neutral,Neutral,Just needs a green roof
31,31,31,31,"{""username"":""arseguin"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/15276694_787472344724595_6068061028514529280_a.jpg"",""id"":""404674113""}",1484187279,1.78586e+16,2017-01-11_14-10-08,This is great innovation!!,[],[],great innovation,"['great', 'innovation']","[u'great', u'innov']",great innovation,0.8,0.8,Positive,Positive,This is great innovation!!
32,32,32,32,"{""username"":""akg78001"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/25025669_1896078520419851_763788967848968192_n.jpg"",""id"":""578373662""}",1486048762,1.78708e+16,2017-01-31_13-57-20,woohoo! done!,[],[],woohoo done,"['woohoo', 'done']","[u'woohoo', u'done']",woohoo done,0.0,0.0,Neutral,Neutral,@naturalresourcescanada woohoo! done!
33,33,33,33,"{""username"":""beerbongsforworldpeace"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/11850238_415739468625189_490077736_a.jpg"",""id"":""261385808""}",1486130245,1.78504e+16,2017-02-02_11-21-42,,[],[],,['nan'],[u'nan'],,0.0,0.0,Neutral,Neutral,✌
34,34,34,34,"{""username"":""deluxedrycleaners"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/17596629_775490322611168_3109153278277976064_a.jpg"",""id"":""1793315141""}",1486743088,1.78488e+16,2017-02-10_07-52-22,Very cool!,[],[],cool,['cool'],[u'cool'],cool,0.35,0.35,Positive,Positive,Very cool!
35,35,35,35,"{""username"":""arseguin"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/15276694_787472344724595_6068061028514529280_a.jpg"",""id"":""404674113""}",1487632964,1.78621e+16,2017-02-10_08-16-43,Amazing!!,[],[],Amazing,['Amazing'],[u'amaz'],Amazing,0.6000000000000001,0.6000000000000001,Positive,Positive,Amazing!!
36,36,36,36,"{""username"":""arseguin"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/15276694_787472344724595_6068061028514529280_a.jpg"",""id"":""404674113""}",1486782741,1.78726e+16,2017-02-10_08-16-43,Amazing!,[],[],Amazing,['Amazing'],[u'amaz'],Amazing,0.6000000000000001,0.6000000000000001,Positive,Positive,Amazing!
37,37,37,37,"{""username"":""smithkiera9"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/11849071_1158236187526129_948355773_a.jpg"",""id"":""49024733""}",1486762517,1.7872e+16,2017-02-10_09-43-02,Neat! I didn't know nrcan was doing this!,[],[],Neat know nrcan,"['Neat', 'know', 'nrcan']","[u'neat', u'know', u'nrcan']",Seat know can,0.0,0.0,Neutral,Neutral,Neat! I didn't know nrcan was doing this!
38,38,38,38,"{""username"":""michaeljacino"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/1889245_795970817182123_1835999686_a.jpg"",""id"":""551923876""}",1486808562,1.78489e+16,2017-02-10_10-09-45,DK - w the incredible images you have shown you need to add to your social media arsenal! Well done!,['#instagram'],[],DK incredible images shown need add social media arsenal Well done,"['DK', 'incredible', 'images', 'shown', 'need', 'add', 'social', 'media', 'arsenal', 'Well', 'done']","['dk', u'incred', u'imag', u'shown', u'need', u'add', u'social', u'media', u'arsenal', u'well', u'done']",of incredible images shown need add social media arsenal Well done,0.4666666666666667,0.4666666666666667,Positive,Positive,DK - w the incredible images you have shown you need to add #instagram to your social media arsenal! Well done!
39,39,39,39,"{""username"":""arseguin"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/15276694_787472344724595_6068061028514529280_a.jpg"",""id"":""404674113""}",1486782681,1.78488e+16,2017-02-10_10-09-45,Beautiful picture! Love for nature,[],[],Beautiful picture Love nature,"['Beautiful', 'picture', 'Love', 'nature']","[u'beauti', u'pictur', u'love', u'natur']",Beautiful picture Love nature,0.675,0.675,Positive,Positive,Beautiful picture! Love for nature ❤
40,40,40,40,"{""username"":""smithkiera9"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/11849071_1158236187526129_948355773_a.jpg"",""id"":""49024733""}",1486762304,1.78488e+16,2017-02-10_10-09-45,Your posts today were my highlight! Love seeing female scientists out in the world!,[],[],posts today highlight Love seeing female scientists world,"['posts', 'today', 'highlight', 'Love', 'seeing', 'female', 'scientists', 'world']","[u'post', u'today', u'highlight', u'love', u'see', u'femal', u'scientist', u'world']",posts today highlight Love seeing female scientists world,0.25,0.25,Neutral,Neutral,Your posts today were my highlight! Love seeing female scientists out in the world!
41,41,41,41,"{""username"":""canenvironment"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/25024470_1534401366647809_3883762243703144448_n.jpg"",""id"":""3913900802""}",1486828539,1.78489e+16,2017-02-11_06-18-26,🤛,[],[],,[],[],,0.0,0.0,Neutral,Neutral,🤛🏼
42,42,42,42,"{""username"":""levi_hildebrand"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/17332395_1899188430368194_421627048138637312_a.jpg"",""id"":""242672073""}",1488917269,1.78507e+16,2017-02-16_11-05-26,Oh dang!,[],[],Oh dang,"['Oh', 'dang']","['oh', u'dang']",Oh sang,0.0,0.0,Neutral,Neutral,Oh dang!
43,43,43,43,"{""username"":""katemcgregor123"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/13166844_243326592690227_1895002485_a.jpg"",""id"":""3249625766""}",1488553953,1.78526e+16,2017-03-03_05-51-28,I love these profiles NRCAN is posting of women scientists and their work. What a great way to highlight the importance of their research.,[],[],love profiles NRCAN posting women scientists work great way highlight importance research,"['love', 'profiles', 'NRCAN', 'posting', 'women', 'scientists', 'work', 'great', 'way', 'highlight', 'importance', 'research']","[u'love', u'profil', u'nrcan', u'post', u'women', u'scientist', u'work', u'great', u'way', u'highlight', u'import', u'research']",love profile NRCAN posting women scientists work great way highlight importance research,0.65,0.65,Positive,Positive,I love these profiles NRCAN is posting of women scientists and their work. What a great way to highlight the importance of their research.
44,44,44,44,"{""username"":""arseguin"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/15276694_787472344724595_6068061028514529280_a.jpg"",""id"":""404674113""}",1488926523,1.78614e+16,2017-03-07_14-02-22,Beautiful picture Amazing work,[],[],Beautiful picture Amazing work,"['Beautiful', 'picture', 'Amazing', 'work']","[u'beauti', u'pictur', u'amaz', u'work']",Beautiful picture Amazing work,0.7250000000000001,0.7250000000000001,Positive,Positive,Beautiful picture ❤ Amazing work 👏
45,45,45,45,"{""username"":""deluxedrycleaners"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/17596629_775490322611168_3109153278277976064_a.jpg"",""id"":""1793315141""}",1490108470,1.78525e+16,2017-03-21_07-46-45,,[],[],,['nan'],[u'nan'],,0.0,0.0,Neutral,Neutral,🍁🌲
46,46,46,46,"{""username"":""ottawatourism"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/10890962_818500521540831_190046357_a.jpg"",""id"":""263424111""}",1494700946,1.78686e+16,2017-05-13_07-38-56,Looks like a fun event!,[],[],Looks like fun event,"['Looks', 'like', 'fun', 'event']","[u'look', u'like', u'fun', u'event']",Looks like fun event,0.3,0.3,Neutral,Neutral,Looks like a fun event!
47,47,47,47,"{""username"":""beverleyjz"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/11856728_965306353535922_1351176537_a.jpg"",""id"":""284606289""}",1494697788,1.78665e+16,2017-05-13_09-16-36,,[],[],,['nan'],[u'nan'],,0.0,0.0,Neutral,Neutral,@fieldberry
48,48,48,48,"{""username"":""kbkonline"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/23734332_167344277190185_1812472423635746816_n.jpg"",""id"":""2129522821""}",1496752171,1.78831e+16,2017-06-05_11-50-31,,[],[],,['nan'],[u'nan'],,0.0,0.0,Neutral,Neutral,👏👌
49,49,49,49,"{""username"":""cuttingedgesacha"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/25008253_455187954877923_5192767094684385280_n.jpg"",""id"":""4587402646""}",1497377116,1.78845e+16,2017-06-07_09-56-01,,[],[],,['nan'],[u'nan'],,0.0,0.0,Neutral,Neutral,👍
50,50,50,50,"{""username"":""rachelvanherpt"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/26071923_1777381692557075_2279301979635187712_n.jpg"",""id"":""445441989""}",1500349688,1.78745e+16,2017-07-17_08-58-48,as well,['#STEMWomen'],[],well,['well'],[u'well'],well,0.0,0.0,Neutral,Neutral,#STEMWomen as well 😄
51,51,51,51,"{""username"":""mfarhan05"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/21689497_143237032946460_967211297730985984_n.jpg"",""id"":""397126415""}",1500390000,1.7867e+16,2017-07-17_10-51-43,"Cek DM, thank you",[],[],Cek DM thank,"['Cek', 'DM', 'thank']","[u'cek', 'dm', u'thank']",He of thank,0.0,0.0,Neutral,Neutral,"Cek DM, thank you"
52,52,52,52,"{""username"":""rachelvanherpt"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/26071923_1777381692557075_2279301979635187712_n.jpg"",""id"":""445441989""}",1500425611,1.78809e+16,2017-07-18_17-25-03,I know that CG5! It's in Thompson right now doing a gradient tomorrow,[],[],know CG5 Thompson right gradient tomorrow,"['know', 'CG5', 'Thompson', 'right', 'gradient', 'tomorrow']","[u'know', u'cg5', u'thompson', u'right', u'gradient', u'tomorrow']",know CG5 Thompson right radiant tomorrow,0.2857142857142857,0.2857142857142857,Neutral,Neutral,I know that CG5! It's in Thompson right now doing a gradient tomorrow 😄
53,53,53,53,"{""username"":""tschirv"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/11821186_612877242186084_30846688_a.jpg"",""id"":""25381970""}",1500490684,1.7875e+16,2017-07-19_11-20-00,,['#AthabAskEric'],[],,['nan'],[u'nan'],,0.0,0.0,Neutral,Neutral,#AthabAskEric
54,54,54,54,"{""username"":""charizzard_"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/14156502_775115822628915_164533168_a.jpg"",""id"":""313114103""}",1500647113,1.78656e+16,2017-07-19_12-49-39,thanks guys!!,[],[],thanks guys,"['thanks', 'guys']","[u'thank', u'guy']",thanks guns,0.2,0.2,Neutral,Neutral,@meepersmeepis_ @bettyduffett thanks guys!!
55,55,55,55,"{""username"":""bettyduffett"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/15535328_231728887274377_8488290089246392320_a.jpg"",""id"":""4339574829""}",1500503681,1.78749e+16,2017-07-19_12-49-39,That's my niece!! Go niece go!! Lol,[],[],niece Go niece go Lol,"['niece', 'Go', 'niece', 'go', 'Lol']","[u'niec', 'go', u'niec', 'go', u'lol']",niece To niece go Vol,0.8,0.0,Positive,Neutral,@meepersmeepis_ That's my niece!! Go niece go!! Lol ❤ @charizzard_
56,56,56,56,"{""username"":""meepersmeepis_"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/23161616_307294669754592_2819366255654338560_n.jpg"",""id"":""274462923""}",1500503160,1.78768e+16,2017-07-19_12-49-39,That's my big sister! Go big sister! Lol,[],[],big sister Go big sister Lol,"['big', 'sister', 'Go', 'big', 'sister', 'Lol']","[u'big', u'sister', 'go', u'big', u'sister', u'lol']",big sister To big sister Vol,0.26666666666666666,0.0,Neutral,Neutral,That's my big sister! Go big sister! Lol @charizzard_
57,57,57,57,"{""username"":""naturalresourcescanada"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/15306712_683210878507526_4833027093602238464_a.jpg"",""id"":""4211313612""}",1500571934,1.78655e+16,2017-07-19_15-03-08,".mohammad_ Thanks for the question. Vicki and her team are doing research in Northern Saskatchewan to try and better understand how and when the rich uranium deposits formed in the area. For more information, I would encourage you to read the following article that she was interviewed for:",[],['http://ow.ly/svgL30dMSTG'],Thanks question Vicki team research Northern Saskatchewan try better understand rich uranium deposits formed area information would encourage read following article interviewed,"['Thanks', 'question', 'Vicki', 'team', 'research', 'Northern', 'Saskatchewan', 'try', 'better', 'understand', 'rich', 'uranium', 'deposits', 'formed', 'area', 'information', 'would', 'encourage', 'read', 'following', 'article', 'interviewed']","[u'thank', u'question', u'vicki', u'team', u'research', u'northern', u'saskatchewan', u'tri', u'better', u'understand', u'rich', u'uranium', u'deposit', u'form', u'area', u'inform', u'would', u'encourag', u'read', u'follow', u'articl', u'interview']",Thanks question Sick team research Northern Saskatchewan try better understand rich cranium deposits formed area information would encourage read following article interview,0.26875,0.07214285714285715,Neutral,Neutral,"@amirkhani.mohammad_ Thanks for the question. Vicki and her team are doing research in Northern Saskatchewan to try and better understand how and when the rich uranium deposits formed in the area. For more information, I would encourage you to read the following article that she was interviewed for: http://ow.ly/svgL30dMSTG"
58,58,58,58,"{""username"":""rachelvanherpt"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/26071923_1777381692557075_2279301979635187712_n.jpg"",""id"":""445441989""}",1500528382,1.7875e+16,2017-07-19_15-03-08,Field work is totally worth it for the science.,[],[],Field work totally worth science,"['Field', 'work', 'totally', 'worth', 'science']","[u'field', u'work', u'total', u'worth', u'scienc']",Field work totally worth science,0.3,0.3,Neutral,Neutral,Field work is totally worth it for the science.
